item_id,agent_id,annotator_id,label
convabuse_278518.0,E.L.I.Z.A.,Annotator7,0
convabuse_2435348546573718,CarbonBot,Annotator7,0
convabuse_167913.0,E.L.I.Z.A.,Annotator7,0
convabuse_532052.0,E.L.I.Z.A.,Annotator7,0
convabuse_187840.0,E.L.I.Z.A.,Annotator7,0
convabuse_3038152482967216,CarbonBot,Annotator7,0
convabuse_2.88816E+15,CarbonBot,Annotator7,0
convabuse_210565.0,E.L.I.Z.A.,Annotator7,0
convabuse_162728.0,E.L.I.Z.A.,Annotator7,1
convabuse_2730682970360151,CarbonBot,Annotator7,0
convabuse_196952.0,E.L.I.Z.A.,Annotator7,0
convabuse_319066.0,E.L.I.Z.A.,Annotator7,0
convabuse_3883300571696026,CarbonBot,Annotator7,2
convabuse_298379.0,E.L.I.Z.A.,Annotator7,0
convabuse_2250630128370653,CarbonBot,Annotator7,0
convabuse_223442.0,E.L.I.Z.A.,Annotator7,0
convabuse_379383.0,E.L.I.Z.A.,Annotator7,0
convabuse_fa612f49abb64c459b7ccdf08fda2e8f,CarbonBot,Annotator7,0
convabuse_1cb5ae61301d481f95080b5faf264356,CarbonBot,Annotator7,0
convabuse_3167190100018566,CarbonBot,Annotator7,0
convabuse_2719205361492644,CarbonBot,Annotator7,0
convabuse_202592.0,E.L.I.Z.A.,Annotator7,0
convabuse_45091.0,E.L.I.Z.A.,Annotator7,0
convabuse_1219101b0711483b920ae032307712a7,CarbonBot,Annotator7,0
convabuse_182997.0,E.L.I.Z.A.,Annotator7,0
convabuse_3b4a7e8ad8154882976b94d990543283,CarbonBot,Annotator7,0
convabuse_189928.0,E.L.I.Z.A.,Annotator7,0
convabuse_2752200091526159,CarbonBot,Annotator7,0
convabuse_213007.0,E.L.I.Z.A.,Annotator7,0
convabuse_2535514746570788,CarbonBot,Annotator7,0
convabuse_17039.0,E.L.I.Z.A.,Annotator7,0
convabuse_59a3948b1a2441d9988484f078ad9395,CarbonBot,Annotator7,0
convabuse_541541.0,E.L.I.Z.A.,Annotator7,0
convabuse_371530.0,E.L.I.Z.A.,Annotator7,0
convabuse_321874.0,E.L.I.Z.A.,Annotator7,0
convabuse_233965.0,E.L.I.Z.A.,Annotator7,0
convabuse_3566503163365688,CarbonBot,Annotator7,0
convabuse_426702.0,E.L.I.Z.A.,Annotator7,2
convabuse_322388.0,E.L.I.Z.A.,Annotator7,0
convabuse_91617.0,E.L.I.Z.A.,Annotator7,0
convabuse_296653.0,E.L.I.Z.A.,Annotator7,0
convabuse_3599309333461057,CarbonBot,Annotator7,0
convabuse_3141378505936768,CarbonBot,Annotator7,0
convabuse_323372.0,E.L.I.Z.A.,Annotator7,0
convabuse_11131.0,E.L.I.Z.A.,Annotator7,0
convabuse_480741.0,E.L.I.Z.A.,Annotator7,0
convabuse_ac0d288727f943e396346de6b96e2e34,CarbonBot,Annotator7,0
convabuse_1599192453538535,CarbonBot,Annotator7,0
convabuse_3285387278198697,CarbonBot,Annotator7,0
convabuse_3.01786E+15,CarbonBot,Annotator7,0
convabuse_2630073860416159,CarbonBot,Annotator7,2
convabuse_347562.0,E.L.I.Z.A.,Annotator7,0
convabuse_275734.0,E.L.I.Z.A.,Annotator7,0
convabuse_282320.0,E.L.I.Z.A.,Annotator7,0
convabuse_204848.0,E.L.I.Z.A.,Annotator7,0
convabuse_505191.0,E.L.I.Z.A.,Annotator7,0
convabuse_308572.0,E.L.I.Z.A.,Annotator7,0
convabuse_2139512359481734,CarbonBot,Annotator7,0
convabuse_387413.0,E.L.I.Z.A.,Annotator7,0
convabuse_413977.0,E.L.I.Z.A.,Annotator7,0
convabuse_496381.0,E.L.I.Z.A.,Annotator7,0
convabuse_412029.0,E.L.I.Z.A.,Annotator7,0
convabuse_25897.0,E.L.I.Z.A.,Annotator7,0
convabuse_466642.0,E.L.I.Z.A.,Annotator7,0
convabuse_478229.0,E.L.I.Z.A.,Annotator7,0
convabuse_305861.0,E.L.I.Z.A.,Annotator7,0
convabuse_2.45945E+15,CarbonBot,Annotator7,2
convabuse_354588.0,E.L.I.Z.A.,Annotator7,0
convabuse_344761.0,E.L.I.Z.A.,Annotator7,0
convabuse_243850.0,E.L.I.Z.A.,Annotator7,0
convabuse_47041.0,E.L.I.Z.A.,Annotator7,0
convabuse_92092.0,E.L.I.Z.A.,Annotator7,0
convabuse_335811.0,E.L.I.Z.A.,Annotator7,0
convabuse_85290.0,E.L.I.Z.A.,Annotator7,0
convabuse_302767.0,E.L.I.Z.A.,Annotator7,0
convabuse_2568357003277236,CarbonBot,Annotator7,0
convabuse_547714.0,E.L.I.Z.A.,Annotator7,0
convabuse_82360.0,E.L.I.Z.A.,Annotator7,0
convabuse_193977.0,E.L.I.Z.A.,Annotator7,0
convabuse_332452.0,E.L.I.Z.A.,Annotator7,0
convabuse_397446.0,E.L.I.Z.A.,Annotator7,0
convabuse_382055.0,E.L.I.Z.A.,Annotator7,0
convabuse_2751917354864946,CarbonBot,Annotator7,0
convabuse_2249098661861914,CarbonBot,Annotator7,0
convabuse_2637565166335805,CarbonBot,Annotator7,0
convabuse_307918.0,E.L.I.Z.A.,Annotator7,0
convabuse_a4904b5113fe4e0aaaca14eedf2c0946,CarbonBot,Annotator7,0
convabuse_344637.0,E.L.I.Z.A.,Annotator7,0
convabuse_97260.0,E.L.I.Z.A.,Annotator7,2
convabuse_436356.0,E.L.I.Z.A.,Annotator7,0
convabuse_213621.0,E.L.I.Z.A.,Annotator7,0
convabuse_2799412013453362,CarbonBot,Annotator7,0
convabuse_2.38663E+15,CarbonBot,Annotator7,0
convabuse_312391.0,E.L.I.Z.A.,Annotator7,0
convabuse_243731.0,E.L.I.Z.A.,Annotator7,0
convabuse_475610.0,E.L.I.Z.A.,Annotator7,0
convabuse_240752.0,E.L.I.Z.A.,Annotator7,0
convabuse_430310.0,E.L.I.Z.A.,Annotator7,0
convabuse_3.2699E+15,CarbonBot,Annotator7,0
convabuse_305875.0,E.L.I.Z.A.,Annotator7,0
convabuse_158962.0,E.L.I.Z.A.,Annotator7,0
convabuse_215707.0,E.L.I.Z.A.,Annotator7,0
convabuse_238830.0,E.L.I.Z.A.,Annotator7,0
convabuse_243437.0,E.L.I.Z.A.,Annotator7,0
convabuse_412300.0,E.L.I.Z.A.,Annotator7,0
convabuse_150152.0,E.L.I.Z.A.,Annotator7,0
convabuse_2691742164246176,CarbonBot,Annotator7,0
convabuse_3837517722955717,CarbonBot,Annotator7,0
convabuse_2912437458868007,CarbonBot,Annotator7,0
convabuse_335292.0,E.L.I.Z.A.,Annotator7,0
convabuse_2488412464618618,CarbonBot,Annotator7,0
convabuse_3383396201732507,CarbonBot,Annotator7,0
convabuse_310802.0,E.L.I.Z.A.,Annotator7,1
convabuse_536237.0,E.L.I.Z.A.,Annotator7,0
convabuse_2863109593800072,CarbonBot,Annotator7,0
convabuse_430012.0,E.L.I.Z.A.,Annotator7,0
convabuse_73703.0,E.L.I.Z.A.,Annotator7,0
convabuse_95064.0,E.L.I.Z.A.,Annotator7,0
convabuse_3259187940789816,CarbonBot,Annotator7,0
convabuse_468632.0,E.L.I.Z.A.,Annotator7,0
convabuse_272749.0,E.L.I.Z.A.,Annotator7,0
convabuse_2.85766E+15,CarbonBot,Annotator7,0
convabuse_245366.0,E.L.I.Z.A.,Annotator7,0
convabuse_184101.0,E.L.I.Z.A.,Annotator7,0
convabuse_3937350642957378,CarbonBot,Annotator7,0
convabuse_233583.0,E.L.I.Z.A.,Annotator7,0
convabuse_491982.0,E.L.I.Z.A.,Annotator7,0
convabuse_3118620318153573,CarbonBot,Annotator7,0
convabuse_2201714169930458,CarbonBot,Annotator7,0
convabuse_538959.0,E.L.I.Z.A.,Annotator7,1
convabuse_2748826061895116,CarbonBot,Annotator7,0
convabuse_176199.0,E.L.I.Z.A.,Annotator7,0
convabuse_3373525222722585,CarbonBot,Annotator7,0
convabuse_191588.0,E.L.I.Z.A.,Annotator7,0
convabuse_153393.0,E.L.I.Z.A.,Annotator7,0
convabuse_70793.0,E.L.I.Z.A.,Annotator7,0
convabuse_518632.0,E.L.I.Z.A.,Annotator7,0
convabuse_174737.0,E.L.I.Z.A.,Annotator7,0
convabuse_2457159737744584,CarbonBot,Annotator7,0
convabuse_3524826494255403,CarbonBot,Annotator7,0
convabuse_348512.0,E.L.I.Z.A.,Annotator7,0
convabuse_48998.0,E.L.I.Z.A.,Annotator7,0
convabuse_71159.0,E.L.I.Z.A.,Annotator7,0
convabuse_86529.0,E.L.I.Z.A.,Annotator7,0
convabuse_2736046666448783,CarbonBot,Annotator7,0
convabuse_3311212229002076,CarbonBot,Annotator7,0
convabuse_432542.0,E.L.I.Z.A.,Annotator7,0
convabuse_3296150703742499,CarbonBot,Annotator7,0
convabuse_3.09356E+15,CarbonBot,Annotator7,0
convabuse_87077.0,E.L.I.Z.A.,Annotator7,0
convabuse_398531.0,E.L.I.Z.A.,Annotator7,0
convabuse_2527733473970553,CarbonBot,Annotator7,0
convabuse_2845676698818009,CarbonBot,Annotator7,0
convabuse_183106.0,E.L.I.Z.A.,Annotator7,0
convabuse_2.32783E+15,CarbonBot,Annotator7,0
convabuse_214708.0,E.L.I.Z.A.,Annotator7,0
convabuse_112364.0,E.L.I.Z.A.,Annotator7,0
convabuse_2269.0,E.L.I.Z.A.,Annotator7,0
convabuse_2852034428186425,CarbonBot,Annotator7,0
convabuse_2935883376431899,CarbonBot,Annotator7,0
convabuse_524544.0,E.L.I.Z.A.,Annotator7,0
convabuse_35729.0,E.L.I.Z.A.,Annotator7,0
convabuse_6612.0,E.L.I.Z.A.,Annotator7,0
convabuse_312680.0,E.L.I.Z.A.,Annotator7,0
convabuse_312610.0,E.L.I.Z.A.,Annotator7,1
convabuse_205685.0,E.L.I.Z.A.,Annotator7,0
convabuse_2641326375923612,CarbonBot,Annotator7,2
convabuse_203841.0,E.L.I.Z.A.,Annotator7,0
convabuse_331196.0,E.L.I.Z.A.,Annotator7,0
convabuse_84719.0,E.L.I.Z.A.,Annotator7,2
convabuse_78025.0,E.L.I.Z.A.,Annotator7,0
convabuse_201045.0,E.L.I.Z.A.,Annotator7,0
convabuse_396449.0,E.L.I.Z.A.,Annotator7,2
convabuse_288293.0,E.L.I.Z.A.,Annotator7,0
convabuse_3599929203350556,CarbonBot,Annotator7,0
convabuse_417007.0,E.L.I.Z.A.,Annotator7,0
convabuse_213039.0,E.L.I.Z.A.,Annotator7,0
convabuse_369300.0,E.L.I.Z.A.,Annotator7,0
convabuse_256037.0,E.L.I.Z.A.,Annotator7,0
convabuse_543361.0,E.L.I.Z.A.,Annotator7,0
convabuse_360455.0,E.L.I.Z.A.,Annotator7,0
convabuse_3715807875095906,CarbonBot,Annotator7,0
convabuse_68073.0,E.L.I.Z.A.,Annotator7,0
convabuse_474013.0,E.L.I.Z.A.,Annotator7,0
convabuse_83732.0,E.L.I.Z.A.,Annotator7,0
convabuse_309669.0,E.L.I.Z.A.,Annotator7,0
convabuse_2499087150189918,CarbonBot,Annotator7,0
convabuse_2696380613809353,CarbonBot,Annotator7,0
convabuse_3dfe17f8240b48859ff183a6cd7a20de,CarbonBot,Annotator7,0
convabuse_2596595910426228,CarbonBot,Annotator7,0
convabuse_93716.0,E.L.I.Z.A.,Annotator7,0
convabuse_120233.0,E.L.I.Z.A.,Annotator7,0
convabuse_466898.0,E.L.I.Z.A.,Annotator7,0
convabuse_432179.0,E.L.I.Z.A.,Annotator7,0
convabuse_69592.0,E.L.I.Z.A.,Annotator7,0
convabuse_93583.0,E.L.I.Z.A.,Annotator7,0
convabuse_156147.0,E.L.I.Z.A.,Annotator7,0
convabuse_229725.0,E.L.I.Z.A.,Annotator7,0
convabuse_3568246669915023,CarbonBot,Annotator7,0
convabuse_219304.0,E.L.I.Z.A.,Annotator7,2
convabuse_80487.0,E.L.I.Z.A.,Annotator7,0
convabuse_194379.0,E.L.I.Z.A.,Annotator7,2
convabuse_361177.0,E.L.I.Z.A.,Annotator7,0
convabuse_72587.0,E.L.I.Z.A.,Annotator7,0
convabuse_460722.0,E.L.I.Z.A.,Annotator7,0
convabuse_289502.0,E.L.I.Z.A.,Annotator7,2
convabuse_246859.0,E.L.I.Z.A.,Annotator7,0
convabuse_96060.0,E.L.I.Z.A.,Annotator7,0
convabuse_338544.0,E.L.I.Z.A.,Annotator7,0
convabuse_229605.0,E.L.I.Z.A.,Annotator7,1
convabuse_528300.0,E.L.I.Z.A.,Annotator7,0
convabuse_94858.0,E.L.I.Z.A.,Annotator7,0
convabuse_2934687926542649,CarbonBot,Annotator7,0
convabuse_2688883131150618,CarbonBot,Annotator7,0
convabuse_386738.0,E.L.I.Z.A.,Annotator7,0
convabuse_462726.0,E.L.I.Z.A.,Annotator7,0
convabuse_1643410265782865,CarbonBot,Annotator7,0
convabuse_3669122379825627,CarbonBot,Annotator7,0
convabuse_201906.0,E.L.I.Z.A.,Annotator7,0
convabuse_413399.0,E.L.I.Z.A.,Annotator7,0
convabuse_2758194990937939,CarbonBot,Annotator7,0
convabuse_249554.0,E.L.I.Z.A.,Annotator7,0
convabuse_30138.0,E.L.I.Z.A.,Annotator7,0
convabuse_49195.0,E.L.I.Z.A.,Annotator7,2
convabuse_464335.0,E.L.I.Z.A.,Annotator7,0
convabuse_120306.0,E.L.I.Z.A.,Annotator7,0
convabuse_525394.0,E.L.I.Z.A.,Annotator7,0
convabuse_205598.0,E.L.I.Z.A.,Annotator7,0
convabuse_3805188986217859,CarbonBot,Annotator7,0
convabuse_250849.0,E.L.I.Z.A.,Annotator7,0
convabuse_403297.0,E.L.I.Z.A.,Annotator7,0
convabuse_2654657661318415,CarbonBot,Annotator7,0
convabuse_238886.0,E.L.I.Z.A.,Annotator7,0
convabuse_248871.0,E.L.I.Z.A.,Annotator7,0
convabuse_254216.0,E.L.I.Z.A.,Annotator7,0
convabuse_251351.0,E.L.I.Z.A.,Annotator7,0
convabuse_457628.0,E.L.I.Z.A.,Annotator7,0
convabuse_515586.0,E.L.I.Z.A.,Annotator7,0
convabuse_168518.0,E.L.I.Z.A.,Annotator7,0
convabuse_137427.0,E.L.I.Z.A.,Annotator7,0
convabuse_322531.0,E.L.I.Z.A.,Annotator7,1
convabuse_432800.0,E.L.I.Z.A.,Annotator7,0
convabuse_1969867776471906,CarbonBot,Annotator7,0
convabuse_16802.0,E.L.I.Z.A.,Annotator7,0
convabuse_349953.0,E.L.I.Z.A.,Annotator7,0
convabuse_387781.0,E.L.I.Z.A.,Annotator7,0
convabuse_69739.0,E.L.I.Z.A.,Annotator7,0
convabuse_3254239811321705,CarbonBot,Annotator7,0
convabuse_3564725463568234,CarbonBot,Annotator7,0
convabuse_3301495416585555,CarbonBot,Annotator7,0
convabuse_435200.0,E.L.I.Z.A.,Annotator7,0
convabuse_3174501812565095,CarbonBot,Annotator7,0
convabuse_3823794904358484,CarbonBot,Annotator7,0
convabuse_261419.0,E.L.I.Z.A.,Annotator7,0
convabuse_3202656579762442,CarbonBot,Annotator7,0
convabuse_3215412415231369,CarbonBot,Annotator7,0
convabuse_3192152570799278,CarbonBot,Annotator7,0
convabuse_2.80652E+15,CarbonBot,Annotator7,0
convabuse_434988.0,E.L.I.Z.A.,Annotator7,0
convabuse_509536.0,E.L.I.Z.A.,Annotator7,0
convabuse_365661.0,E.L.I.Z.A.,Annotator7,0
convabuse_2597235637026301,CarbonBot,Annotator7,0
convabuse_535416.0,E.L.I.Z.A.,Annotator7,0
convabuse_480806.0,E.L.I.Z.A.,Annotator7,0
convabuse_224777.0,E.L.I.Z.A.,Annotator7,0
convabuse_118609.0,E.L.I.Z.A.,Annotator7,0
convabuse_329897.0,E.L.I.Z.A.,Annotator7,0
convabuse_534970.0,E.L.I.Z.A.,Annotator7,0
convabuse_481878.0,E.L.I.Z.A.,Annotator7,0
convabuse_536002.0,E.L.I.Z.A.,Annotator7,0
convabuse_243551.0,E.L.I.Z.A.,Annotator7,1
convabuse_548516.0,E.L.I.Z.A.,Annotator7,0
convabuse_393465.0,E.L.I.Z.A.,Annotator7,0
convabuse_19919.0,E.L.I.Z.A.,Annotator7,0
convabuse_405001.0,E.L.I.Z.A.,Annotator7,0
convabuse_498814.0,E.L.I.Z.A.,Annotator7,0
convabuse_189760.0,E.L.I.Z.A.,Annotator7,0
convabuse_75070.0,E.L.I.Z.A.,Annotator7,2
convabuse_212255.0,E.L.I.Z.A.,Annotator7,0
convabuse_431234.0,E.L.I.Z.A.,Annotator7,0
convabuse_3852787984796049,CarbonBot,Annotator7,0
convabuse_495037.0,E.L.I.Z.A.,Annotator7,0
convabuse_66550.0,E.L.I.Z.A.,Annotator7,0
convabuse_3537714536298905,CarbonBot,Annotator7,0
convabuse_cc386a0900dc4096a45283991b0a57b6,CarbonBot,Annotator7,0
convabuse_430346.0,E.L.I.Z.A.,Annotator7,0
convabuse_2507270989370561,CarbonBot,Annotator7,0
convabuse_431817.0,E.L.I.Z.A.,Annotator7,0
convabuse_2813315905419373,CarbonBot,Annotator7,0
convabuse_36110.0,E.L.I.Z.A.,Annotator7,0
convabuse_76787.0,E.L.I.Z.A.,Annotator7,0
convabuse_336468.0,E.L.I.Z.A.,Annotator7,0
convabuse_3276608549081224,CarbonBot,Annotator7,0
convabuse_322667.0,E.L.I.Z.A.,Annotator7,0
convabuse_349824.0,E.L.I.Z.A.,Annotator7,0
convabuse_2359856270787257,CarbonBot,Annotator7,0
convabuse_70662.0,E.L.I.Z.A.,Annotator7,0
convabuse_38356.0,E.L.I.Z.A.,Annotator7,0
convabuse_69380.0,E.L.I.Z.A.,Annotator7,0
convabuse_429498.0,E.L.I.Z.A.,Annotator7,0
convabuse_111126.0,E.L.I.Z.A.,Annotator7,0
convabuse_235394.0,E.L.I.Z.A.,Annotator7,0
convabuse_24514.0,E.L.I.Z.A.,Annotator7,0
convabuse_45125.0,E.L.I.Z.A.,Annotator7,0
convabuse_196991.0,E.L.I.Z.A.,Annotator7,0
convabuse_167983.0,E.L.I.Z.A.,Annotator7,0
convabuse_413490.0,E.L.I.Z.A.,Annotator7,2
convabuse_471455.0,E.L.I.Z.A.,Annotator7,0
convabuse_423516.0,E.L.I.Z.A.,Annotator7,0
convabuse_223482.0,E.L.I.Z.A.,Annotator7,0
convabuse_48617.0,E.L.I.Z.A.,Annotator7,0
convabuse_2546288338753112,CarbonBot,Annotator7,0
convabuse_2790913951005081,CarbonBot,Annotator7,0
convabuse_2423186524459975,CarbonBot,Annotator7,0
convabuse_2489835477776386,CarbonBot,Annotator7,0
convabuse_509605.0,E.L.I.Z.A.,Annotator7,0
convabuse_184054.0,E.L.I.Z.A.,Annotator7,0
convabuse_362759.0,E.L.I.Z.A.,Annotator7,0
convabuse_146532.0,E.L.I.Z.A.,Annotator7,0
convabuse_546220.0,E.L.I.Z.A.,Annotator7,0
convabuse_451180.0,E.L.I.Z.A.,Annotator7,0
convabuse_418230.0,E.L.I.Z.A.,Annotator7,0
convabuse_227575.0,E.L.I.Z.A.,Annotator7,0
convabuse_506889.0,E.L.I.Z.A.,Annotator7,0
convabuse_89290.0,E.L.I.Z.A.,Annotator7,0
convabuse_466977.0,E.L.I.Z.A.,Annotator7,0
convabuse_391226.0,E.L.I.Z.A.,Annotator7,0
convabuse_157054.0,E.L.I.Z.A.,Annotator7,0
convabuse_534894.0,E.L.I.Z.A.,Annotator7,0
convabuse_299234.0,E.L.I.Z.A.,Annotator7,0
convabuse_2664918180242175,CarbonBot,Annotator7,0
convabuse_184194.0,E.L.I.Z.A.,Annotator7,2
convabuse_452831.0,E.L.I.Z.A.,Annotator7,0
convabuse_415921.0,E.L.I.Z.A.,Annotator7,0
convabuse_3217634228309769,CarbonBot,Annotator7,0
convabuse_2739214942783749,CarbonBot,Annotator7,0
convabuse_215887.0,E.L.I.Z.A.,Annotator7,0
convabuse_464748.0,E.L.I.Z.A.,Annotator7,0
convabuse_386412.0,E.L.I.Z.A.,Annotator7,0
convabuse_470487.0,E.L.I.Z.A.,Annotator7,0
convabuse_207588.0,E.L.I.Z.A.,Annotator7,0
convabuse_25499.0,E.L.I.Z.A.,Annotator7,0
convabuse_547328.0,E.L.I.Z.A.,Annotator7,0
convabuse_455690.0,E.L.I.Z.A.,Annotator7,0
convabuse_4.00722E+15,CarbonBot,Annotator7,0
convabuse_530635.0,E.L.I.Z.A.,Annotator7,0
convabuse_67931.0,E.L.I.Z.A.,Annotator7,0
convabuse_106851.0,E.L.I.Z.A.,Annotator7,0
convabuse_122423.0,E.L.I.Z.A.,Annotator7,0
convabuse_465219.0,E.L.I.Z.A.,Annotator7,0
convabuse_3064842950197877,CarbonBot,Annotator7,0
convabuse_353348.0,E.L.I.Z.A.,Annotator7,0
convabuse_252942.0,E.L.I.Z.A.,Annotator7,2
convabuse_2838153892909291,CarbonBot,Annotator7,0
convabuse_487062.0,E.L.I.Z.A.,Annotator7,0
convabuse_170123.0,E.L.I.Z.A.,Annotator7,0
convabuse_2591686337551793,CarbonBot,Annotator7,0
convabuse_244681.0,E.L.I.Z.A.,Annotator7,2
convabuse_431126.0,E.L.I.Z.A.,Annotator7,0
convabuse_101441.0,E.L.I.Z.A.,Annotator7,0
convabuse_345619.0,E.L.I.Z.A.,Annotator7,0
convabuse_292961.0,E.L.I.Z.A.,Annotator7,0
convabuse_99661.0,E.L.I.Z.A.,Annotator7,0
convabuse_336049.0,E.L.I.Z.A.,Annotator7,0
convabuse_15971.0,E.L.I.Z.A.,Annotator7,0
convabuse_2675077949237882,CarbonBot,Annotator7,0
convabuse_3400070046732777,CarbonBot,Annotator7,0
convabuse_266866.0,E.L.I.Z.A.,Annotator7,0
convabuse_485679.0,E.L.I.Z.A.,Annotator7,0
convabuse_133590.0,E.L.I.Z.A.,Annotator7,0
convabuse_85393.0,E.L.I.Z.A.,Annotator7,0
convabuse_2735670199871519,CarbonBot,Annotator7,0
convabuse_3259060920794231,CarbonBot,Annotator7,0
convabuse_457775.0,E.L.I.Z.A.,Annotator7,0
convabuse_358588.0,E.L.I.Z.A.,Annotator7,0
convabuse_461503.0,E.L.I.Z.A.,Annotator7,0
convabuse_65935.0,E.L.I.Z.A.,Annotator7,0
convabuse_224028.0,E.L.I.Z.A.,Annotator7,0
convabuse_430928.0,E.L.I.Z.A.,Annotator7,0
convabuse_75364.0,E.L.I.Z.A.,Annotator7,0
convabuse_61495.0,E.L.I.Z.A.,Annotator7,0
convabuse_77c6a69dbcff4f0b8d167a3020a91282,CarbonBot,Annotator7,0
convabuse_303061.0,E.L.I.Z.A.,Annotator7,0
convabuse_445533.0,E.L.I.Z.A.,Annotator7,0
convabuse_410556.0,E.L.I.Z.A.,Annotator7,0
convabuse_321573.0,E.L.I.Z.A.,Annotator7,0
convabuse_363279.0,E.L.I.Z.A.,Annotator7,0
convabuse_221207.0,E.L.I.Z.A.,Annotator7,0
