item_id,p_class_0,p_class_1,credit,agent_id
cnn_12_sent1_CNN,6.486771334994003e-07,0.9999993513228664,0.9999993513228664,CNN
cnn_12_sent2_CNN,0.0013298239901978995,0.998670176009802,0.998670176009802,CNN
cnn_13_sent0_CNN,8.643879129531786e-08,0.9999999135612087,0.9999999135612087,CNN
cnn_13_sent1_CNN,8.643879129531786e-08,0.9999999135612087,0.9999999135612087,CNN
cnn_13_sent2_CNN,8.643879129531786e-08,0.9999999135612087,0.9999999135612087,CNN
cnn_14_sent0_CNN,0.914677636647238,0.08532236335276204,0.08532236335276204,CNN
cnn_14_sent1_CNN,9.409389316883236e-07,0.9999990590610685,0.9999990590610685,CNN
cnn_14_sent2_CNN,9.409389316883236e-07,0.9999990590610685,0.9999990590610685,CNN
cnn_15_sent0_CNN,1.0358975557660447e-07,0.9999998964102444,0.9999998964102444,CNN
cnn_15_sent1_CNN,0.0006345044852147176,0.9993654955147854,0.9993654955147854,CNN
cnn_15_sent2_CNN,0.9918852367198157,0.008114763280184322,0.008114763280184322,CNN
cnn_16_sent0_CNN,0.9916454628888387,0.00835453711116126,0.00835453711116126,CNN
cnn_16_sent1_CNN,0.9916454628888387,0.00835453711116126,0.00835453711116126,CNN
cnn_16_sent2_CNN,0.9916454628888387,0.00835453711116126,0.00835453711116126,CNN
cnn_17_sent0_CNN,9.608513830271455e-05,0.9999039148616972,0.9999039148616972,CNN
cnn_17_sent1_CNN,9.608513830271455e-05,0.9999039148616972,0.9999039148616972,CNN
cnn_17_sent2_CNN,0.9955411340621876,0.004458865937812462,0.004458865937812462,CNN
cnn_18_sent0_CNN,0.002131311567507496,0.9978686884324925,0.9978686884324925,CNN
cnn_18_sent1_CNN,0.002131311567507496,0.9978686884324925,0.9978686884324925,CNN
cnn_18_sent2_CNN,0.20663922070308782,0.7933607792969122,0.7933607792969122,CNN
cnn_19_sent0_CNN,2.7100584485055084e-07,0.9999997289941551,0.9999997289941551,CNN
cnn_19_sent1_CNN,2.7100584485055084e-07,0.9999997289941551,0.9999997289941551,CNN
cnn_19_sent2_CNN,0.9988815586867472,0.0011184413132528431,0.0011184413132528431,CNN
cnn_20_sent0_CNN,5.1369255513709055e-06,0.9999948630744485,0.9999948630744485,CNN
cnn_20_sent1_CNN,5.1369255513709055e-06,0.9999948630744485,0.9999948630744485,CNN
cnn_20_sent2_CNN,5.1369255513709055e-06,0.9999948630744485,0.9999948630744485,CNN
cnn_21_sent0_CNN,0.9606472574902571,0.03935274250974291,0.03935274250974291,CNN
cnn_21_sent1_CNN,0.4768247491930324,0.5231752508069676,0.5231752508069676,CNN
cnn_21_sent2_CNN,0.9606472574902571,0.03935274250974291,0.03935274250974291,CNN
cnn_22_sent0_CNN,0.0022176259189985973,0.9977823740810013,0.9977823740810013,CNN
cnn_22_sent1_CNN,0.5415504643325324,0.4584495356674676,0.4584495356674676,CNN
cnn_22_sent2_CNN,0.006369077289206415,0.9936309227107935,0.9936309227107935,CNN
cnn_22_sent3_CNN,0.0025131404376973134,0.9974868595623027,0.9974868595623027,CNN
cnn_23_sent0_CNN,1.7435660391516878e-06,0.9999982564339609,0.9999982564339609,CNN
cnn_23_sent1_CNN,1.7435660391516878e-06,0.9999982564339609,0.9999982564339609,CNN
cnn_23_sent2_CNN,1.7435660391516878e-06,0.9999982564339609,0.9999982564339609,CNN
cnn_24_sent0_CNN,3.1365644566151848e-06,0.9999968634355433,0.9999968634355433,CNN
cnn_24_sent1_CNN,3.1365644566151848e-06,0.9999968634355433,0.9999968634355433,CNN
cnn_24_sent2_CNN,3.1365644566151848e-06,0.9999968634355433,0.9999968634355433,CNN
cnn_25_sent0_CNN,7.898115048913303e-08,0.9999999210188495,0.9999999210188495,CNN
cnn_25_sent1_CNN,7.898115048913303e-08,0.9999999210188495,0.9999999210188495,CNN
cnn_25_sent2_CNN,7.898115048913303e-08,0.9999999210188495,0.9999999210188495,CNN
cnn_26_sent0_CNN,0.9999285677959269,7.143220407304801e-05,7.143220407304801e-05,CNN
cnn_26_sent1_CNN,0.9999285677959269,7.143220407304801e-05,7.143220407304801e-05,CNN
cnn_26_sent2_CNN,0.9999285677959269,7.143220407304801e-05,7.143220407304801e-05,CNN
cnn_27_sent0_CNN,0.9180707427053798,0.08192925729462007,0.08192925729462007,CNN
cnn_27_sent1_CNN,0.14544040048765255,0.8545595995123475,0.8545595995123475,CNN
cnn_27_sent2_CNN,9.154889320397713e-05,0.999908451106796,0.999908451106796,CNN
cnn_28_sent0_CNN,2.3899444121838555e-05,0.9999761005558783,0.9999761005558783,CNN
cnn_28_sent1_CNN,2.3899444121838555e-05,0.9999761005558783,0.9999761005558783,CNN
cnn_28_sent2_CNN,2.3899444121838555e-05,0.9999761005558783,0.9999761005558783,CNN
cnn_29_sent0_CNN,7.663161637106853e-06,0.9999923368383629,0.9999923368383629,CNN
cnn_29_sent1_CNN,0.7556461259732994,0.24435387402670064,0.24435387402670064,CNN
cnn_29_sent2_CNN,7.663161637106853e-06,0.9999923368383629,0.9999923368383629,CNN
cnn_30_sent0_CNN,1.2611936859259264e-06,0.9999987388063142,0.9999987388063142,CNN
cnn_30_sent1_CNN,1.2611936859259264e-06,0.9999987388063142,0.9999987388063142,CNN
cnn_30_sent2_CNN,1.2611936859259264e-06,0.9999987388063142,0.9999987388063142,CNN
cnn_31_sent0_CNN,3.0261557354906034e-07,0.9999996973844264,0.9999996973844264,CNN
cnn_31_sent1_CNN,3.0261557354906034e-07,0.9999996973844264,0.9999996973844264,CNN
cnn_31_sent2_CNN,9.419174129110234e-06,0.9999905808258709,0.9999905808258709,CNN
cnn_32_sent0_CNN,0.0674564280097857,0.9325435719902144,0.9325435719902144,CNN
cnn_32_sent1_CNN,0.0674564280097857,0.9325435719902144,0.9325435719902144,CNN
cnn_32_sent2_CNN,0.0674564280097857,0.9325435719902144,0.9325435719902144,CNN
cnn_33_sent0_CNN,0.0017047704701588352,0.9982952295298412,0.9982952295298412,CNN
cnn_33_sent1_CNN,0.050470862317171836,0.9495291376828282,0.9495291376828282,CNN
cnn_33_sent2_CNN,0.9937570287594961,0.006242971240503809,0.006242971240503809,CNN
cnn_34_sent0_CNN,0.9979128429722919,0.002087157027708067,0.002087157027708067,CNN
cnn_34_sent1_CNN,9.170710061694996e-07,0.9999990829289939,0.9999990829289939,CNN
cnn_34_sent2_CNN,9.170710061694996e-07,0.9999990829289939,0.9999990829289939,CNN
cnn_35_sent0_CNN,5.5176999391048335e-06,0.9999944823000608,0.9999944823000608,CNN
cnn_35_sent1_CNN,5.5176999391048335e-06,0.9999944823000608,0.9999944823000608,CNN
cnn_35_sent2_CNN,5.5176999391048335e-06,0.9999944823000608,0.9999944823000608,CNN
cnn_36_sent0_CNN,0.01465557138410859,0.9853444286158914,0.9853444286158914,CNN
cnn_36_sent1_CNN,0.00031833791994273947,0.9996816620800573,0.9996816620800573,CNN
cnn_36_sent2_CNN,0.999210228336454,0.0007897716635460614,0.0007897716635460614,CNN
cnn_37_sent0_CNN,0.00030417217327672865,0.9996958278267233,0.9996958278267233,CNN
cnn_37_sent1_CNN,0.00030417217327672865,0.9996958278267233,0.9996958278267233,CNN
cnn_37_sent2_CNN,0.0024476832794270023,0.9975523167205729,0.9975523167205729,CNN
cnn_38_sent0_CNN,0.003848925386588957,0.996151074613411,0.996151074613411,CNN
cnn_38_sent1_CNN,0.8777851202463383,0.12221487975366167,0.12221487975366167,CNN
cnn_38_sent2_CNN,0.003848925386588957,0.996151074613411,0.996151074613411,CNN
cnn_39_sent0_CNN,5.862316314433824e-06,0.9999941376836856,0.9999941376836856,CNN
cnn_39_sent1_CNN,5.862316314433824e-06,0.9999941376836856,0.9999941376836856,CNN
cnn_39_sent2_CNN,0.9863717765678258,0.013628223432174277,0.013628223432174277,CNN
cnn_40_sent0_CNN,0.005720868794941404,0.9942791312050585,0.9942791312050585,CNN
cnn_40_sent1_CNN,0.005720868794941404,0.9942791312050585,0.9942791312050585,CNN
cnn_40_sent2_CNN,0.005720868794941404,0.9942791312050585,0.9942791312050585,CNN
cnn_41_sent0_CNN,0.00031853152987260054,0.9996814684701275,0.9996814684701275,CNN
cnn_41_sent1_CNN,0.3719770500801253,0.6280229499198746,0.6280229499198746,CNN
cnn_41_sent2_CNN,0.00031853152987260054,0.9996814684701275,0.9996814684701275,CNN
cnn_42_sent0_CNN,0.9995991255503736,0.0004008744496263969,0.0004008744496263969,CNN
cnn_42_sent1_CNN,0.9660192309915844,0.03398076900841553,0.03398076900841553,CNN
cnn_42_sent2_CNN,0.9995991255503736,0.0004008744496263969,0.0004008744496263969,CNN
cnn_43_sent0_CNN,0.0007790637222669411,0.999220936277733,0.999220936277733,CNN
cnn_43_sent1_CNN,0.0007790637222669411,0.999220936277733,0.999220936277733,CNN
cnn_43_sent2_CNN,0.0007790637222669411,0.999220936277733,0.999220936277733,CNN
cnn_44_sent0_CNN,0.0005949379121520747,0.9994050620878479,0.9994050620878479,CNN
cnn_44_sent1_CNN,2.4862063609219305e-05,0.9999751379363908,0.9999751379363908,CNN
cnn_44_sent2_CNN,0.0005949379121520747,0.9994050620878479,0.9994050620878479,CNN
cnn_45_sent0_CNN,3.110981677726608e-05,0.9999688901832228,0.9999688901832228,CNN
cnn_45_sent1_CNN,3.110981677726608e-05,0.9999688901832228,0.9999688901832228,CNN
cnn_45_sent2_CNN,3.110981677726608e-05,0.9999688901832228,0.9999688901832228,CNN
cnn_46_sent0_CNN,0.00012882100638549434,0.9998711789936146,0.9998711789936146,CNN
cnn_46_sent1_CNN,0.00012882100638549434,0.9998711789936146,0.9998711789936146,CNN
cnn_46_sent2_CNN,0.00012882100638549434,0.9998711789936146,0.9998711789936146,CNN
cnn_47_sent0_CNN,0.0005241474295890458,0.9994758525704109,0.9994758525704109,CNN
cnn_47_sent1_CNN,0.004238661276585336,0.9957613387234147,0.9957613387234147,CNN
cnn_47_sent2_CNN,0.9878447392006331,0.012155260799366926,0.012155260799366926,CNN
cnn_48_sent0_CNN,0.0024004867208545894,0.9975995132791453,0.9975995132791453,CNN
cnn_48_sent1_CNN,0.999939758272622,6.024172737795195e-05,6.024172737795195e-05,CNN
cnn_48_sent2_CNN,0.0024004867208545894,0.9975995132791453,0.9975995132791453,CNN
cnn_49_sent0_CNN,5.546956638681277e-06,0.9999944530433613,0.9999944530433613,CNN
cnn_49_sent1_CNN,5.546956638681277e-06,0.9999944530433613,0.9999944530433613,CNN
cnn_49_sent2_CNN,5.546956638681277e-06,0.9999944530433613,0.9999944530433613,CNN
cnn_50_sent0_CNN,9.886344672743928e-09,0.9999999901136553,0.9999999901136553,CNN
cnn_50_sent1_CNN,9.886344672743928e-09,0.9999999901136553,0.9999999901136553,CNN
cnn_50_sent2_CNN,0.9998703966479198,0.00012960335208021454,0.00012960335208021454,CNN
cnn_51_sent0_CNN,0.003908961523619618,0.9960910384763805,0.9960910384763805,CNN
cnn_51_sent1_CNN,0.06616001456467517,0.9338399854353248,0.9338399854353248,CNN
cnn_51_sent2_CNN,0.003908961523619618,0.9960910384763805,0.9960910384763805,CNN
cnn_52_sent0_CNN,3.917862179647614e-05,0.9999608213782036,0.9999608213782036,CNN
cnn_52_sent1_CNN,0.19363768623001346,0.8063623137699867,0.8063623137699867,CNN
cnn_52_sent2_CNN,0.999613920972457,0.000386079027542896,0.000386079027542896,CNN
cnn_53_sent0_CNN,0.8081762343382349,0.19182376566176507,0.19182376566176507,CNN
cnn_53_sent1_CNN,0.0006542342788376363,0.9993457657211623,0.9993457657211623,CNN
cnn_53_sent2_CNN,0.0006542342788376363,0.9993457657211623,0.9993457657211623,CNN
cnn_54_sent0_CNN,0.8446336528081837,0.15536634719181622,0.15536634719181622,CNN
cnn_54_sent1_CNN,1.8989854844409107e-05,0.9999810101451555,0.9999810101451555,CNN
cnn_54_sent2_CNN,0.1042573405461044,0.8957426594538956,0.8957426594538956,CNN
cnn_55_sent0_CNN,0.0005944047388000008,0.9994055952611999,0.9994055952611999,CNN
cnn_55_sent1_CNN,0.0005944047388000008,0.9994055952611999,0.9994055952611999,CNN
cnn_55_sent2_CNN,0.0005944047388000008,0.9994055952611999,0.9994055952611999,CNN
cnn_56_sent0_CNN,0.7021415773722984,0.29785842262770157,0.29785842262770157,CNN
cnn_56_sent1_CNN,0.00038446278783751367,0.9996155372121623,0.9996155372121623,CNN
cnn_56_sent2_CNN,0.7021415773722984,0.29785842262770157,0.29785842262770157,CNN
cnn_57_sent0_CNN,0.0003636831208104671,0.9996363168791895,0.9996363168791895,CNN
cnn_57_sent1_CNN,0.006653031274055174,0.9933469687259447,0.9933469687259447,CNN
cnn_57_sent2_CNN,7.789143329156448e-06,0.9999922108566708,0.9999922108566708,CNN
cnn_58_sent0_CNN,0.41280325452282696,0.587196745477173,0.587196745477173,CNN
cnn_58_sent1_CNN,0.0008858918729752865,0.9991141081270248,0.9991141081270248,CNN
cnn_58_sent2_CNN,0.00010922596484892401,0.999890774035151,0.999890774035151,CNN
cnn_59_sent0_CNN,9.205653196349943e-05,0.9999079434680365,0.9999079434680365,CNN
cnn_59_sent1_CNN,9.205653196349943e-05,0.9999079434680365,0.9999079434680365,CNN
cnn_59_sent2_CNN,9.205653196349943e-05,0.9999079434680365,0.9999079434680365,CNN
cnn_60_sent0_CNN,0.9997141857664916,0.0002858142335082322,0.0002858142335082322,CNN
cnn_60_sent1_CNN,8.4332961901515e-07,0.999999156670381,0.999999156670381,CNN
cnn_60_sent2_CNN,0.9911796486552509,0.008820351344749084,0.008820351344749084,CNN
cnn_61_sent0_CNN,7.256472132059339e-05,0.9999274352786796,0.9999274352786796,CNN
cnn_61_sent1_CNN,0.6147456798945214,0.3852543201054785,0.3852543201054785,CNN
cnn_61_sent2_CNN,0.9948872165259016,0.005112783474098356,0.005112783474098356,CNN
cnn_62_sent0_CNN,0.00014852397930206778,0.999851476020698,0.999851476020698,CNN
cnn_62_sent1_CNN,0.00014852397930206778,0.999851476020698,0.999851476020698,CNN
cnn_62_sent2_CNN,0.9280436028186286,0.07195639718137135,0.07195639718137135,CNN
cnn_63_sent0_CNN,0.9773939921906435,0.022606007809356628,0.022606007809356628,CNN
cnn_63_sent1_CNN,2.6590731907332194e-05,0.9999734092680926,0.9999734092680926,CNN
cnn_63_sent2_CNN,0.006673469543896174,0.9933265304561038,0.9933265304561038,CNN
cnn_64_sent0_CNN,0.43536125513020785,0.5646387448697922,0.5646387448697922,CNN
cnn_64_sent1_CNN,0.00011979561653771028,0.9998802043834624,0.9998802043834624,CNN
cnn_64_sent2_CNN,0.00011979561653771028,0.9998802043834624,0.9998802043834624,CNN
cnn_65_sent0_CNN,0.003857211073329883,0.9961427889266701,0.9961427889266701,CNN
cnn_65_sent1_CNN,0.9992367830921262,0.0007632169078739763,0.0007632169078739763,CNN
cnn_65_sent2_CNN,0.5269258352917751,0.47307416470822494,0.47307416470822494,CNN
cnn_66_sent0_CNN,9.539177972518165e-05,0.9999046082202747,0.9999046082202747,CNN
cnn_66_sent1_CNN,9.539177972518165e-05,0.9999046082202747,0.9999046082202747,CNN
cnn_66_sent2_CNN,0.9993648518868385,0.0006351481131614947,0.0006351481131614947,CNN
cnn_67_sent0_CNN,0.00017309670450595395,0.9998269032954942,0.9998269032954942,CNN
cnn_67_sent1_CNN,0.00017309670450595395,0.9998269032954942,0.9998269032954942,CNN
cnn_67_sent2_CNN,0.00017309670450595395,0.9998269032954942,0.9998269032954942,CNN
cnn_68_sent0_CNN,1.6360766726369664e-06,0.9999983639233274,0.9999983639233274,CNN
cnn_68_sent1_CNN,1.6360766726369664e-06,0.9999983639233274,0.9999983639233274,CNN
cnn_68_sent2_CNN,0.9989821085334882,0.0010178914665118753,0.0010178914665118753,CNN
cnn_69_sent0_CNN,0.7519295606765942,0.2480704393234057,0.2480704393234057,CNN
cnn_69_sent1_CNN,0.7519295606765942,0.2480704393234057,0.2480704393234057,CNN
cnn_69_sent2_CNN,0.05919094119525656,0.9408090588047435,0.9408090588047435,CNN
cnn_70_sent0_CNN,0.861836797384293,0.13816320261570691,0.13816320261570691,CNN
cnn_70_sent1_CNN,0.11781588109788005,0.88218411890212,0.88218411890212,CNN
cnn_70_sent2_CNN,0.11781588109788005,0.88218411890212,0.88218411890212,CNN
cnn_71_sent0_CNN,0.00047465005199006174,0.9995253499480099,0.9995253499480099,CNN
cnn_71_sent1_CNN,0.00047465005199006174,0.9995253499480099,0.9995253499480099,CNN
cnn_71_sent2_CNN,0.9999759589141004,2.4041085899470658e-05,2.4041085899470658e-05,CNN
cnn_72_sent0_CNN,0.0038187589792424157,0.9961812410207577,0.9961812410207577,CNN
cnn_72_sent1_CNN,0.0038187589792424157,0.9961812410207577,0.9961812410207577,CNN
cnn_72_sent2_CNN,0.0038187589792424157,0.9961812410207577,0.9961812410207577,CNN
cnn_73_sent0_CNN,0.9999583007714459,4.169922855411213e-05,4.169922855411213e-05,CNN
cnn_73_sent1_CNN,0.020194485878023898,0.9798055141219761,0.9798055141219761,CNN
cnn_73_sent2_CNN,0.9999583007714459,4.169922855411213e-05,4.169922855411213e-05,CNN
cnn_74_sent0_CNN,1.833875652309384e-06,0.9999981661243478,0.9999981661243478,CNN
cnn_74_sent1_CNN,1.833875652309384e-06,0.9999981661243478,0.9999981661243478,CNN
cnn_74_sent2_CNN,1.833875652309384e-06,0.9999981661243478,0.9999981661243478,CNN
cnn_75_sent0_CNN,0.03846147205655332,0.9615385279434467,0.9615385279434467,CNN
cnn_75_sent1_CNN,0.03846147205655332,0.9615385279434467,0.9615385279434467,CNN
cnn_75_sent2_CNN,0.03846147205655332,0.9615385279434467,0.9615385279434467,CNN
cnn_76_sent0_CNN,3.328002583740909e-06,0.9999966719974163,0.9999966719974163,CNN
cnn_76_sent1_CNN,3.328002583740909e-06,0.9999966719974163,0.9999966719974163,CNN
cnn_76_sent2_CNN,3.328002583740909e-06,0.9999966719974163,0.9999966719974163,CNN
cnn_77_sent0_CNN,0.0399166771283589,0.9600833228716411,0.9600833228716411,CNN
cnn_77_sent1_CNN,0.9977320773942696,0.0022679226057303412,0.0022679226057303412,CNN
cnn_77_sent2_CNN,0.9977320773942696,0.0022679226057303412,0.0022679226057303412,CNN
cnn_78_sent0_CNN,0.04679126594836323,0.9532087340516368,0.9532087340516368,CNN
cnn_78_sent1_CNN,0.04679126594836323,0.9532087340516368,0.9532087340516368,CNN
cnn_78_sent2_CNN,0.04679126594836323,0.9532087340516368,0.9532087340516368,CNN
cnn_79_sent0_CNN,0.03846147205655331,0.9615385279434467,0.9615385279434467,CNN
cnn_79_sent1_CNN,0.9998256201098901,0.00017437989010988476,0.00017437989010988476,CNN
cnn_79_sent2_CNN,0.999999699609064,3.00390935996683e-07,3.00390935996683e-07,CNN
cnn_80_sent0_CNN,0.0002602557173189721,0.999739744282681,0.999739744282681,CNN
cnn_80_sent1_CNN,0.4176271566637257,0.5823728433362743,0.5823728433362743,CNN
cnn_80_sent2_CNN,0.00026465130582936603,0.9997353486941706,0.9997353486941706,CNN
cnn_81_sent0_CNN,1.9513974160935608e-05,0.9999804860258391,0.9999804860258391,CNN
cnn_81_sent1_CNN,0.03500492432597837,0.9649950756740215,0.9649950756740215,CNN
cnn_81_sent2_CNN,0.53031633962891,0.46968366037108994,0.46968366037108994,CNN
cnn_82_sent0_CNN,0.9990347526541129,0.000965247345887066,0.000965247345887066,CNN
cnn_82_sent1_CNN,0.9685127906846228,0.03148720931537711,0.03148720931537711,CNN
cnn_82_sent2_CNN,0.9990347526541129,0.000965247345887066,0.000965247345887066,CNN
cnn_83_sent0_CNN,0.2640090599030362,0.7359909400969638,0.7359909400969638,CNN
cnn_83_sent1_CNN,0.011936026860665945,0.9880639731393341,0.9880639731393341,CNN
cnn_83_sent2_CNN,0.2640090599030362,0.7359909400969638,0.7359909400969638,CNN
cnn_84_sent0_CNN,0.6803760082577225,0.3196239917422774,0.3196239917422774,CNN
cnn_84_sent1_CNN,0.9961624674423172,0.00383753255768288,0.00383753255768288,CNN
cnn_84_sent2_CNN,0.9961624674423172,0.00383753255768288,0.00383753255768288,CNN
cnn_85_sent0_CNN,0.005862366556591917,0.994137633443408,0.994137633443408,CNN
cnn_85_sent1_CNN,0.005862366556591917,0.994137633443408,0.994137633443408,CNN
cnn_85_sent2_CNN,0.04567866333578858,0.9543213366642115,0.9543213366642115,CNN
cnn_86_sent0_CNN,2.833820888908838e-06,0.999997166179111,0.999997166179111,CNN
cnn_86_sent1_CNN,2.833820888908838e-06,0.999997166179111,0.999997166179111,CNN
cnn_86_sent2_CNN,2.833820888908838e-06,0.999997166179111,0.999997166179111,CNN
cnn_87_sent0_CNN,0.0014600904716749062,0.998539909528325,0.998539909528325,CNN
cnn_87_sent1_CNN,0.5345965004827875,0.46540349951721244,0.46540349951721244,CNN
cnn_87_sent2_CNN,0.9031355990648376,0.09686440093516244,0.09686440093516244,CNN
cnn_88_sent0_CNN,0.0003991769638016257,0.9996008230361983,0.9996008230361983,CNN
cnn_88_sent1_CNN,0.0003991769638016257,0.9996008230361983,0.9996008230361983,CNN
cnn_88_sent2_CNN,0.0003991769638016257,0.9996008230361983,0.9996008230361983,CNN
cnn_89_sent0_CNN,0.002034639948863388,0.9979653600511367,0.9979653600511367,CNN
cnn_89_sent1_CNN,0.002034639948863388,0.9979653600511367,0.9979653600511367,CNN
cnn_89_sent2_CNN,0.9973909476069526,0.0026090523930474407,0.0026090523930474407,CNN
cnn_90_sent0_CNN,0.9347249181482092,0.06527508185179073,0.06527508185179073,CNN
cnn_90_sent1_CNN,0.9347249181482092,0.06527508185179073,0.06527508185179073,CNN
cnn_90_sent2_CNN,0.9347249181482092,0.06527508185179073,0.06527508185179073,CNN
cnn_91_sent0_CNN,0.002034639948863388,0.9979653600511367,0.9979653600511367,CNN
cnn_91_sent1_CNN,0.059672824950096647,0.9403271750499034,0.9403271750499034,CNN
cnn_91_sent2_CNN,0.9973909476069526,0.002609052393047438,0.002609052393047438,CNN
cnn_92_sent0_CNN,0.999981947668649,1.8052331350910153e-05,1.8052331350910153e-05,CNN
cnn_92_sent1_CNN,0.999981947668649,1.8052331350910153e-05,1.8052331350910153e-05,CNN
cnn_92_sent2_CNN,0.999981947668649,1.8052331350910153e-05,1.8052331350910153e-05,CNN
cnn_93_sent0_CNN,0.01682893082517864,0.9831710691748213,0.9831710691748213,CNN
cnn_93_sent1_CNN,0.44428837957010897,0.555711620429891,0.555711620429891,CNN
cnn_93_sent2_CNN,0.6760979470588336,0.32390205294116636,0.32390205294116636,CNN
cnn_94_sent0_CNN,6.943415703831554e-05,0.9999305658429617,0.9999305658429617,CNN
cnn_94_sent1_CNN,6.943415703831554e-05,0.9999305658429617,0.9999305658429617,CNN
cnn_94_sent2_CNN,6.943415703831554e-05,0.9999305658429617,0.9999305658429617,CNN
cnn_95_sent0_CNN,0.0005886994100502958,0.9994113005899496,0.9994113005899496,CNN
cnn_95_sent1_CNN,0.9948872165259016,0.005112783474098356,0.005112783474098356,CNN
cnn_95_sent2_CNN,0.9948872165259016,0.005112783474098356,0.005112783474098356,CNN
cnn_96_sent0_CNN,0.2714333309948047,0.7285666690051953,0.7285666690051953,CNN
cnn_96_sent1_CNN,0.9999698003929562,3.0199607043639334e-05,3.0199607043639334e-05,CNN
cnn_96_sent2_CNN,0.2714333309948047,0.7285666690051953,0.7285666690051953,CNN
cnn_97_sent0_CNN,0.04264158459825521,0.9573584154017447,0.9573584154017447,CNN
cnn_97_sent1_CNN,0.04264158459825521,0.9573584154017447,0.9573584154017447,CNN
cnn_97_sent2_CNN,0.04264158459825521,0.9573584154017447,0.9573584154017447,CNN
cnn_98_sent0_CNN,0.00026322900461695403,0.999736770995383,0.999736770995383,CNN
cnn_98_sent1_CNN,0.00026322900461695403,0.999736770995383,0.999736770995383,CNN
cnn_98_sent2_CNN,0.00026322900461695403,0.999736770995383,0.999736770995383,CNN
cnn_99_sent0_CNN,0.9971810022991824,0.002818997700817638,0.002818997700817638,CNN
cnn_99_sent1_CNN,0.9999870373028382,1.2962697161810675e-05,1.2962697161810675e-05,CNN
cnn_99_sent2_CNN,0.0002551636544381728,0.9997448363455618,0.9997448363455618,CNN
cnn_100_sent0_CNN,0.05545080599008436,0.9445491940099157,0.9445491940099157,CNN
cnn_100_sent1_CNN,0.05545080599008436,0.9445491940099157,0.9445491940099157,CNN
cnn_100_sent2_CNN,0.05545080599008436,0.9445491940099157,0.9445491940099157,CNN
cnn_101_sent0_CNN,0.0008083193221239937,0.9991916806778759,0.9991916806778759,CNN
cnn_101_sent1_CNN,0.010722888455487653,0.9892771115445124,0.9892771115445124,CNN
