config,repetition,method,mse,kendall_tau,ranking_accuracy,hard_item_prob
hard_00,61,pec,0.0005706608202780159,0.9999999999999999,1.0,0.0
hard_00,62,mv,0.0008530000000000017,0.9999999999999999,1.0,0.0
hard_00,62,ds,0.0003575000000000006,0.9999999999999999,1.0,0.0
hard_00,62,pec,0.0007241579558055844,0.9999999999999999,1.0,0.0
hard_00,63,mv,0.0009558333333333337,0.9999999999999999,1.0,0.0
hard_00,63,ds,0.00029333333333333316,0.9999999999999999,1.0,0.0
hard_00,63,pec,0.0005025489790736395,0.9999999999999999,1.0,0.0
hard_00,64,mv,0.0009834999999999991,0.9999999999999999,1.0,0.0
hard_00,64,ds,0.00045116666666666683,0.9999999999999999,1.0,0.0
hard_00,64,pec,0.0006456514171064475,0.9999999999999999,1.0,0.0
hard_00,65,mv,0.001216666666666668,0.9999999999999999,1.0,0.0
hard_00,65,ds,0.000321,0.9999999999999999,1.0,0.0
hard_00,65,pec,0.0005830560002422422,0.9999999999999999,1.0,0.0
hard_00,66,mv,0.0009274999999999999,0.9999999999999999,1.0,0.0
hard_00,66,ds,0.0003661666666666666,0.9999999999999999,1.0,0.0
hard_00,66,pec,0.0006139294375344381,0.9999999999999999,1.0,0.0
hard_00,67,mv,0.001475500000000001,0.9999999999999999,1.0,0.0
hard_00,67,ds,0.0004916666666666676,0.9999999999999999,1.0,0.0
hard_00,67,pec,0.0006877372472622353,0.9999999999999999,1.0,0.0
hard_00,68,mv,0.001143500000000002,0.9999999999999999,1.0,0.0
hard_00,68,ds,0.0002725000000000005,0.9999999999999999,1.0,0.0
hard_00,68,pec,0.0005526948852335122,0.9999999999999999,1.0,0.0
hard_00,69,mv,0.0010926666666666667,0.9999999999999999,1.0,0.0
hard_00,69,ds,0.0004201666666666661,0.9999999999999999,1.0,0.0
hard_00,69,pec,0.0007050769061107573,0.9999999999999999,1.0,0.0
hard_00,70,mv,0.0010553333333333335,0.9999999999999999,1.0,0.0
hard_00,70,ds,0.00043666666666666637,0.9999999999999999,1.0,0.0
hard_00,70,pec,0.0006063373823725009,0.9999999999999999,1.0,0.0
hard_00,71,mv,0.0011853333333333332,0.9999999999999999,1.0,0.0
hard_00,71,ds,0.00034266666666666647,0.9999999999999999,1.0,0.0
hard_00,71,pec,0.0006161035429404333,0.9999999999999999,1.0,0.0
hard_00,72,mv,0.0009696666666666664,0.9999999999999999,1.0,0.0
hard_00,72,ds,0.0004833333333333325,0.9999999999999999,1.0,0.0
hard_00,72,pec,0.0006344599731805341,0.9999999999999999,1.0,0.0
hard_00,73,mv,0.0015880000000000002,0.9999999999999999,1.0,0.0
hard_00,73,ds,0.0004258333333333334,0.9999999999999999,1.0,0.0
hard_00,73,pec,0.0007307842417302873,0.9999999999999999,1.0,0.0
hard_00,74,mv,0.0009846666666666673,0.9999999999999999,1.0,0.0
hard_00,74,ds,0.00016866666666666698,0.9999999999999999,1.0,0.0
hard_00,74,pec,0.00032866561200566583,0.9999999999999999,1.0,0.0
hard_00,75,mv,0.0010211666666666659,0.9999999999999999,1.0,0.0
hard_00,75,ds,0.0003903333333333334,0.9999999999999999,1.0,0.0
hard_00,75,pec,0.000675623006867709,0.9999999999999999,1.0,0.0
hard_00,76,mv,0.0012388333333333342,0.9999999999999999,1.0,0.0
hard_00,76,ds,0.0004511666666666675,0.9999999999999999,1.0,0.0
hard_00,76,pec,0.0007150601857407517,0.9999999999999999,1.0,0.0
hard_00,77,mv,0.0012351666666666672,0.9999999999999999,1.0,0.0
hard_00,77,ds,0.00025700000000000045,0.9999999999999999,1.0,0.0
hard_00,77,pec,0.0005649802283881601,0.9999999999999999,1.0,0.0
hard_00,78,mv,0.0013103333333333328,0.9999999999999999,1.0,0.0
hard_00,78,ds,0.0003864999999999997,0.9999999999999999,1.0,0.0
hard_00,78,pec,0.0006671965386155498,0.9999999999999999,1.0,0.0
hard_00,79,mv,0.0011979999999999992,0.9999999999999999,1.0,0.0
hard_00,79,ds,0.0004491666666666656,0.9999999999999999,1.0,0.0
hard_00,79,pec,0.0007413593319256822,0.9999999999999999,1.0,0.0
hard_00,80,mv,0.0010120000000000018,0.9999999999999999,1.0,0.0
hard_00,80,ds,0.00025916666666666715,0.9999999999999999,1.0,0.0
hard_00,80,pec,0.00046575032067913805,0.9999999999999999,1.0,0.0
hard_00,81,mv,0.0011573333333333333,0.9999999999999999,1.0,0.0
hard_00,81,ds,0.00035566666666666646,0.9999999999999999,1.0,0.0
hard_00,81,pec,0.0006700273711090409,0.9999999999999999,1.0,0.0
hard_00,82,mv,0.0012120000000000006,0.9999999999999999,1.0,0.0
hard_00,82,ds,0.00042383333333333357,0.9999999999999999,1.0,0.0
hard_00,82,pec,0.0007536299188109586,0.9999999999999999,1.0,0.0
hard_00,83,mv,0.0010516666666666662,0.9999999999999999,1.0,0.0
hard_00,83,ds,0.00037916666666666735,0.9999999999999999,1.0,0.0
hard_00,83,pec,0.0005137247404042839,0.9999999999999999,1.0,0.0
hard_00,84,mv,0.0009616666666666666,0.9999999999999999,1.0,0.0
hard_00,84,ds,0.00031466666666666687,0.9999999999999999,1.0,0.0
hard_00,84,pec,0.0005254258871624709,0.9999999999999999,1.0,0.0
hard_00,85,mv,0.001557,0.9999999999999999,1.0,0.0
hard_00,85,ds,0.0005251666666666667,0.9999999999999999,1.0,0.0
hard_00,85,pec,0.000854714336894598,0.9999999999999999,1.0,0.0
hard_00,86,mv,0.0009751666666666655,0.9999999999999999,1.0,0.0
hard_00,86,ds,0.00031733333333333304,0.9999999999999999,1.0,0.0
hard_00,86,pec,0.0005249199957705959,0.9999999999999999,1.0,0.0
hard_00,87,mv,0.0012173333333333344,0.9999999999999999,1.0,0.0
hard_00,87,ds,0.00048066666666666673,0.9999999999999999,1.0,0.0
hard_00,87,pec,0.0006994657318566113,0.9999999999999999,1.0,0.0
hard_00,88,mv,0.0011655000000000005,0.9999999999999999,1.0,0.0
hard_00,88,ds,0.00028383333333333385,0.9999999999999999,1.0,0.0
hard_00,88,pec,0.0004692696024575954,0.9999999999999999,1.0,0.0
hard_00,89,mv,0.0009898333333333326,0.9999999999999999,1.0,0.0
hard_00,89,ds,0.0003655000000000002,0.9999999999999999,1.0,0.0
hard_00,89,pec,0.0005397461128739427,0.9999999999999999,1.0,0.0
hard_00,90,mv,0.0010013333333333348,0.9999999999999999,1.0,0.0
hard_00,90,ds,0.0002643333333333338,0.9999999999999999,1.0,0.0
hard_00,90,pec,0.0006365413158704168,0.9999999999999999,1.0,0.0
hard_00,91,mv,0.000950666666666666,0.8666666666666666,0.9333333333333333,0.0
hard_00,91,ds,0.0002875000000000005,0.9660917830792959,0.9666666666666667,0.0
hard_00,91,pec,0.00048265554920518477,0.9999999999999999,1.0,0.0
hard_00,92,mv,0.0009213333333333327,0.9999999999999999,1.0,0.0
hard_00,92,ds,0.0002579999999999996,0.9999999999999999,1.0,0.0
hard_00,92,pec,0.00040072948192725446,0.9999999999999999,1.0,0.0
hard_00,93,mv,0.0011524999999999992,0.9999999999999999,1.0,0.0
hard_00,93,ds,0.00028900000000000025,0.9999999999999999,1.0,0.0
hard_00,93,pec,0.0004675626678533816,0.9999999999999999,1.0,0.0
hard_00,94,mv,0.0004885000000000002,0.9999999999999999,1.0,0.0
hard_00,94,ds,0.00018733333333333332,0.9999999999999999,1.0,0.0
hard_00,94,pec,0.0003796067911962466,0.9999999999999999,1.0,0.0
hard_00,95,mv,0.0008848333333333343,0.9999999999999999,1.0,0.0
hard_00,95,ds,0.00014916666666666694,0.9999999999999999,1.0,0.0
hard_00,95,pec,0.0004784401865813339,0.9999999999999999,1.0,0.0
hard_00,96,mv,0.0009701666666666675,0.9999999999999999,1.0,0.0
hard_00,96,ds,0.0003448333333333339,0.9999999999999999,1.0,0.0
hard_00,96,pec,0.0005838315187398913,0.9999999999999999,1.0,0.0
hard_00,97,mv,0.0010205000000000004,0.9999999999999999,1.0,0.0
hard_00,97,ds,0.00021,0.9999999999999999,1.0,0.0
hard_00,97,pec,0.0003526962563211254,0.9999999999999999,1.0,0.0
hard_00,98,mv,0.0012858333333333335,0.9999999999999999,1.0,0.0
hard_00,98,ds,0.000529333333333333,0.9999999999999999,1.0,0.0
hard_00,98,pec,0.0007844405861025236,0.9999999999999999,1.0,0.0
hard_00,99,mv,0.0011118333333333338,0.9999999999999999,1.0,0.0
hard_00,99,ds,0.0004419999999999997,0.9999999999999999,1.0,0.0
hard_00,99,pec,0.0006957659818547816,0.9999999999999999,1.0,0.0
hard_10,0,mv,0.0024278333333333344,0.8666666666666666,0.9333333333333333,0.1
hard_10,0,ds,0.0007669999999999999,0.9999999999999999,1.0,0.1
hard_10,0,pec,0.0011690182109440294,0.9999999999999999,1.0,0.1
hard_10,1,mv,0.0036048333333333336,0.9999999999999999,1.0,0.1
hard_10,1,ds,0.0013848333333333345,0.9999999999999999,1.0,0.1
hard_10,1,pec,0.0022036864735350842,0.9999999999999999,1.0,0.1
hard_10,2,mv,0.0013443333333333337,0.9999999999999999,1.0,0.1
hard_10,2,ds,0.0006093333333333344,0.9999999999999999,1.0,0.1
hard_10,2,pec,0.0012611863070714588,0.9999999999999999,1.0,0.1
hard_10,3,mv,0.0018754999999999993,0.9999999999999999,1.0,0.1
hard_10,3,ds,0.0006841666666666654,0.9999999999999999,1.0,0.1
hard_10,3,pec,0.0008879227552089334,0.9999999999999999,1.0,0.1
hard_10,4,mv,0.0021751666666666677,0.9999999999999999,1.0,0.1
hard_10,4,ds,0.0008371666666666662,0.9999999999999999,1.0,0.1
hard_10,4,pec,0.001143697180999135,0.9999999999999999,1.0,0.1
hard_10,5,mv,0.001157833333333333,0.9999999999999999,1.0,0.1
hard_10,5,ds,0.0005076666666666664,0.9999999999999999,1.0,0.1
hard_10,5,pec,0.0010399843250815605,0.9999999999999999,1.0,0.1
hard_10,6,mv,0.0013570000000000017,0.9999999999999999,1.0,0.1
hard_10,6,ds,0.0006906666666666672,0.9999999999999999,1.0,0.1
hard_10,6,pec,0.0010675523857214605,0.9999999999999999,1.0,0.1
hard_10,7,mv,0.0012023333333333332,0.9999999999999999,1.0,0.1
hard_10,7,ds,0.0005216666666666666,0.9999999999999999,1.0,0.1
hard_10,7,pec,0.0010157604774578752,0.9999999999999999,1.0,0.1
hard_10,8,mv,0.0017826666666666679,0.9999999999999999,1.0,0.1
hard_10,8,ds,0.0012328333333333334,0.9999999999999999,1.0,0.1
hard_10,8,pec,0.0015417356034530814,0.9999999999999999,1.0,0.1
hard_10,9,mv,0.0019798333333333347,0.9999999999999999,1.0,0.1
hard_10,9,ds,0.0006581666666666675,0.9999999999999999,1.0,0.1
hard_10,9,pec,0.0013188734756830482,0.9999999999999999,1.0,0.1
hard_10,10,mv,0.0024080000000000004,0.9999999999999999,1.0,0.1
hard_10,10,ds,0.0011259999999999992,0.9999999999999999,1.0,0.1
hard_10,10,pec,0.001818263958916506,0.9999999999999999,1.0,0.1
hard_10,11,mv,0.0014851666666666648,0.9999999999999999,1.0,0.1
hard_10,11,ds,0.0005471666666666664,0.9999999999999999,1.0,0.1
hard_10,11,pec,0.0009229173028208645,0.9999999999999999,1.0,0.1
hard_10,12,mv,0.001005500000000001,0.9999999999999999,1.0,0.1
hard_10,12,ds,0.00035050000000000006,0.9999999999999999,1.0,0.1
hard_10,12,pec,0.0007211459802356424,0.9999999999999999,1.0,0.1
hard_10,13,mv,0.0014258333333333339,0.9999999999999999,1.0,0.1
hard_10,13,ds,0.0007966666666666666,0.9999999999999999,1.0,0.1
hard_10,13,pec,0.0012615342794293416,0.9999999999999999,1.0,0.1
hard_10,14,mv,0.0016674999999999995,0.9999999999999999,1.0,0.1
hard_10,14,ds,0.0008326666666666659,0.9999999999999999,1.0,0.1
hard_10,14,pec,0.0012713053626865543,0.9999999999999999,1.0,0.1
hard_10,15,mv,0.0018550000000000025,0.9999999999999999,1.0,0.1
hard_10,15,ds,0.0008133333333333344,0.9999999999999999,1.0,0.1
hard_10,15,pec,0.0012397758442846175,0.9999999999999999,1.0,0.1
hard_10,16,mv,0.0011978333333333329,0.9999999999999999,1.0,0.1
hard_10,16,ds,0.0004578333333333333,0.9999999999999999,1.0,0.1
hard_10,16,pec,0.0008415169055926603,0.9999999999999999,1.0,0.1
hard_10,17,mv,0.0017150000000000002,0.9999999999999999,1.0,0.1
hard_10,17,ds,0.0007211666666666669,0.9999999999999999,1.0,0.1
hard_10,17,pec,0.0011833457806990045,0.9999999999999999,1.0,0.1
hard_10,18,mv,0.0018333333333333337,0.9999999999999999,1.0,0.1
hard_10,18,ds,0.0006809999999999999,0.9999999999999999,1.0,0.1
hard_10,18,pec,0.0010758424059446315,0.9999999999999999,1.0,0.1
hard_10,19,mv,0.0014418333333333342,0.8666666666666666,0.9333333333333333,0.1
hard_10,19,ds,0.0009111666666666678,0.9999999999999999,1.0,0.1
hard_10,19,pec,0.0014968318612139347,0.9999999999999999,1.0,0.1
hard_10,20,mv,0.0017805000000000002,0.9999999999999999,1.0,0.1
hard_10,20,ds,0.000572166666666666,0.9999999999999999,1.0,0.1
hard_10,20,pec,0.0010458704251467563,0.9999999999999999,1.0,0.1
hard_10,21,mv,0.001515833333333334,0.8666666666666666,0.9333333333333333,0.1
hard_10,21,ds,0.0008251666666666666,0.8666666666666666,0.9333333333333333,0.1
hard_10,21,pec,0.0012510842420365546,0.8666666666666666,0.9333333333333333,0.1
hard_10,22,mv,0.0016206666666666672,0.9999999999999999,1.0,0.1
hard_10,22,ds,0.0010463333333333334,0.9999999999999999,1.0,0.1
hard_10,22,pec,0.0015205541040879688,0.9999999999999999,1.0,0.1
hard_10,23,mv,0.001962999999999999,0.9999999999999999,1.0,0.1
hard_10,23,ds,0.0008116666666666663,0.9999999999999999,1.0,0.1
hard_10,23,pec,0.0013908419601800876,0.9999999999999999,1.0,0.1
hard_10,24,mv,0.0015673333333333338,0.9999999999999999,1.0,0.1
hard_10,24,ds,0.0006860000000000005,0.9999999999999999,1.0,0.1
hard_10,24,pec,0.0011311822059338714,0.9999999999999999,1.0,0.1
hard_10,25,mv,0.0017616666666666683,0.9999999999999999,1.0,0.1
hard_10,25,ds,0.0005930000000000011,0.9999999999999999,1.0,0.1
