config,repetition,method,mse,kendall_tau,ranking_accuracy,adversarial_fraction
adv_00,9,pec,0.0022334530488435536,0.9999999999999999,1.0,0.0
adv_00,10,mv,0.002081666666666666,0.9999999999999999,1.0,0.0
adv_00,10,ds,0.002197666666666667,0.9999999999999999,1.0,0.0
adv_00,10,pec,0.002957747131964166,0.9999999999999999,1.0,0.0
adv_00,11,mv,0.0022509999999999965,0.9999999999999999,1.0,0.0
adv_00,11,ds,0.0015444999999999975,0.9999999999999999,1.0,0.0
adv_00,11,pec,0.002095169903708907,0.9999999999999999,1.0,0.0
adv_00,12,mv,0.002518499999999998,0.9999999999999999,1.0,0.0
adv_00,12,ds,0.0009225000000000009,0.9999999999999999,1.0,0.0
adv_00,12,pec,0.001763183107020487,0.9999999999999999,1.0,0.0
adv_00,13,mv,0.0021169999999999995,0.9999999999999999,1.0,0.0
adv_00,13,ds,0.0012696666666666668,0.9999999999999999,1.0,0.0
adv_00,13,pec,0.002032092909825608,0.9999999999999999,1.0,0.0
adv_00,14,mv,0.0016724999999999997,0.9999999999999999,1.0,0.0
adv_00,14,ds,0.0011643333333333334,0.9999999999999999,1.0,0.0
adv_00,14,pec,0.0020176639046247547,0.9999999999999999,1.0,0.0
adv_00,15,mv,0.0022723333333333345,0.9999999999999999,1.0,0.0
adv_00,15,ds,0.0013750000000000019,0.9999999999999999,1.0,0.0
adv_00,15,pec,0.0020006388409741466,0.9999999999999999,1.0,0.0
adv_00,16,mv,0.001767833333333334,0.9999999999999999,1.0,0.0
adv_00,16,ds,0.0014291666666666652,0.9999999999999999,1.0,0.0
adv_00,16,pec,0.0022525619016603576,0.9999999999999999,1.0,0.0
adv_00,17,mv,0.0018555000000000006,0.9999999999999999,1.0,0.0
adv_00,17,ds,0.000738666666666667,0.9999999999999999,1.0,0.0
adv_00,17,pec,0.0012499006578277655,0.9999999999999999,1.0,0.0
adv_00,18,mv,0.0019245000000000009,0.9999999999999999,1.0,0.0
adv_00,18,ds,0.0011671666666666668,0.9999999999999999,1.0,0.0
adv_00,18,pec,0.001749562701441525,0.9999999999999999,1.0,0.0
adv_00,19,mv,0.0022411666666666656,0.9999999999999999,1.0,0.0
adv_00,19,ds,0.0015773333333333336,0.9999999999999999,1.0,0.0
adv_00,19,pec,0.0024723515062904777,0.9999999999999999,1.0,0.0
adv_00,20,mv,0.0020820000000000005,0.9999999999999999,1.0,0.0
adv_00,20,ds,0.0007101666666666658,0.9999999999999999,1.0,0.0
adv_00,20,pec,0.001153825829060616,0.9999999999999999,1.0,0.0
adv_00,21,mv,0.0014791666666666677,0.9999999999999999,1.0,0.0
adv_00,21,ds,0.001007333333333335,0.9999999999999999,1.0,0.0
adv_00,21,pec,0.0014159616290003068,0.9999999999999999,1.0,0.0
adv_00,22,mv,0.0014775000000000003,0.9999999999999999,1.0,0.0
adv_00,22,ds,0.0008308333333333336,0.9999999999999999,1.0,0.0
adv_00,22,pec,0.001412420337105112,0.9999999999999999,1.0,0.0
adv_00,23,mv,0.0016795000000000004,0.9999999999999999,1.0,0.0
adv_00,23,ds,0.0008925000000000002,0.9999999999999999,1.0,0.0
adv_00,23,pec,0.0017581547296271077,0.9999999999999999,1.0,0.0
adv_00,24,mv,0.002045333333333333,0.9999999999999999,1.0,0.0
adv_00,24,ds,0.0013543333333333326,0.9999999999999999,1.0,0.0
adv_00,24,pec,0.0019424828248493448,0.9999999999999999,1.0,0.0
adv_00,25,mv,0.0025673333333333316,0.9999999999999999,1.0,0.0
adv_00,25,ds,0.0017433333333333346,0.9660917830792959,0.9666666666666667,0.0
adv_00,25,pec,0.0025192236607374002,0.9999999999999999,1.0,0.0
adv_00,26,mv,0.001844166666666667,0.9999999999999999,1.0,0.0
adv_00,26,ds,0.0018026666666666653,0.9999999999999999,1.0,0.0
adv_00,26,pec,0.002414998149038114,0.9999999999999999,1.0,0.0
adv_00,27,mv,0.002041833333333336,0.9999999999999999,1.0,0.0
adv_00,27,ds,0.0018735,0.9999999999999999,1.0,0.0
adv_00,27,pec,0.0026185589600292735,0.9999999999999999,1.0,0.0
adv_00,28,mv,0.002169166666666665,0.9999999999999999,1.0,0.0
adv_00,28,ds,0.0018116666666666663,0.9999999999999999,1.0,0.0
adv_00,28,pec,0.0021214919886087826,0.9999999999999999,1.0,0.0
adv_00,29,mv,0.0011931666666666677,0.9999999999999999,1.0,0.0
adv_00,29,ds,0.0011485000000000013,0.9999999999999999,1.0,0.0
adv_00,29,pec,0.0016788693733987786,0.9999999999999999,1.0,0.0
adv_00,30,mv,0.0027896666666666673,0.8666666666666666,0.9333333333333333,0.0
adv_00,30,ds,0.0015900000000000029,0.8666666666666666,0.9333333333333333,0.0
adv_00,30,pec,0.002408071954479485,0.8666666666666666,0.9333333333333333,0.0
adv_00,31,mv,0.002134500000000001,0.9999999999999999,1.0,0.0
adv_00,31,ds,0.0015350000000000001,0.9999999999999999,1.0,0.0
adv_00,31,pec,0.0019353285732181466,0.9999999999999999,1.0,0.0
adv_00,32,mv,0.0018596666666666664,0.9999999999999999,1.0,0.0
adv_00,32,ds,0.0014438333333333323,0.9999999999999999,1.0,0.0
adv_00,32,pec,0.0017955880646220938,0.9999999999999999,1.0,0.0
adv_00,33,mv,0.0019786666666666646,0.9999999999999999,1.0,0.0
adv_00,33,ds,0.0016351666666666643,0.9999999999999999,1.0,0.0
adv_00,33,pec,0.0023984490053615836,0.9999999999999999,1.0,0.0
adv_00,34,mv,0.0023650000000000003,0.9999999999999999,1.0,0.0
adv_00,34,ds,0.001549833333333333,0.9999999999999999,1.0,0.0
adv_00,34,pec,0.002304620382863333,0.9999999999999999,1.0,0.0
adv_00,35,mv,0.001809333333333334,0.9999999999999999,1.0,0.0
adv_00,35,ds,0.001207166666666667,0.9999999999999999,1.0,0.0
adv_00,35,pec,0.0019165090136465345,0.9999999999999999,1.0,0.0
adv_00,36,mv,0.0025468333333333337,0.9999999999999999,1.0,0.0
adv_00,36,ds,0.0015443333333333327,0.9999999999999999,1.0,0.0
adv_00,36,pec,0.0023043965623172243,0.9999999999999999,1.0,0.0
adv_00,37,mv,0.001839833333333334,0.9999999999999999,1.0,0.0
adv_00,37,ds,0.0010958333333333352,0.9999999999999999,1.0,0.0
adv_00,37,pec,0.0018823446240193225,0.9999999999999999,1.0,0.0
adv_00,38,mv,0.0018424999999999997,0.9999999999999999,1.0,0.0
adv_00,38,ds,0.0015869999999999992,0.9999999999999999,1.0,0.0
adv_00,38,pec,0.001924500672355241,0.9999999999999999,1.0,0.0
adv_00,39,mv,0.0015976666666666663,0.9999999999999999,1.0,0.0
adv_00,39,ds,0.0012283333333333332,0.9999999999999999,1.0,0.0
adv_00,39,pec,0.001961964554095358,0.9999999999999999,1.0,0.0
adv_00,40,mv,0.0014526666666666672,0.9999999999999999,1.0,0.0
adv_00,40,ds,0.0008976666666666676,0.9999999999999999,1.0,0.0
adv_00,40,pec,0.0012367947272106424,0.9999999999999999,1.0,0.0
adv_00,41,mv,0.0024683333333333345,0.9999999999999999,1.0,0.0
adv_00,41,ds,0.0019883333333333337,0.9999999999999999,1.0,0.0
adv_00,41,pec,0.0032923794901870093,0.9999999999999999,1.0,0.0
adv_00,42,mv,0.0022314999999999995,0.9999999999999999,1.0,0.0
adv_00,42,ds,0.0019413333333333342,0.9999999999999999,1.0,0.0
adv_00,42,pec,0.00268037268596101,0.9999999999999999,1.0,0.0
adv_00,43,mv,0.0018698333333333334,0.9999999999999999,1.0,0.0
adv_00,43,ds,0.0013773333333333326,0.9999999999999999,1.0,0.0
adv_00,43,pec,0.001979814638951185,0.9999999999999999,1.0,0.0
adv_00,44,mv,0.0016431666666666676,0.9999999999999999,1.0,0.0
adv_00,44,ds,0.0010185000000000014,0.9999999999999999,1.0,0.0
adv_00,44,pec,0.0017258584286886445,0.9999999999999999,1.0,0.0
adv_00,45,mv,0.0017746666666666685,0.9999999999999999,1.0,0.0
adv_00,45,ds,0.0009435000000000008,0.9999999999999999,1.0,0.0
adv_00,45,pec,0.0014597202558718485,0.9999999999999999,1.0,0.0
adv_00,46,mv,0.0016673333333333338,0.9999999999999999,1.0,0.0
adv_00,46,ds,0.0008898333333333336,0.9999999999999999,1.0,0.0
adv_00,46,pec,0.0015623141975894584,0.9999999999999999,1.0,0.0
adv_00,47,mv,0.0026614999999999976,0.9999999999999999,1.0,0.0
adv_00,47,ds,0.0019309999999999998,0.9999999999999999,1.0,0.0
adv_00,47,pec,0.002813378527683062,0.9999999999999999,1.0,0.0
adv_00,48,mv,0.0015931666666666674,0.9999999999999999,1.0,0.0
adv_00,48,ds,0.0010551666666666678,0.9999999999999999,1.0,0.0
adv_00,48,pec,0.001776817099380712,0.9999999999999999,1.0,0.0
adv_00,49,mv,0.0017256666666666677,0.9999999999999999,1.0,0.0
adv_00,49,ds,0.0007300000000000006,0.9999999999999999,1.0,0.0
adv_00,49,pec,0.0014322191471335625,0.9999999999999999,1.0,0.0
adv_00,50,mv,0.0013583333333333331,0.9999999999999999,1.0,0.0
adv_00,50,ds,0.0011363333333333336,0.9999999999999999,1.0,0.0
adv_00,50,pec,0.0018129914498429057,0.9999999999999999,1.0,0.0
adv_00,51,mv,0.0019096666666666663,0.9999999999999999,1.0,0.0
adv_00,51,ds,0.001573,0.9999999999999999,1.0,0.0
adv_00,51,pec,0.002267330201007019,0.9999999999999999,1.0,0.0
adv_00,52,mv,0.0016111666666666679,0.9999999999999999,1.0,0.0
adv_00,52,ds,0.0009216666666666679,0.9999999999999999,1.0,0.0
adv_00,52,pec,0.001778106276453214,0.9999999999999999,1.0,0.0
adv_00,53,mv,0.0016338333333333324,0.9999999999999999,1.0,0.0
adv_00,53,ds,0.0012166666666666658,0.9999999999999999,1.0,0.0
adv_00,53,pec,0.0014273471314457172,0.9999999999999999,1.0,0.0
adv_00,54,mv,0.0015946666666666678,0.9999999999999999,1.0,0.0
adv_00,54,ds,0.0013106666666666672,0.9999999999999999,1.0,0.0
adv_00,54,pec,0.0019172201210029877,0.9999999999999999,1.0,0.0
adv_00,55,mv,0.002479333333333332,0.9999999999999999,1.0,0.0
adv_00,55,ds,0.0013649999999999992,0.9999999999999999,1.0,0.0
adv_00,55,pec,0.0020366168935520286,0.9999999999999999,1.0,0.0
adv_00,56,mv,0.0016773333333333336,0.9999999999999999,1.0,0.0
adv_00,56,ds,0.0009010000000000009,0.9999999999999999,1.0,0.0
adv_00,56,pec,0.001591038720638294,0.9999999999999999,1.0,0.0
adv_00,57,mv,0.001931833333333334,0.9999999999999999,1.0,0.0
adv_00,57,ds,0.0013281666666666678,0.9999999999999999,1.0,0.0
adv_00,57,pec,0.0018973385892988295,0.9999999999999999,1.0,0.0
adv_00,58,mv,0.002674666666666664,0.9999999999999999,1.0,0.0
adv_00,58,ds,0.0018260000000000006,0.9999999999999999,1.0,0.0
adv_00,58,pec,0.00273656761996271,0.9999999999999999,1.0,0.0
adv_00,59,mv,0.0021068333333333325,0.9999999999999999,1.0,0.0
adv_00,59,ds,0.001766833333333334,0.9999999999999999,1.0,0.0
adv_00,59,pec,0.002419293719706265,0.9999999999999999,1.0,0.0
adv_00,60,mv,0.0015928333333333352,0.9999999999999999,1.0,0.0
adv_00,60,ds,0.000992166666666667,0.9999999999999999,1.0,0.0
adv_00,60,pec,0.0015234422533434249,0.9999999999999999,1.0,0.0
adv_00,61,mv,0.0025849999999999988,0.9999999999999999,1.0,0.0
adv_00,61,ds,0.0015063333333333341,0.9999999999999999,1.0,0.0
adv_00,61,pec,0.002384609164999755,0.9999999999999999,1.0,0.0
adv_00,62,mv,0.0022141666666666694,0.9999999999999999,1.0,0.0
adv_00,62,ds,0.001584000000000003,0.9999999999999999,1.0,0.0
adv_00,62,pec,0.002514346176960984,0.9999999999999999,1.0,0.0
adv_00,63,mv,0.0016583333333333344,0.9999999999999999,1.0,0.0
adv_00,63,ds,0.0014238333333333345,0.9999999999999999,1.0,0.0
adv_00,63,pec,0.0018836488029358393,0.9999999999999999,1.0,0.0
adv_00,64,mv,0.0016909999999999974,0.9999999999999999,1.0,0.0
adv_00,64,ds,0.001418499999999998,0.9999999999999999,1.0,0.0
adv_00,64,pec,0.0019267803215656115,0.9999999999999999,1.0,0.0
adv_00,65,mv,0.0025856666666666645,0.9999999999999999,1.0,0.0
adv_00,65,ds,0.002266999999999998,0.9999999999999999,1.0,0.0
adv_00,65,pec,0.003113471424244372,0.9999999999999999,1.0,0.0
adv_00,66,mv,0.0010556666666666668,0.9999999999999999,1.0,0.0
adv_00,66,ds,0.000656833333333333,0.9999999999999999,1.0,0.0
adv_00,66,pec,0.0010243758325596758,0.9999999999999999,1.0,0.0
adv_00,67,mv,0.0017656666666666671,0.9999999999999999,1.0,0.0
adv_00,67,ds,0.0015925000000000012,0.9999999999999999,1.0,0.0
adv_00,67,pec,0.002354160011326712,0.9999999999999999,1.0,0.0
adv_00,68,mv,0.0023778333333333316,0.9999999999999999,1.0,0.0
adv_00,68,ds,0.0020765000000000002,0.9999999999999999,1.0,0.0
adv_00,68,pec,0.0027557861789013825,0.9999999999999999,1.0,0.0
adv_00,69,mv,0.002080666666666665,0.9999999999999999,1.0,0.0
adv_00,69,ds,0.0016274999999999998,0.9999999999999999,1.0,0.0
adv_00,69,pec,0.0022542916595934713,0.9999999999999999,1.0,0.0
adv_00,70,mv,0.002062833333333332,0.9999999999999999,1.0,0.0
adv_00,70,ds,0.0016788333333333334,0.9999999999999999,1.0,0.0
adv_00,70,pec,0.00264575731475021,0.9999999999999999,1.0,0.0
adv_00,71,mv,0.002655000000000001,0.9999999999999999,1.0,0.0
adv_00,71,ds,0.0019526666666666668,0.9999999999999999,1.0,0.0
adv_00,71,pec,0.002613211536816342,0.9999999999999999,1.0,0.0
adv_00,72,mv,0.001592000000000002,0.9999999999999999,1.0,0.0
adv_00,72,ds,0.0009231666666666675,0.9999999999999999,1.0,0.0
adv_00,72,pec,0.0013365086336891404,0.9999999999999999,1.0,0.0
adv_00,73,mv,0.0016675000000000006,0.9999999999999999,1.0,0.0
adv_00,73,ds,0.0011433333333333337,0.9999999999999999,1.0,0.0
adv_00,73,pec,0.0017129552319303405,0.9999999999999999,1.0,0.0
adv_00,74,mv,0.0015113333333333322,0.9999999999999999,1.0,0.0
adv_00,74,ds,0.0008378333333333336,0.9999999999999999,1.0,0.0
adv_00,74,pec,0.0016146723359156897,0.9999999999999999,1.0,0.0
adv_00,75,mv,0.0021683333333333324,0.9999999999999999,1.0,0.0
adv_00,75,ds,0.002018999999999999,0.9999999999999999,1.0,0.0
adv_00,75,pec,0.0023485962498964886,0.9999999999999999,1.0,0.0
adv_00,76,mv,0.002135833333333334,0.9999999999999999,1.0,0.0
adv_00,76,ds,0.001424666666666666,0.9999999999999999,1.0,0.0
adv_00,76,pec,0.0019219050615632844,0.9999999999999999,1.0,0.0
adv_00,77,mv,0.002447666666666666,0.9999999999999999,1.0,0.0
adv_00,77,ds,0.0013408333333333325,0.9999999999999999,1.0,0.0
adv_00,77,pec,0.00217658121751947,0.9999999999999999,1.0,0.0
adv_00,78,mv,0.0014528333333333327,0.9999999999999999,1.0,0.0
adv_00,78,ds,0.001321333333333333,0.9999999999999999,1.0,0.0
adv_00,78,pec,0.0022368439635109465,0.9999999999999999,1.0,0.0
adv_00,79,mv,0.002239166666666667,0.9999999999999999,1.0,0.0
adv_00,79,ds,0.0011943333333333328,0.9999999999999999,1.0,0.0
adv_00,79,pec,0.0018135155412527563,0.9999999999999999,1.0,0.0
adv_00,80,mv,0.0021651666666666677,0.9999999999999999,1.0,0.0
adv_00,80,ds,0.0010311666666666668,0.9999999999999999,1.0,0.0
adv_00,80,pec,0.0016822940184579433,0.9999999999999999,1.0,0.0
adv_00,81,mv,0.0024173333333333325,0.9999999999999999,1.0,0.0
adv_00,81,ds,0.0015533333333333321,0.9999999999999999,1.0,0.0
adv_00,81,pec,0.002175691981576681,0.9999999999999999,1.0,0.0
adv_00,82,mv,0.001848333333333333,0.9999999999999999,1.0,0.0
adv_00,82,ds,0.0012676666666666663,0.9999999999999999,1.0,0.0
adv_00,82,pec,0.0019396081975148081,0.9999999999999999,1.0,0.0
adv_00,83,mv,0.0017636666666666669,0.9999999999999999,1.0,0.0
adv_00,83,ds,0.0008363333333333336,0.9999999999999999,1.0,0.0
adv_00,83,pec,0.0012537843360230616,0.9999999999999999,1.0,0.0
adv_00,84,mv,0.0020913333333333335,0.9999999999999999,1.0,0.0
adv_00,84,ds,0.0017083333333333336,0.9999999999999999,1.0,0.0
adv_00,84,pec,0.002220621013257679,0.9999999999999999,1.0,0.0
adv_00,85,mv,0.0020351666666666665,0.9999999999999999,1.0,0.0
adv_00,85,ds,0.001361333333333333,0.9999999999999999,1.0,0.0
adv_00,85,pec,0.0022458268055172317,0.9999999999999999,1.0,0.0
adv_00,86,mv,0.0018685000000000012,0.8666666666666666,0.9333333333333333,0.0
adv_00,86,ds,0.0013391666666666658,0.8666666666666666,0.9333333333333333,0.0
adv_00,86,pec,0.0021209290450142034,0.8666666666666666,0.9333333333333333,0.0
adv_00,87,mv,0.002172999999999999,0.8666666666666666,0.9333333333333333,0.0
adv_00,87,ds,0.0010128333333333326,0.9999999999999999,1.0,0.0
adv_00,87,pec,0.0016731808880481858,0.9999999999999999,1.0,0.0
adv_00,88,mv,0.001843666666666667,0.9999999999999999,1.0,0.0
adv_00,88,ds,0.0007748333333333336,0.9999999999999999,1.0,0.0
adv_00,88,pec,0.0014488968632832453,0.9999999999999999,1.0,0.0
adv_00,89,mv,0.0020715,0.9999999999999999,1.0,0.0
adv_00,89,ds,0.0016788333333333332,0.9999999999999999,1.0,0.0
adv_00,89,pec,0.0021511726344141864,0.9999999999999999,1.0,0.0
adv_00,90,mv,0.0017341666666666675,0.9999999999999999,1.0,0.0
adv_00,90,ds,0.001218333333333335,0.9999999999999999,1.0,0.0
adv_00,90,pec,0.0018868564929595839,0.9999999999999999,1.0,0.0
adv_00,91,mv,0.0016131666666666653,0.9999999999999999,1.0,0.0
adv_00,91,ds,0.0017268333333333322,0.9999999999999999,1.0,0.0
adv_00,91,pec,0.002572664975632969,0.9999999999999999,1.0,0.0
adv_00,92,mv,0.0019591666666666646,0.9999999999999999,1.0,0.0
adv_00,92,ds,0.0016469999999999974,0.9999999999999999,1.0,0.0
adv_00,92,pec,0.0022205612584143687,0.9999999999999999,1.0,0.0
adv_00,93,mv,0.002438333333333334,0.9999999999999999,1.0,0.0
adv_00,93,ds,0.0013611666666666679,0.9999999999999999,1.0,0.0
adv_00,93,pec,0.0021700678346343563,0.9999999999999999,1.0,0.0
adv_00,94,mv,0.0024598333333333325,0.9999999999999999,1.0,0.0
adv_00,94,ds,0.0014239999999999984,0.9999999999999999,1.0,0.0
adv_00,94,pec,0.0021017030302782932,0.9999999999999999,1.0,0.0
adv_00,95,mv,0.0019438333333333339,0.9999999999999999,1.0,0.0
adv_00,95,ds,0.0008455000000000007,0.9999999999999999,1.0,0.0
adv_00,95,pec,0.0012880403768279762,0.9999999999999999,1.0,0.0
adv_00,96,mv,0.0025576666666666656,0.9999999999999999,1.0,0.0
adv_00,96,ds,0.0013419999999999997,0.9999999999999999,1.0,0.0
adv_00,96,pec,0.002209463327883989,0.9999999999999999,1.0,0.0
adv_00,97,mv,0.0026104999999999995,0.9999999999999999,1.0,0.0
adv_00,97,ds,0.0019353333333333338,0.9999999999999999,1.0,0.0
adv_00,97,pec,0.002842642854590587,0.9999999999999999,1.0,0.0
adv_00,98,mv,0.0022031666666666675,0.9999999999999999,1.0,0.0
adv_00,98,ds,0.0016325000000000003,0.9999999999999999,1.0,0.0
adv_00,98,pec,0.0023454044937335585,0.9999999999999999,1.0,0.0
adv_00,99,mv,0.0027178333333333343,0.9999999999999999,1.0,0.0
adv_00,99,ds,0.0019026666666666682,0.9999999999999999,1.0,0.0
adv_00,99,pec,0.002267477730098168,0.9999999999999999,1.0,0.0
adv_10,0,mv,0.003054666666666666,0.9999999999999999,1.0,0.1
adv_10,0,ds,0.0018541666666666672,0.9999999999999999,1.0,0.1
adv_10,0,pec,0.0029193761462019984,0.9999999999999999,1.0,0.1
adv_10,1,mv,0.004908333333333331,0.9999999999999999,1.0,0.1
adv_10,1,ds,0.002680500000000001,0.9999999999999999,1.0,0.1
adv_10,1,pec,0.003985504741927139,0.9999999999999999,1.0,0.1
adv_10,2,mv,0.0032183333333333348,0.9999999999999999,1.0,0.1
adv_10,2,ds,0.0015501666666666674,0.9999999999999999,1.0,0.1
adv_10,2,pec,0.0024884978915671262,0.9999999999999999,1.0,0.1
adv_10,3,mv,0.003859666666666667,0.9999999999999999,1.0,0.1
adv_10,3,ds,0.0018928333333333332,0.9999999999999999,1.0,0.1
adv_10,3,pec,0.0022197092154050708,0.9999999999999999,1.0,0.1
adv_10,4,mv,0.004723833333333336,0.9999999999999999,1.0,0.1
adv_10,4,ds,0.0024464999999999977,0.9999999999999999,1.0,0.1
adv_10,4,pec,0.003627787308682993,0.9999999999999999,1.0,0.1
adv_10,5,mv,0.0025290000000000013,0.9999999999999999,1.0,0.1
adv_10,5,ds,0.0016478333333333338,0.9999999999999999,1.0,0.1
adv_10,5,pec,0.0025859507934083512,0.9999999999999999,1.0,0.1
adv_10,6,mv,0.002759333333333336,0.9999999999999999,1.0,0.1
adv_10,6,ds,0.001826833333333332,0.9999999999999999,1.0,0.1
adv_10,6,pec,0.0031593275541544757,0.9999999999999999,1.0,0.1
adv_10,7,mv,0.0021428333333333347,0.9999999999999999,1.0,0.1
adv_10,7,ds,0.0010883333333333337,0.9999999999999999,1.0,0.1
adv_10,7,pec,0.0017751475866030937,0.9999999999999999,1.0,0.1
adv_10,8,mv,0.003107333333333334,0.9999999999999999,1.0,0.1
adv_10,8,ds,0.001731333333333334,0.9999999999999999,1.0,0.1
adv_10,8,pec,0.002812799711888678,0.9999999999999999,1.0,0.1
adv_10,9,mv,0.002377000000000002,0.9999999999999999,1.0,0.1
adv_10,9,ds,0.001153333333333335,0.9999999999999999,1.0,0.1
adv_10,9,pec,0.0020737321746209982,0.9999999999999999,1.0,0.1
adv_10,10,mv,0.00331533333333333,0.9999999999999999,1.0,0.1
adv_10,10,ds,0.002296333333333332,0.9999999999999999,1.0,0.1
adv_10,10,pec,0.0034668232433914896,0.9999999999999999,1.0,0.1
adv_10,11,mv,0.0036678333333333307,0.9999999999999999,1.0,0.1
adv_10,11,ds,0.0018843333333333316,0.9999999999999999,1.0,0.1
adv_10,11,pec,0.002669875522076256,0.9999999999999999,1.0,0.1
adv_10,12,mv,0.003666500000000001,0.9999999999999999,1.0,0.1
adv_10,12,ds,0.0012573333333333345,0.9999999999999999,1.0,0.1
adv_10,12,pec,0.001894402448213738,0.9999999999999999,1.0,0.1
adv_10,13,mv,0.003225333333333335,0.9999999999999999,1.0,0.1
adv_10,13,ds,0.0014846666666666673,0.9999999999999999,1.0,0.1
adv_10,13,pec,0.0025405614101974426,0.9999999999999999,1.0,0.1
adv_10,14,mv,0.0029483333333333323,0.9999999999999999,1.0,0.1
adv_10,14,ds,0.0017473333333333336,0.9999999999999999,1.0,0.1
adv_10,14,pec,0.0028483879794781223,0.9999999999999999,1.0,0.1
adv_10,15,mv,0.0027586666666666692,0.9999999999999999,1.0,0.1
adv_10,15,ds,0.0015940000000000019,0.9999999999999999,1.0,0.1
adv_10,15,pec,0.002759140201831473,0.9999999999999999,1.0,0.1
adv_10,16,mv,0.002998333333333334,0.9999999999999999,1.0,0.1
adv_10,16,ds,0.002358166666666666,0.9999999999999999,1.0,0.1
adv_10,16,pec,0.003503280753347899,0.9999999999999999,1.0,0.1
adv_10,17,mv,0.0034305,0.9999999999999999,1.0,0.1
adv_10,17,ds,0.0016476666666666682,0.9999999999999999,1.0,0.1
adv_10,17,pec,0.002355332702874378,0.9999999999999999,1.0,0.1
adv_10,18,mv,0.0028213333333333337,0.9999999999999999,1.0,0.1
adv_10,18,ds,0.0015236666666666669,0.9999999999999999,1.0,0.1
adv_10,18,pec,0.0027844789961525185,0.9999999999999999,1.0,0.1
adv_10,19,mv,0.0034151666666666666,0.9999999999999999,1.0,0.1
adv_10,19,ds,0.0018171666666666631,0.9999999999999999,1.0,0.1
adv_10,19,pec,0.0033239523814820294,0.9999999999999999,1.0,0.1
adv_10,20,mv,0.0031078333333333335,0.9999999999999999,1.0,0.1
adv_10,20,ds,0.0012014999999999994,0.9999999999999999,1.0,0.1
adv_10,20,pec,0.0015497676826493724,0.9999999999999999,1.0,0.1
adv_10,21,mv,0.002370833333333335,0.9999999999999999,1.0,0.1
adv_10,21,ds,0.0007161666666666676,0.9999999999999999,1.0,0.1
adv_10,21,pec,0.0014232332991438608,0.9999999999999999,1.0,0.1
adv_10,22,mv,0.0028399999999999988,0.9999999999999999,1.0,0.1
adv_10,22,ds,0.0012119999999999998,0.9999999999999999,1.0,0.1
adv_10,22,pec,0.0021073370381534673,0.9999999999999999,1.0,0.1
adv_10,23,mv,0.0030536666666666668,0.9999999999999999,1.0,0.1
adv_10,23,ds,0.0014706666666666676,0.9999999999999999,1.0,0.1
adv_10,23,pec,0.0022221000825862897,0.9999999999999999,1.0,0.1
adv_10,24,mv,0.0035593333333333345,0.9999999999999999,1.0,0.1
adv_10,24,ds,0.0019616666666666667,0.9999999999999999,1.0,0.1
adv_10,24,pec,0.0025495865392318566,0.9999999999999999,1.0,0.1
adv_10,25,mv,0.0033581666666666703,0.8666666666666666,0.9333333333333333,0.1
adv_10,25,ds,0.0018030000000000014,0.9999999999999999,1.0,0.1
adv_10,25,pec,0.0026926406286281947,0.9999999999999999,1.0,0.1
