config,repetition,method,mse,kendall_tau,ranking_accuracy,agent_gap_type
gaps_tight,10,ds,0.0005368333333333343,0.9999999999999999,1.0,tight
gaps_tight,10,pec,0.0009086581085880394,0.9999999999999999,1.0,tight
gaps_tight,11,mv,0.0006460000000000012,0.9999999999999999,1.0,tight
gaps_tight,11,ds,0.0004906666666666674,0.9999999999999999,1.0,tight
gaps_tight,11,pec,0.0005536486818554664,0.9999999999999999,1.0,tight
gaps_tight,12,mv,0.0006915000000000012,0.7333333333333333,0.8666666666666667,tight
gaps_tight,12,ds,0.0004866666666666674,0.8666666666666666,0.9333333333333333,tight
gaps_tight,12,pec,0.0006828787131732787,0.8666666666666666,0.9333333333333333,tight
gaps_tight,13,mv,0.0004455000000000008,0.9999999999999999,1.0,tight
gaps_tight,13,ds,0.0005458333333333343,0.9999999999999999,1.0,tight
gaps_tight,13,pec,0.0010089370227822395,0.9999999999999999,1.0,tight
gaps_tight,14,mv,0.0006483333333333345,0.9999999999999999,1.0,tight
gaps_tight,14,ds,0.0005960000000000006,0.9999999999999999,1.0,tight
gaps_tight,14,pec,0.0007571463697870337,0.9999999999999999,1.0,tight
gaps_tight,15,mv,0.000437166666666666,0.9999999999999999,1.0,tight
gaps_tight,15,ds,0.000392666666666666,0.8666666666666666,0.9333333333333333,tight
gaps_tight,15,pec,0.0007075680084163622,0.8666666666666666,0.9333333333333333,tight
gaps_tight,16,mv,0.0004891666666666676,0.9999999999999999,1.0,tight
gaps_tight,16,ds,0.0005284999999999992,0.9999999999999999,1.0,tight
gaps_tight,16,pec,0.0007823353329178604,0.9999999999999999,1.0,tight
gaps_tight,17,mv,0.0007114999999999989,0.9999999999999999,1.0,tight
gaps_tight,17,ds,0.00041033333333333205,0.9999999999999999,1.0,tight
gaps_tight,17,pec,0.0005217129260313112,0.9999999999999999,1.0,tight
gaps_tight,18,mv,0.0004040000000000007,0.9660917830792959,0.9666666666666667,tight
gaps_tight,18,ds,0.00026566666666666714,0.9660917830792959,0.9666666666666667,tight
gaps_tight,18,pec,0.0005363364429621791,0.9660917830792959,0.9666666666666667,tight
gaps_tight,19,mv,0.0009383333333333326,0.8280786712108251,0.9,tight
gaps_tight,19,ds,0.0008823333333333322,0.9999999999999999,1.0,tight
gaps_tight,19,pec,0.001364750239084827,0.8666666666666666,0.9333333333333333,tight
gaps_tight,20,mv,0.00037316666666666634,0.9660917830792959,0.9666666666666667,tight
gaps_tight,20,ds,9.933333333333288e-05,0.9999999999999999,1.0,tight
gaps_tight,20,pec,9.453623071547069e-05,0.9999999999999999,1.0,tight
gaps_tight,21,mv,0.0002393333333333338,0.9999999999999999,1.0,tight
gaps_tight,21,ds,0.00031766666666666727,0.9999999999999999,1.0,tight
gaps_tight,21,pec,0.0005952841605356799,0.9999999999999999,1.0,tight
gaps_tight,22,mv,0.00043766666666666623,0.9999999999999999,1.0,tight
gaps_tight,22,ds,0.0007928333333333333,0.9999999999999999,1.0,tight
gaps_tight,22,pec,0.001540413673055135,0.9999999999999999,1.0,tight
gaps_tight,23,mv,0.0007164999999999987,0.9999999999999999,1.0,tight
gaps_tight,23,ds,0.0004239999999999991,0.9999999999999999,1.0,tight
gaps_tight,23,pec,0.0007258189634043146,0.9999999999999999,1.0,tight
gaps_tight,24,mv,0.0006268333333333344,0.9999999999999999,1.0,tight
gaps_tight,24,ds,0.0001411666666666669,0.9999999999999999,1.0,tight
gaps_tight,24,pec,0.0002797488771800055,0.9999999999999999,1.0,tight
gaps_tight,25,mv,0.0006461666666666678,0.8666666666666666,0.9333333333333333,tight
gaps_tight,25,ds,0.00027749999999999986,0.8666666666666666,0.9333333333333333,tight
gaps_tight,25,pec,0.00046860188479928253,0.8666666666666666,0.9333333333333333,tight
gaps_tight,26,mv,0.0007939999999999996,0.8666666666666666,0.9333333333333333,tight
gaps_tight,26,ds,0.0007879999999999992,0.9999999999999999,1.0,tight
gaps_tight,26,pec,0.001155748931993117,0.9999999999999999,1.0,tight
gaps_tight,27,mv,0.0007744999999999984,0.8666666666666666,0.9333333333333333,tight
gaps_tight,27,ds,0.0006199999999999986,0.9999999999999999,1.0,tight
gaps_tight,27,pec,0.0007606940730210098,0.8666666666666666,0.9333333333333333,tight
gaps_tight,28,mv,0.0004555000000000008,0.9999999999999999,1.0,tight
gaps_tight,28,ds,0.0005816666666666677,0.9999999999999999,1.0,tight
gaps_tight,28,pec,0.0008691997382543593,0.9999999999999999,1.0,tight
gaps_tight,29,mv,0.00037766666666666737,0.8666666666666666,0.9333333333333333,tight
gaps_tight,29,ds,0.00037700000000000076,0.9999999999999999,1.0,tight
gaps_tight,29,pec,0.0006463027661085504,0.9999999999999999,1.0,tight
gaps_tight,30,mv,0.0010950000000000003,0.9999999999999999,1.0,tight
gaps_tight,30,ds,0.0005476666666666664,0.9999999999999999,1.0,tight
gaps_tight,30,pec,0.0007102494629826293,0.9999999999999999,1.0,tight
gaps_tight,31,mv,0.0006966666666666679,0.8666666666666666,0.9333333333333333,tight
gaps_tight,31,ds,0.000723666666666668,0.8666666666666666,0.9333333333333333,tight
gaps_tight,31,pec,0.0008035734972372463,0.8666666666666666,0.9333333333333333,tight
gaps_tight,32,mv,0.00018250000000000034,0.9999999999999999,1.0,tight
gaps_tight,32,ds,0.0002033333333333334,0.9999999999999999,1.0,tight
gaps_tight,32,pec,0.00020662709443444792,0.9999999999999999,1.0,tight
gaps_tight,33,mv,0.0007540000000000013,0.9999999999999999,1.0,tight
gaps_tight,33,ds,0.000542000000000001,0.9999999999999999,1.0,tight
gaps_tight,33,pec,0.0007658325372192387,0.9999999999999999,1.0,tight
gaps_tight,34,mv,0.0007084999999999994,0.8666666666666666,0.9333333333333333,tight
gaps_tight,34,ds,0.0002864999999999993,0.8666666666666666,0.9333333333333333,tight
gaps_tight,34,pec,0.0006384533044420062,0.8666666666666666,0.9333333333333333,tight
gaps_tight,35,mv,0.0003151666666666672,0.9660917830792959,0.9666666666666667,tight
gaps_tight,35,ds,0.00026016666666666706,0.8666666666666666,0.9333333333333333,tight
gaps_tight,35,pec,0.0004122866083578651,0.9999999999999999,1.0,tight
gaps_tight,36,mv,0.0007976666666666663,0.9999999999999999,1.0,tight
gaps_tight,36,ds,0.0003471666666666673,0.9999999999999999,1.0,tight
gaps_tight,36,pec,0.0005588454674793099,0.9999999999999999,1.0,tight
gaps_tight,37,mv,0.0007828333333333338,0.8666666666666666,0.9333333333333333,tight
gaps_tight,37,ds,0.00027883333333333384,0.9999999999999999,1.0,tight
gaps_tight,37,pec,0.0004507457342067327,0.9999999999999999,1.0,tight
gaps_tight,38,mv,0.0006118333333333332,0.8666666666666666,0.9333333333333333,tight
gaps_tight,38,ds,0.0004413333333333341,0.8666666666666666,0.9333333333333333,tight
gaps_tight,38,pec,0.0006821278558255224,0.8666666666666666,0.9333333333333333,tight
gaps_tight,39,mv,0.00020983333333333303,0.9999999999999999,1.0,tight
gaps_tight,39,ds,0.00011166666666666637,0.9999999999999999,1.0,tight
gaps_tight,39,pec,0.0002952061356399044,0.9999999999999999,1.0,tight
gaps_tight,40,mv,0.00030933333333333306,0.9999999999999999,1.0,tight
gaps_tight,40,ds,0.00022249999999999985,0.9999999999999999,1.0,tight
gaps_tight,40,pec,0.0001505840010056673,0.9999999999999999,1.0,tight
gaps_tight,41,mv,0.0005723333333333343,0.8666666666666666,0.9333333333333333,tight
gaps_tight,41,ds,0.0004743333333333342,0.8666666666666666,0.9333333333333333,tight
gaps_tight,41,pec,0.0007360347931409167,0.8666666666666666,0.9333333333333333,tight
gaps_tight,42,mv,0.0006508333333333335,0.9999999999999999,1.0,tight
gaps_tight,42,ds,0.0006645000000000011,0.9999999999999999,1.0,tight
gaps_tight,42,pec,0.0009854502441787943,0.9999999999999999,1.0,tight
gaps_tight,43,mv,0.0007396666666666666,0.9999999999999999,1.0,tight
gaps_tight,43,ds,0.00025799999999999955,0.9999999999999999,1.0,tight
gaps_tight,43,pec,0.0004567847668842336,0.9999999999999999,1.0,tight
gaps_tight,44,mv,0.0003941666666666659,0.8666666666666666,0.9333333333333333,tight
gaps_tight,44,ds,0.0003408333333333328,0.8666666666666666,0.9333333333333333,tight
gaps_tight,44,pec,0.0005042202799031821,0.8666666666666666,0.9333333333333333,tight
gaps_tight,45,mv,0.0005243333333333321,0.9999999999999999,1.0,tight
gaps_tight,45,ds,0.0003504999999999997,0.9999999999999999,1.0,tight
gaps_tight,45,pec,0.0006443189694427619,0.9999999999999999,1.0,tight
gaps_tight,46,mv,0.00029466666666666714,0.9999999999999999,1.0,tight
gaps_tight,46,ds,0.00012500000000000022,0.9999999999999999,1.0,tight
gaps_tight,46,pec,0.00026460761645677775,0.9999999999999999,1.0,tight
gaps_tight,47,mv,0.0007096666666666671,0.7333333333333333,0.8666666666666667,tight
gaps_tight,47,ds,0.0009398333333333339,0.7333333333333333,0.8666666666666667,tight
gaps_tight,47,pec,0.0014146611026222878,0.7333333333333333,0.8666666666666667,tight
gaps_tight,48,mv,0.00033116666666666727,0.9999999999999999,1.0,tight
gaps_tight,48,ds,0.0005083333333333335,0.9999999999999999,1.0,tight
gaps_tight,48,pec,0.0008095078164267648,0.9999999999999999,1.0,tight
gaps_tight,49,mv,0.0003471666666666673,0.8666666666666666,0.9333333333333333,tight
gaps_tight,49,ds,0.0004528333333333342,0.8666666666666666,0.9333333333333333,tight
gaps_tight,49,pec,0.0007863187654671084,0.8666666666666666,0.9333333333333333,tight
gaps_tight,50,mv,0.00030683333333333387,0.8666666666666666,0.9333333333333333,tight
gaps_tight,50,ds,0.0003021666666666672,0.7333333333333333,0.8666666666666667,tight
gaps_tight,50,pec,0.0004606768283208602,0.9999999999999999,1.0,tight
gaps_tight,51,mv,0.0006341666666666678,0.8666666666666666,0.9333333333333333,tight
gaps_tight,51,ds,0.0005669999999999997,0.8666666666666666,0.9333333333333333,tight
gaps_tight,51,pec,0.0009752299757794092,0.8666666666666666,0.9333333333333333,tight
gaps_tight,52,mv,0.0003003333333333331,0.8666666666666666,0.9333333333333333,tight
gaps_tight,52,ds,0.0005526666666666666,0.8666666666666666,0.9333333333333333,tight
gaps_tight,52,pec,0.0006748304007045502,0.8666666666666666,0.9333333333333333,tight
gaps_tight,53,mv,0.0004700000000000003,0.8666666666666666,0.9333333333333333,tight
gaps_tight,53,ds,0.00030449999999999965,0.9999999999999999,1.0,tight
gaps_tight,53,pec,0.0003809349007262864,0.8666666666666666,0.9333333333333333,tight
gaps_tight,54,mv,0.0008245000000000001,0.9999999999999999,1.0,tight
gaps_tight,54,ds,0.000842333333333333,0.9999999999999999,1.0,tight
gaps_tight,54,pec,0.0012964751854902517,0.9999999999999999,1.0,tight
gaps_tight,55,mv,0.00041883333333333334,0.8666666666666666,0.9333333333333333,tight
gaps_tight,55,ds,0.00039249999999999913,0.8666666666666666,0.9333333333333333,tight
gaps_tight,55,pec,0.0008337319824687632,0.9999999999999999,1.0,tight
gaps_tight,56,mv,0.0006796666666666652,0.9999999999999999,1.0,tight
gaps_tight,56,ds,0.00038866666666666477,0.9999999999999999,1.0,tight
gaps_tight,56,pec,0.0008835453421676569,0.9999999999999999,1.0,tight
gaps_tight,57,mv,0.0004365000000000007,0.9999999999999999,1.0,tight
gaps_tight,57,ds,0.0002871666666666672,0.9999999999999999,1.0,tight
gaps_tight,57,pec,0.0004154000382325983,0.9999999999999999,1.0,tight
gaps_tight,58,mv,0.0006130000000000006,0.9999999999999999,1.0,tight
gaps_tight,58,ds,0.0003090000000000003,0.8666666666666666,0.9333333333333333,tight
gaps_tight,58,pec,0.0005968080286020977,0.8666666666666666,0.9333333333333333,tight
gaps_tight,59,mv,0.0009321666666666668,0.8666666666666666,0.9333333333333333,tight
gaps_tight,59,ds,0.00045849999999999944,0.7333333333333333,0.8666666666666667,tight
gaps_tight,59,pec,0.0006160249358195307,0.7333333333333333,0.8666666666666667,tight
gaps_tight,60,mv,0.0003330000000000006,0.9660917830792959,0.9666666666666667,tight
gaps_tight,60,ds,0.00018850000000000016,0.9660917830792959,0.9666666666666667,tight
gaps_tight,60,pec,0.00031028191225014324,0.9660917830792959,0.9666666666666667,tight
gaps_tight,61,mv,0.0005400000000000002,0.9999999999999999,1.0,tight
gaps_tight,61,ds,0.00040083333333333404,0.9999999999999999,1.0,tight
gaps_tight,61,pec,0.0006179643865902351,0.9999999999999999,1.0,tight
gaps_tight,62,mv,0.000939333333333335,0.8666666666666666,0.9333333333333333,tight
gaps_tight,62,ds,0.0008778333333333341,0.9999999999999999,1.0,tight
gaps_tight,62,pec,0.0012779239939616702,0.9999999999999999,1.0,tight
gaps_tight,63,mv,0.0006393333333333339,0.8666666666666666,0.9333333333333333,tight
gaps_tight,63,ds,0.000525666666666667,0.8666666666666666,0.9333333333333333,tight
gaps_tight,63,pec,0.0009291909396542566,0.8666666666666666,0.9333333333333333,tight
gaps_tight,64,mv,0.0003930000000000003,0.8666666666666666,0.9333333333333333,tight
gaps_tight,64,ds,0.0005796666666666678,0.8666666666666666,0.9333333333333333,tight
gaps_tight,64,pec,0.0006848144711134808,0.8666666666666666,0.9333333333333333,tight
gaps_tight,65,mv,0.0006396666666666673,0.9999999999999999,1.0,tight
gaps_tight,65,ds,0.0005153333333333342,0.9999999999999999,1.0,tight
gaps_tight,65,pec,0.0008183231135804216,0.9999999999999999,1.0,tight
gaps_tight,66,mv,9.466666666666684e-05,0.9999999999999999,1.0,tight
gaps_tight,66,ds,0.0001356666666666669,0.9999999999999999,1.0,tight
gaps_tight,66,pec,7.4165709115076e-05,0.9999999999999999,1.0,tight
gaps_tight,67,mv,0.00047133333333333207,0.7333333333333333,0.8666666666666667,tight
gaps_tight,67,ds,0.0004986666666666656,0.8666666666666666,0.9333333333333333,tight
gaps_tight,67,pec,0.0008487294046463185,0.8666666666666666,0.9333333333333333,tight
gaps_tight,68,mv,0.0006746666666666679,0.9999999999999999,1.0,tight
gaps_tight,68,ds,0.0005141666666666677,0.9999999999999999,1.0,tight
gaps_tight,68,pec,0.0006921247575953976,0.9999999999999999,1.0,tight
gaps_tight,69,mv,0.0006793333333333346,0.9999999999999999,1.0,tight
gaps_tight,69,ds,0.00029283333333333315,0.9999999999999999,1.0,tight
gaps_tight,69,pec,0.0006103672908911085,0.9999999999999999,1.0,tight
gaps_tight,70,mv,0.0005896666666666677,0.9999999999999999,1.0,tight
gaps_tight,70,ds,0.00026250000000000047,0.9999999999999999,1.0,tight
gaps_tight,70,pec,0.0005951506270019431,0.9999999999999999,1.0,tight
gaps_tight,71,mv,0.0008378333333333349,0.8280786712108251,0.9,tight
gaps_tight,71,ds,0.0006771666666666679,0.8666666666666666,0.9333333333333333,tight
gaps_tight,71,pec,0.0009848068828959796,0.9999999999999999,1.0,tight
gaps_tight,72,mv,0.0005923333333333344,0.9999999999999999,1.0,tight
gaps_tight,72,ds,0.0005378333333333343,0.9999999999999999,1.0,tight
gaps_tight,72,pec,0.0005412491060260298,0.9999999999999999,1.0,tight
gaps_tight,73,mv,0.0005106666666666665,0.9999999999999999,1.0,tight
gaps_tight,73,ds,0.0004425,0.9999999999999999,1.0,tight
gaps_tight,73,pec,0.0005427369168232932,0.9999999999999999,1.0,tight
gaps_tight,74,mv,0.001022333333333334,0.8666666666666666,0.9333333333333333,tight
gaps_tight,74,ds,0.0003340000000000006,0.8666666666666666,0.9333333333333333,tight
gaps_tight,74,pec,0.0006089022119899694,0.8666666666666666,0.9333333333333333,tight
gaps_tight,75,mv,0.0007766666666666681,0.8666666666666666,0.9333333333333333,tight
gaps_tight,75,ds,0.0006963333333333345,0.8666666666666666,0.9333333333333333,tight
gaps_tight,75,pec,0.000946743325957209,0.8666666666666666,0.9333333333333333,tight
gaps_tight,76,mv,0.0003878333333333329,0.8666666666666666,0.9333333333333333,tight
gaps_tight,76,ds,0.00016866666666666636,0.8666666666666666,0.9333333333333333,tight
gaps_tight,76,pec,0.00033420143947719634,0.8666666666666666,0.9333333333333333,tight
gaps_tight,77,mv,0.0006449999999999998,0.8666666666666666,0.9333333333333333,tight
gaps_tight,77,ds,0.0002716666666666672,0.8666666666666666,0.9333333333333333,tight
gaps_tight,77,pec,0.0004799933048002214,0.8666666666666666,0.9333333333333333,tight
gaps_tight,78,mv,0.0003273333333333321,0.9999999999999999,1.0,tight
gaps_tight,78,ds,0.0002624999999999984,0.9999999999999999,1.0,tight
gaps_tight,78,pec,0.00029572818977124325,0.9999999999999999,1.0,tight
gaps_tight,79,mv,0.0006215000000000012,0.9999999999999999,1.0,tight
gaps_tight,79,ds,0.0013773333333333322,0.9999999999999999,1.0,tight
gaps_tight,79,pec,0.002187784833626104,0.9999999999999999,1.0,tight
gaps_tight,80,mv,0.00044899999999999915,0.9999999999999999,1.0,tight
gaps_tight,80,ds,0.0001851666666666658,0.9999999999999999,1.0,tight
gaps_tight,80,pec,0.00048787566030989837,0.9999999999999999,1.0,tight
gaps_tight,81,mv,0.0004266666666666674,0.9999999999999999,1.0,tight
gaps_tight,81,ds,0.0002491666666666671,0.9999999999999999,1.0,tight
gaps_tight,81,pec,0.0005605327133200595,0.9999999999999999,1.0,tight
gaps_tight,82,mv,0.0005433333333333344,0.9999999999999999,1.0,tight
gaps_tight,82,ds,0.0002980000000000006,0.9999999999999999,1.0,tight
gaps_tight,82,pec,0.0005261084319569952,0.9999999999999999,1.0,tight
gaps_tight,83,mv,0.000609000000000001,0.9999999999999999,1.0,tight
gaps_tight,83,ds,0.0005178333333333342,0.9999999999999999,1.0,tight
gaps_tight,83,pec,0.0009619824537961645,0.9999999999999999,1.0,tight
gaps_tight,84,mv,0.00039583333333333294,0.9999999999999999,1.0,tight
gaps_tight,84,ds,0.00030999999999999973,0.9999999999999999,1.0,tight
gaps_tight,84,pec,0.0006017729853628178,0.9999999999999999,1.0,tight
gaps_tight,85,mv,0.0004733333333333341,0.8666666666666666,0.9333333333333333,tight
gaps_tight,85,ds,0.0005025000000000009,0.8666666666666666,0.9333333333333333,tight
gaps_tight,85,pec,0.0009450206739206311,0.8666666666666666,0.9333333333333333,tight
gaps_tight,86,mv,0.0004858333333333342,0.9999999999999999,1.0,tight
gaps_tight,86,ds,0.0003476666666666673,0.9999999999999999,1.0,tight
gaps_tight,86,pec,0.0005141620879286642,0.9999999999999999,1.0,tight
gaps_tight,87,mv,0.0004793333333333336,0.9999999999999999,1.0,tight
gaps_tight,87,ds,0.0004414999999999998,0.9999999999999999,1.0,tight
gaps_tight,87,pec,0.0005885220405871784,0.8666666666666666,0.9333333333333333,tight
gaps_tight,88,mv,0.00033783333333333343,0.8666666666666666,0.9333333333333333,tight
gaps_tight,88,ds,0.00014833333333333362,0.8666666666666666,0.9333333333333333,tight
gaps_tight,88,pec,0.0001925682511909641,0.8666666666666666,0.9333333333333333,tight
gaps_tight,89,mv,0.0004231666666666674,0.8666666666666666,0.9333333333333333,tight
gaps_tight,89,ds,0.00030150000000000055,0.8666666666666666,0.9333333333333333,tight
gaps_tight,89,pec,0.00033011547839572323,0.8666666666666666,0.9333333333333333,tight
gaps_tight,90,mv,0.00045066666666666687,0.8666666666666666,0.9333333333333333,tight
gaps_tight,90,ds,0.00040399999999999936,0.8666666666666666,0.9333333333333333,tight
gaps_tight,90,pec,0.0007075674368397028,0.8666666666666666,0.9333333333333333,tight
gaps_tight,91,mv,0.0004861666666666675,0.9999999999999999,1.0,tight
gaps_tight,91,ds,0.00038233333333333327,0.9660917830792959,0.9666666666666667,tight
gaps_tight,91,pec,0.0006979252495580559,0.9999999999999999,1.0,tight
gaps_tight,92,mv,0.0005626666666666676,0.9999999999999999,1.0,tight
gaps_tight,92,ds,0.00040183333333333407,0.9999999999999999,1.0,tight
gaps_tight,92,pec,0.000813378673472422,0.9999999999999999,1.0,tight
gaps_tight,93,mv,0.0005261666666666664,0.9999999999999999,1.0,tight
gaps_tight,93,ds,0.0003268333333333339,0.9999999999999999,1.0,tight
gaps_tight,93,pec,0.00043903413465206124,0.9999999999999999,1.0,tight
gaps_tight,94,mv,0.0008558333333333349,0.9999999999999999,1.0,tight
gaps_tight,94,ds,0.00040000000000000056,0.9999999999999999,1.0,tight
gaps_tight,94,pec,0.0007095669560731956,0.9999999999999999,1.0,tight
gaps_tight,95,mv,0.0006291666666666677,0.9999999999999999,1.0,tight
gaps_tight,95,ds,0.0006751666666666678,0.9999999999999999,1.0,tight
gaps_tight,95,pec,0.0009796097281198916,0.9999999999999999,1.0,tight
gaps_tight,96,mv,0.0008379999999999999,0.9999999999999999,1.0,tight
gaps_tight,96,ds,0.00033933333333333276,0.9999999999999999,1.0,tight
gaps_tight,96,pec,0.0005956046627006743,0.9999999999999999,1.0,tight
gaps_tight,97,mv,0.0006011666666666677,0.9999999999999999,1.0,tight
gaps_tight,97,ds,0.0009825000000000003,0.9999999999999999,1.0,tight
gaps_tight,97,pec,0.0013773188724752318,0.9999999999999999,1.0,tight
gaps_tight,98,mv,0.0009870000000000002,0.9999999999999999,1.0,tight
gaps_tight,98,ds,0.0003814999999999997,0.8666666666666666,0.9333333333333333,tight
gaps_tight,98,pec,0.0006230486325671256,0.8666666666666666,0.9333333333333333,tight
gaps_tight,99,mv,0.0008481666666666655,0.8666666666666666,0.9333333333333333,tight
gaps_tight,99,ds,0.0005384999999999984,0.9999999999999999,1.0,tight
gaps_tight,99,pec,0.0008546454972127989,0.8666666666666666,0.9333333333333333,tight
gaps_wide,0,mv,0.0029838333333333327,0.9999999999999999,1.0,wide
gaps_wide,0,ds,0.0018726666666666668,0.9999999999999999,1.0,wide
gaps_wide,0,pec,0.002711479393664706,0.9999999999999999,1.0,wide
gaps_wide,1,mv,0.004593833333333331,0.9999999999999999,1.0,wide
gaps_wide,1,ds,0.002190166666666667,0.9999999999999999,1.0,wide
gaps_wide,1,pec,0.003477571129177289,0.9999999999999999,1.0,wide
gaps_wide,2,mv,0.002868166666666667,0.9999999999999999,1.0,wide
gaps_wide,2,ds,0.0014103333333333338,0.9999999999999999,1.0,wide
gaps_wide,2,pec,0.0020144363446494323,0.9999999999999999,1.0,wide
gaps_wide,3,mv,0.0027658333333333324,0.9999999999999999,1.0,wide
gaps_wide,3,ds,0.0013328333333333328,0.9999999999999999,1.0,wide
gaps_wide,3,pec,0.0018084855420412674,0.9999999999999999,1.0,wide
gaps_wide,4,mv,0.003962499999999998,0.9999999999999999,1.0,wide
gaps_wide,4,ds,0.0018893333333333342,0.9999999999999999,1.0,wide
gaps_wide,4,pec,0.0031004802558594453,0.9999999999999999,1.0,wide
gaps_wide,5,mv,0.0020755000000000005,0.9999999999999999,1.0,wide
gaps_wide,5,ds,0.001236,0.9999999999999999,1.0,wide
gaps_wide,5,pec,0.0023553209814255378,0.9999999999999999,1.0,wide
gaps_wide,6,mv,0.0022728333333333337,0.9999999999999999,1.0,wide
gaps_wide,6,ds,0.001571333333333334,0.9999999999999999,1.0,wide
gaps_wide,6,pec,0.0029397307186858437,0.9999999999999999,1.0,wide
gaps_wide,7,mv,0.001820833333333334,0.9999999999999999,1.0,wide
gaps_wide,7,ds,0.0008466666666666669,0.9999999999999999,1.0,wide
gaps_wide,7,pec,0.0015375796610172623,0.9999999999999999,1.0,wide
gaps_wide,8,mv,0.002591,0.9999999999999999,1.0,wide
gaps_wide,8,ds,0.0019326666666666683,0.9999999999999999,1.0,wide
gaps_wide,8,pec,0.0026391137788005646,0.9999999999999999,1.0,wide
gaps_wide,9,mv,0.002310333333333333,0.9999999999999999,1.0,wide
gaps_wide,9,ds,0.0014510000000000002,0.9999999999999999,1.0,wide
gaps_wide,9,pec,0.002164063572537304,0.9999999999999999,1.0,wide
gaps_wide,10,mv,0.0027346666666666665,0.9999999999999999,1.0,wide
gaps_wide,10,ds,0.002347499999999999,0.9999999999999999,1.0,wide
gaps_wide,10,pec,0.003122264487279241,0.9999999999999999,1.0,wide
gaps_wide,11,mv,0.0030803333333333303,0.9999999999999999,1.0,wide
gaps_wide,11,ds,0.0017303333333333311,0.9999999999999999,1.0,wide
gaps_wide,11,pec,0.0024121634000677785,0.9999999999999999,1.0,wide
gaps_wide,12,mv,0.0029316666666666645,0.9999999999999999,1.0,wide
gaps_wide,12,ds,0.0014395000000000005,0.9999999999999999,1.0,wide
gaps_wide,12,pec,0.0021034251191870443,0.9999999999999999,1.0,wide
gaps_wide,13,mv,0.0026475,0.9999999999999999,1.0,wide
gaps_wide,13,ds,0.001453833333333334,0.9999999999999999,1.0,wide
gaps_wide,13,pec,0.002305974295823116,0.9999999999999999,1.0,wide
gaps_wide,14,mv,0.002165999999999998,0.9999999999999999,1.0,wide
gaps_wide,14,ds,0.0015651666666666667,0.9999999999999999,1.0,wide
gaps_wide,14,pec,0.0023855597619799832,0.9999999999999999,1.0,wide
gaps_wide,15,mv,0.0026625000000000017,0.9999999999999999,1.0,wide
gaps_wide,15,ds,0.001405333333333335,0.9999999999999999,1.0,wide
gaps_wide,15,pec,0.002268453176162203,0.9999999999999999,1.0,wide
gaps_wide,16,mv,0.0025051666666666647,0.9999999999999999,1.0,wide
gaps_wide,16,ds,0.0018169999999999985,0.9999999999999999,1.0,wide
gaps_wide,16,pec,0.00281636376640014,0.9999999999999999,1.0,wide
gaps_wide,17,mv,0.0024440000000000004,0.9999999999999999,1.0,wide
gaps_wide,17,ds,0.0012516666666666679,0.9999999999999999,1.0,wide
