config,repetition,method,mse,kendall_tau,ranking_accuracy,labels_per_item
labels_3,12,mv,0.0043798333333333,1.0,1.0,3
labels_3,12,ds,0.0042805,1.0,1.0,3
labels_3,12,pec,0.0067780481683048,1.0,1.0,3
labels_3,13,mv,0.0053925,1.0,1.0,3
labels_3,13,ds,0.0037658333333333,1.0,1.0,3
labels_3,13,pec,0.0060288978854299,1.0,1.0,3
labels_3,14,mv,0.0048951666666666,1.0,1.0,3
labels_3,14,ds,0.0035593333333333,1.0,1.0,3
labels_3,14,pec,0.0056504981426589,1.0,1.0,3
labels_3,15,mv,0.0037718333333333,1.0,1.0,3
labels_3,15,ds,0.0032395,0.8666666666666666,0.9333333333333332,3
labels_3,15,pec,0.0050123501913858,1.0,1.0,3
labels_3,16,mv,0.0051223333333333,1.0,1.0,3
labels_3,16,ds,0.0044211666666666,1.0,1.0,3
labels_3,16,pec,0.0060536676186953,1.0,1.0,3
labels_3,17,mv,0.005437,1.0,1.0,3
labels_3,17,ds,0.0038765,1.0,1.0,3
labels_3,17,pec,0.0054905063476299,1.0,1.0,3
labels_3,18,mv,0.0051281666666666,1.0,1.0,3
labels_3,18,ds,0.0033276666666666,1.0,1.0,3
labels_3,18,pec,0.0050786397181731,1.0,1.0,3
labels_3,19,mv,0.0043116666666666,1.0,1.0,3
labels_3,19,ds,0.0039378333333333,1.0,1.0,3
labels_3,19,pec,0.0065017775483965,1.0,1.0,3
labels_3,20,mv,0.0045264999999999,1.0,1.0,3
labels_3,20,ds,0.0025146666666666,1.0,1.0,3
labels_3,20,pec,0.0043954084193118,1.0,1.0,3
labels_3,21,mv,0.0045824999999999,1.0,1.0,3
labels_3,21,ds,0.0032305,1.0,1.0,3
labels_3,21,pec,0.0048515171615758,1.0,1.0,3
labels_3,22,mv,0.005192,1.0,1.0,3
labels_3,22,ds,0.0055051666666666,1.0,1.0,3
labels_3,22,pec,0.0086033090902084,1.0,1.0,3
labels_3,23,mv,0.0048934999999999,1.0,1.0,3
labels_3,23,ds,0.0046814999999999,1.0,1.0,3
labels_3,23,pec,0.0077593770639469,1.0,1.0,3
labels_3,24,mv,0.0043836666666666,1.0,1.0,3
labels_3,24,ds,0.0022453333333333,1.0,1.0,3
labels_3,24,pec,0.0044098730819747,1.0,1.0,3
labels_3,25,mv,0.0049299999999999,0.8666666666666666,0.9333333333333332,3
labels_3,25,ds,0.0034976666666666,0.8666666666666666,0.9333333333333332,3
labels_3,25,pec,0.0052540402509679,0.8666666666666666,0.9333333333333332,3
labels_3,26,mv,0.0051184999999999,1.0,1.0,3
labels_3,26,ds,0.0048193333333333,1.0,1.0,3
labels_3,26,pec,0.0080738779555181,1.0,1.0,3
labels_3,27,mv,0.0043113333333333,1.0,1.0,3
labels_3,27,ds,0.0043486666666666,1.0,1.0,3
labels_3,27,pec,0.0061493801507969,1.0,1.0,3
labels_3,28,mv,0.0039071666666666,1.0,1.0,3
labels_3,28,ds,0.0020856666666666,0.8666666666666666,0.9333333333333332,3
labels_3,28,pec,0.003965593632114,1.0,1.0,3
labels_3,29,mv,0.0059536666666666,0.8666666666666666,0.9333333333333332,3
labels_3,29,ds,0.0039176666666666,1.0,1.0,3
labels_3,29,pec,0.0063346219177107,1.0,1.0,3
labels_3,30,mv,0.006228,0.8666666666666666,0.9333333333333332,3
labels_3,30,ds,0.0048786666666666,0.8666666666666666,0.9333333333333332,3
labels_3,30,pec,0.0071306632954693,0.8666666666666666,0.9333333333333332,3
labels_3,31,mv,0.0050938333333333,1.0,1.0,3
labels_3,31,ds,0.0028411666666666,1.0,1.0,3
labels_3,31,pec,0.004163992683528,1.0,1.0,3
labels_3,32,mv,0.0053876666666666,1.0,1.0,3
labels_3,32,ds,0.0024191666666666,1.0,1.0,3
labels_3,32,pec,0.0046367038581114,1.0,1.0,3
labels_3,33,mv,0.0042219999999999,1.0,1.0,3
labels_3,33,ds,0.0031903333333333,1.0,1.0,3
labels_3,33,pec,0.0051064851736785,1.0,1.0,3
labels_3,34,mv,0.0062716666666666,1.0,1.0,3
labels_3,34,ds,0.0043198333333333,1.0,1.0,3
labels_3,34,pec,0.0066136437329338,1.0,1.0,3
labels_3,35,mv,0.004752,1.0,1.0,3
labels_3,35,ds,0.0030179999999999,1.0,1.0,3
labels_3,35,pec,0.0052285620542671,1.0,1.0,3
labels_3,36,mv,0.0052571666666666,0.8666666666666666,0.9333333333333332,3
labels_3,36,ds,0.0024618333333333,0.8666666666666666,0.9333333333333332,3
labels_3,36,pec,0.0041720813308427,1.0,1.0,3
labels_3,37,mv,0.0055031666666666,0.8666666666666666,0.9333333333333332,3
labels_3,37,ds,0.0030391666666666,1.0,1.0,3
labels_3,37,pec,0.0050116200524823,1.0,1.0,3
labels_3,38,mv,0.0032949999999999,1.0,1.0,3
labels_3,38,ds,0.0025361666666666,1.0,1.0,3
labels_3,38,pec,0.0043908672464925,1.0,1.0,3
labels_3,39,mv,0.0041326666666666,1.0,1.0,3
labels_3,39,ds,0.0030444999999999,1.0,1.0,3
labels_3,39,pec,0.0047900737947384,1.0,1.0,3
labels_3,40,mv,0.0047838333333333,1.0,1.0,3
labels_3,40,ds,0.0021203333333333,1.0,1.0,3
labels_3,40,pec,0.002975862752717,1.0,1.0,3
labels_3,41,mv,0.0049766666666666,1.0,1.0,3
labels_3,41,ds,0.0052221666666666,1.0,1.0,3
labels_3,41,pec,0.0086480774892038,1.0,1.0,3
labels_3,42,mv,0.005459,1.0,1.0,3
labels_3,42,ds,0.0057546666666666,1.0,1.0,3
labels_3,42,pec,0.0086875966164906,1.0,1.0,3
labels_3,43,mv,0.0045004999999999,1.0,1.0,3
labels_3,43,ds,0.0039794999999999,1.0,1.0,3
labels_3,43,pec,0.0055836660036121,1.0,1.0,3
labels_3,44,mv,0.0032191666666666,1.0,1.0,3
labels_3,44,ds,0.0022619999999999,1.0,1.0,3
labels_3,44,pec,0.0036579102759515,1.0,1.0,3
labels_3,45,mv,0.0037708333333333,1.0,1.0,3
labels_3,45,ds,0.002364,1.0,1.0,3
labels_3,45,pec,0.0041245267231266,1.0,1.0,3
labels_3,46,mv,0.0048561666666666,1.0,1.0,3
labels_3,46,ds,0.0038425,1.0,1.0,3
labels_3,46,pec,0.0059633941409248,1.0,1.0,3
labels_3,47,mv,0.0045321666666666,1.0,1.0,3
labels_3,47,ds,0.0041216666666666,1.0,1.0,3
labels_3,47,pec,0.0076742378973837,1.0,1.0,3
labels_3,48,mv,0.0034106666666666,1.0,1.0,3
labels_3,48,ds,0.0026684999999999,1.0,1.0,3
labels_3,48,pec,0.0042546326176456,1.0,1.0,3
labels_3,49,mv,0.004386,1.0,1.0,3
labels_3,49,ds,0.0022818333333333,1.0,1.0,3
labels_3,49,pec,0.0039642507882989,1.0,1.0,3
labels_3,50,mv,0.0032488333333333,1.0,1.0,3
labels_3,50,ds,0.0017666666666666,1.0,1.0,3
labels_3,50,pec,0.0037332616384118,1.0,1.0,3
labels_3,51,mv,0.004701,1.0,1.0,3
labels_3,51,ds,0.004031,1.0,1.0,3
labels_3,51,pec,0.0060573286141683,1.0,1.0,3
labels_3,52,mv,0.0041618333333333,1.0,1.0,3
labels_3,52,ds,0.0034436666666666,1.0,1.0,3
labels_3,52,pec,0.0056507273383311,1.0,1.0,3
labels_3,53,mv,0.0062848333333333,1.0,1.0,3
labels_3,53,ds,0.0036603333333333,1.0,1.0,3
labels_3,53,pec,0.0048920542255842,1.0,1.0,3
labels_3,54,mv,0.0040694999999999,1.0,1.0,3
labels_3,54,ds,0.0027676666666666,1.0,1.0,3
labels_3,54,pec,0.0046033562648085,1.0,1.0,3
labels_3,55,mv,0.0037506666666666,1.0,1.0,3
labels_3,55,ds,0.0022983333333333,1.0,1.0,3
labels_3,55,pec,0.0039637797880194,1.0,1.0,3
labels_3,56,mv,0.0052121666666666,1.0,1.0,3
labels_3,56,ds,0.0045136666666666,1.0,1.0,3
labels_3,56,pec,0.0065912847642655,1.0,1.0,3
labels_3,57,mv,0.0043928333333333,1.0,1.0,3
labels_3,57,ds,0.0023658333333333,1.0,1.0,3
labels_3,57,pec,0.0037958616602763,1.0,1.0,3
labels_3,58,mv,0.0048313333333333,1.0,1.0,3
labels_3,58,ds,0.0039451666666666,0.8666666666666666,0.9333333333333332,3
labels_3,58,pec,0.0057703785522271,0.8666666666666666,0.9333333333333332,3
labels_3,59,mv,0.0055446666666666,0.8666666666666666,0.9333333333333332,3
labels_3,59,ds,0.0042886666666666,1.0,1.0,3
labels_3,59,pec,0.0063313761461522,1.0,1.0,3
labels_3,60,mv,0.0042663333333333,0.966091783079296,0.9666666666666668,3
labels_3,60,ds,0.0028813333333333,1.0,1.0,3
labels_3,60,pec,0.0041758864876925,1.0,1.0,3
labels_3,61,mv,0.0053603333333333,1.0,1.0,3
labels_3,61,ds,0.0037266666666666,1.0,1.0,3
labels_3,61,pec,0.0061376254968704,1.0,1.0,3
labels_3,62,mv,0.0049896666666666,1.0,1.0,3
labels_3,62,ds,0.0028101666666666,1.0,1.0,3
labels_3,62,pec,0.0045946884159812,1.0,1.0,3
labels_3,63,mv,0.0038853333333333,1.0,1.0,3
labels_3,63,ds,0.0041045,1.0,1.0,3
labels_3,63,pec,0.0062829528947743,1.0,1.0,3
labels_3,64,mv,0.0041344999999999,1.0,1.0,3
labels_3,64,ds,0.0038504999999999,1.0,1.0,3
labels_3,64,pec,0.0060249820547975,1.0,1.0,3
labels_3,65,mv,0.0048723333333333,1.0,1.0,3
labels_3,65,ds,0.0037446666666666,1.0,1.0,3
labels_3,65,pec,0.0054148748581864,1.0,1.0,3
labels_3,66,mv,0.0036454999999999,1.0,1.0,3
labels_3,66,ds,0.0020245,1.0,1.0,3
labels_3,66,pec,0.0038667390822581,1.0,1.0,3
labels_3,67,mv,0.0041995,1.0,1.0,3
labels_3,67,ds,0.0034044999999999,1.0,1.0,3
labels_3,67,pec,0.0061010491414087,1.0,1.0,3
labels_3,68,mv,0.0036946666666666,1.0,1.0,3
labels_3,68,ds,0.0031453333333333,1.0,1.0,3
labels_3,68,pec,0.0050005581113059,1.0,1.0,3
labels_3,69,mv,0.0036618333333333,1.0,1.0,3
labels_3,69,ds,0.0055578333333333,1.0,1.0,3
labels_3,69,pec,0.008132837048497,1.0,1.0,3
labels_3,70,mv,0.0065123333333333,0.8666666666666666,0.9333333333333332,3
labels_3,70,ds,0.0043453333333333,0.8666666666666666,0.9333333333333332,3
labels_3,70,pec,0.0067348990982045,0.8666666666666666,0.9333333333333332,3
labels_3,71,mv,0.0047723333333333,1.0,1.0,3
labels_3,71,ds,0.0052423333333333,1.0,1.0,3
labels_3,71,pec,0.0096553814449135,1.0,1.0,3
labels_3,72,mv,0.0053928333333333,1.0,1.0,3
labels_3,72,ds,0.0032658333333333,1.0,1.0,3
labels_3,72,pec,0.0049174499232077,1.0,1.0,3
labels_3,73,mv,0.0035344999999999,1.0,1.0,3
labels_3,73,ds,0.0047308333333333,1.0,1.0,3
labels_3,73,pec,0.0074467778221508,1.0,1.0,3
labels_3,74,mv,0.0052161666666666,0.8666666666666666,0.9333333333333332,3
labels_3,74,ds,0.0051013333333333,0.8666666666666666,0.9333333333333332,3
labels_3,74,pec,0.0077025954122845,1.0,1.0,3
labels_3,75,mv,0.0042539999999999,1.0,1.0,3
labels_3,75,ds,0.001957,1.0,1.0,3
labels_3,75,pec,0.0037204309452416,1.0,1.0,3
labels_3,76,mv,0.0038718333333333,1.0,1.0,3
labels_3,76,ds,0.0024886666666666,1.0,1.0,3
labels_3,76,pec,0.0046383587925775,1.0,1.0,3
labels_3,77,mv,0.0043591666666666,1.0,1.0,3
labels_3,77,ds,0.0042153333333333,1.0,1.0,3
labels_3,77,pec,0.0073388147222262,1.0,1.0,3
labels_3,78,mv,0.0039959999999999,1.0,1.0,3
labels_3,78,ds,0.0031584999999999,1.0,1.0,3
labels_3,78,pec,0.0049727900511574,1.0,1.0,3
labels_3,79,mv,0.0051069999999999,1.0,1.0,3
labels_3,79,ds,0.0042183333333333,1.0,1.0,3
labels_3,79,pec,0.0066237269328417,1.0,1.0,3
labels_3,80,mv,0.0074718333333333,1.0,1.0,3
labels_3,80,ds,0.0052116666666666,1.0,1.0,3
labels_3,80,pec,0.0076397737003974,1.0,1.0,3
labels_3,81,mv,0.0045836666666666,1.0,1.0,3
labels_3,81,ds,0.0031284999999999,1.0,1.0,3
labels_3,81,pec,0.0046481137693751,1.0,1.0,3
labels_3,82,mv,0.0044926666666666,1.0,1.0,3
labels_3,82,ds,0.0051564999999999,1.0,1.0,3
labels_3,82,pec,0.0082129550392243,1.0,1.0,3
labels_3,83,mv,0.0043706666666666,1.0,1.0,3
labels_3,83,ds,0.0038293333333333,1.0,1.0,3
labels_3,83,pec,0.0062475565200051,1.0,1.0,3
labels_3,84,mv,0.0049978333333333,1.0,1.0,3
labels_3,84,ds,0.0031158333333333,1.0,1.0,3
labels_3,84,pec,0.0050818442495855,1.0,1.0,3
labels_3,85,mv,0.0056468333333333,1.0,1.0,3
labels_3,85,ds,0.0045098333333333,1.0,1.0,3
labels_3,85,pec,0.0059196100659444,1.0,1.0,3
labels_3,86,mv,0.0057496666666666,1.0,1.0,3
labels_3,86,ds,0.0030451666666666,1.0,1.0,3
labels_3,86,pec,0.0067171736025193,1.0,1.0,3
labels_3,87,mv,0.0057193333333333,0.8666666666666666,0.9333333333333332,3
labels_3,87,ds,0.0030618333333333,1.0,1.0,3
labels_3,87,pec,0.0048938297745427,1.0,1.0,3
labels_3,88,mv,0.0067343333333333,1.0,1.0,3
labels_3,88,ds,0.0040694999999999,0.8666666666666666,0.9333333333333332,3
labels_3,88,pec,0.0057153907587154,1.0,1.0,3
labels_3,89,mv,0.0040863333333333,1.0,1.0,3
labels_3,89,ds,0.0036518333333333,1.0,1.0,3
labels_3,89,pec,0.0061800103516332,1.0,1.0,3
labels_3,90,mv,0.003614,1.0,1.0,3
labels_3,90,ds,0.0023656666666666,1.0,1.0,3
labels_3,90,pec,0.0044732151614223,1.0,1.0,3
labels_3,91,mv,0.0032788333333333,1.0,1.0,3
labels_3,91,ds,0.0019038333333333,1.0,1.0,3
labels_3,91,pec,0.0039903670510741,1.0,1.0,3
labels_3,92,mv,0.0038506666666666,1.0,1.0,3
labels_3,92,ds,0.0031923333333333,1.0,1.0,3
labels_3,92,pec,0.0044985532955122,1.0,1.0,3
labels_3,93,mv,0.0066844999999999,1.0,1.0,3
labels_3,93,ds,0.0051218333333333,0.8666666666666666,0.9333333333333332,3
labels_3,93,pec,0.0073362174726203,1.0,1.0,3
labels_3,94,mv,0.0054851666666666,0.8666666666666666,0.9333333333333332,3
labels_3,94,ds,0.0035053333333333,1.0,1.0,3
labels_3,94,pec,0.0054450319005386,1.0,1.0,3
labels_3,95,mv,0.0044078333333333,1.0,1.0,3
labels_3,95,ds,0.0034493333333333,1.0,1.0,3
labels_3,95,pec,0.0053595370224933,1.0,1.0,3
labels_3,96,mv,0.0050858333333333,0.8666666666666666,0.9333333333333332,3
labels_3,96,ds,0.0029259999999999,0.8666666666666666,0.9333333333333332,3
labels_3,96,pec,0.0049324375738895,0.8666666666666666,0.9333333333333332,3
labels_3,97,mv,0.0050711666666666,1.0,1.0,3
labels_3,97,ds,0.0040233333333333,1.0,1.0,3
labels_3,97,pec,0.0058888488384193,1.0,1.0,3
labels_3,98,mv,0.00578,1.0,1.0,3
labels_3,98,ds,0.0028491666666666,1.0,1.0,3
labels_3,98,pec,0.0051816047334311,1.0,1.0,3
labels_3,99,mv,0.0047844999999999,1.0,1.0,3
labels_3,99,ds,0.0031133333333333,1.0,1.0,3
labels_3,99,pec,0.0048945624447774,1.0,1.0,3
labels_5,0,mv,0.0029838333333333,1.0,1.0,5
labels_5,0,ds,0.0018726666666666,1.0,1.0,5
labels_5,0,pec,0.0027114793936647,1.0,1.0,5
labels_5,1,mv,0.0045938333333333,1.0,1.0,5
labels_5,1,ds,0.0021901666666666,1.0,1.0,5
labels_5,1,pec,0.0034775711291772,1.0,1.0,5
labels_5,2,mv,0.0028681666666666,1.0,1.0,5
labels_5,2,ds,0.0014103333333333,1.0,1.0,5
labels_5,2,pec,0.0020144363446494,1.0,1.0,5
labels_5,3,mv,0.0027658333333333,1.0,1.0,5
labels_5,3,ds,0.0013328333333333,1.0,1.0,5
labels_5,3,pec,0.0018084855420412,1.0,1.0,5
labels_5,4,mv,0.0039624999999999,1.0,1.0,5
labels_5,4,ds,0.0018893333333333,1.0,1.0,5
labels_5,4,pec,0.0031004802558594,1.0,1.0,5
labels_5,5,mv,0.0020755,1.0,1.0,5
labels_5,5,ds,0.001236,1.0,1.0,5
labels_5,5,pec,0.0023553209814255,1.0,1.0,5
labels_5,6,mv,0.0022728333333333,1.0,1.0,5
labels_5,6,ds,0.0015713333333333,1.0,1.0,5
labels_5,6,pec,0.0029397307186858,1.0,1.0,5
labels_5,7,mv,0.0018208333333333,1.0,1.0,5
labels_5,7,ds,0.0008466666666666,1.0,1.0,5
labels_5,7,pec,0.0015375796610172,1.0,1.0,5
labels_5,8,mv,0.002591,1.0,1.0,5
labels_5,8,ds,0.0019326666666666,1.0,1.0,5
labels_5,8,pec,0.0026391137788005,1.0,1.0,5
labels_5,9,mv,0.0023103333333333,1.0,1.0,5
labels_5,9,ds,0.001451,1.0,1.0,5
labels_5,9,pec,0.0021640635725373,1.0,1.0,5
labels_5,10,mv,0.0027346666666666,1.0,1.0,5
labels_5,10,ds,0.0023474999999999,1.0,1.0,5
labels_5,10,pec,0.0031222644872792,1.0,1.0,5
labels_5,11,mv,0.0030803333333333,1.0,1.0,5
labels_5,11,ds,0.0017303333333333,1.0,1.0,5
labels_5,11,pec,0.0024121634000677,1.0,1.0,5
labels_5,12,mv,0.0029316666666666,1.0,1.0,5
labels_5,12,ds,0.0014395,1.0,1.0,5
labels_5,12,pec,0.002103425119187,1.0,1.0,5
labels_5,13,mv,0.0026475,1.0,1.0,5
labels_5,13,ds,0.0014538333333333,1.0,1.0,5
labels_5,13,pec,0.0023059742958231,1.0,1.0,5
labels_5,14,mv,0.0021659999999999,1.0,1.0,5
labels_5,14,ds,0.0015651666666666,1.0,1.0,5
labels_5,14,pec,0.0023855597619799,1.0,1.0,5
labels_5,15,mv,0.0026625,1.0,1.0,5
labels_5,15,ds,0.0014053333333333,1.0,1.0,5
labels_5,15,pec,0.0022684531761622,1.0,1.0,5
labels_5,16,mv,0.0025051666666666,1.0,1.0,5
labels_5,16,ds,0.0018169999999999,1.0,1.0,5
labels_5,16,pec,0.0028163637664001,1.0,1.0,5
labels_5,17,mv,0.002444,1.0,1.0,5
labels_5,17,ds,0.0012516666666666,1.0,1.0,5
labels_5,17,pec,0.0017815448693008,1.0,1.0,5
labels_5,18,mv,0.0023761666666666,1.0,1.0,5
labels_5,18,ds,0.0010664999999999,1.0,1.0,5
labels_5,18,pec,0.0020773965228478,1.0,1.0,5
labels_5,19,mv,0.0030881666666666,0.8666666666666666,0.9333333333333332,5
labels_5,19,ds,0.0018856666666666,1.0,1.0,5
labels_5,19,pec,0.003048807620231,1.0,1.0,5
labels_5,20,mv,0.0025529999999999,1.0,1.0,5
labels_5,20,ds,0.0009528333333333,1.0,1.0,5
labels_5,20,pec,0.0013376783740331,1.0,1.0,5
labels_5,21,mv,0.0020824999999999,1.0,1.0,5
labels_5,21,ds,0.000828,1.0,1.0,5
labels_5,21,pec,0.0013009789050909,1.0,1.0,5
labels_5,22,mv,0.0025353333333333,1.0,1.0,5
labels_5,22,ds,0.0011053333333333,1.0,1.0,5
labels_5,22,pec,0.0018347263121076,1.0,1.0,5
labels_5,23,mv,0.0024258333333333,1.0,1.0,5
labels_5,23,ds,0.001312,1.0,1.0,5
labels_5,23,pec,0.0021772910785305,1.0,1.0,5
labels_5,24,mv,0.0027346666666666,1.0,1.0,5
labels_5,24,ds,0.0014683333333333,1.0,1.0,5
labels_5,24,pec,0.0020878937587047,1.0,1.0,5
labels_5,25,mv,0.0028464999999999,1.0,1.0,5
labels_5,25,ds,0.001559,1.0,1.0,5
labels_5,25,pec,0.0023812734935502,1.0,1.0,5
labels_5,26,mv,0.0023276666666666,1.0,1.0,5
labels_5,26,ds,0.0014279999999999,1.0,1.0,5
labels_5,26,pec,0.0023810384224269,1.0,1.0,5
labels_5,27,mv,0.002577,1.0,1.0,5
labels_5,27,ds,0.0019576666666666,1.0,1.0,5
labels_5,27,pec,0.0028369162942313,1.0,1.0,5
labels_5,28,mv,0.0029236666666666,1.0,1.0,5
labels_5,28,ds,0.0017329999999999,1.0,1.0,5
labels_5,28,pec,0.0022850430300169,1.0,1.0,5
labels_5,29,mv,0.001944,0.8666666666666666,0.9333333333333332,5
labels_5,29,ds,0.001227,1.0,1.0,5
labels_5,29,pec,0.0022313387698756,1.0,1.0,5
labels_5,30,mv,0.0035295,1.0,1.0,5
labels_5,30,ds,0.0018085,0.8666666666666666,0.9333333333333332,5
labels_5,30,pec,0.002618732387797,0.8666666666666666,0.9333333333333332,5
labels_5,31,mv,0.0029473333333333,1.0,1.0,5
labels_5,31,ds,0.0019523333333333,1.0,1.0,5
labels_5,31,pec,0.0027177181560141,1.0,1.0,5
labels_5,32,mv,0.0023298333333333,1.0,1.0,5
labels_5,32,ds,0.0021958333333333,1.0,1.0,5
labels_5,32,pec,0.0024517938889312,1.0,1.0,5
labels_5,33,mv,0.0025356666666666,1.0,1.0,5
labels_5,33,ds,0.0021754999999999,1.0,1.0,5
labels_5,33,pec,0.0031173200927922,1.0,1.0,5
labels_5,34,mv,0.0028743333333333,1.0,1.0,5
labels_5,34,ds,0.0014791666666666,1.0,1.0,5
labels_5,34,pec,0.0025633821005011,1.0,1.0,5
labels_5,35,mv,0.0022373333333333,1.0,1.0,5
labels_5,35,ds,0.0015065,1.0,1.0,5
labels_5,35,pec,0.002176767796062,1.0,1.0,5
labels_5,36,mv,0.0033293333333333,1.0,1.0,5
labels_5,36,ds,0.0015236666666666,1.0,1.0,5
labels_5,36,pec,0.0025444989531857,1.0,1.0,5
labels_5,37,mv,0.0026678333333333,1.0,1.0,5
labels_5,37,ds,0.0016245,1.0,1.0,5
labels_5,37,pec,0.0025167574341892,1.0,1.0,5
labels_5,38,mv,0.0028506666666666,1.0,1.0,5
labels_5,38,ds,0.0016903333333333,1.0,1.0,5
labels_5,38,pec,0.0023605737206802,1.0,1.0,5
labels_5,39,mv,0.0019943333333333,1.0,1.0,5
labels_5,39,ds,0.0010013333333333,1.0,1.0,5
labels_5,39,pec,0.0018848937409742,1.0,1.0,5
labels_5,40,mv,0.0022378333333333,1.0,1.0,5
labels_5,40,ds,0.0009973333333333,1.0,1.0,5
labels_5,40,pec,0.0015499706701127,1.0,1.0,5
labels_5,41,mv,0.0029288333333333,1.0,1.0,5
labels_5,41,ds,0.0020463333333333,1.0,1.0,5
labels_5,41,pec,0.0032362912140296,1.0,1.0,5
labels_5,42,mv,0.0028425,1.0,1.0,5
labels_5,42,ds,0.0020824999999999,1.0,1.0,5
labels_5,42,pec,0.0032102726705071,1.0,1.0,5
labels_5,43,mv,0.0025336666666666,1.0,1.0,5
labels_5,43,ds,0.0016704999999999,1.0,1.0,5
labels_5,43,pec,0.0023336128667834,1.0,1.0,5
labels_5,44,mv,0.0020096666666666,1.0,1.0,5
labels_5,44,ds,0.0011378333333333,1.0,1.0,5
labels_5,44,pec,0.0018379675059384,1.0,1.0,5
labels_5,45,mv,0.0024051666666666,1.0,1.0,5
labels_5,45,ds,0.0009303333333333,1.0,1.0,5
labels_5,45,pec,0.001637669457343,1.0,1.0,5
labels_5,46,mv,0.0022783333333333,1.0,1.0,5
labels_5,46,ds,0.0010698333333333,1.0,1.0,5
labels_5,46,pec,0.0018140201870715,1.0,1.0,5
labels_5,47,mv,0.0030854999999999,1.0,1.0,5
labels_5,47,ds,0.0026319999999999,1.0,1.0,5
labels_5,47,pec,0.003564217120182,1.0,1.0,5
labels_5,48,mv,0.0020985,1.0,1.0,5
labels_5,48,ds,0.0013943333333333,1.0,1.0,5
labels_5,48,pec,0.0021068260538858,1.0,1.0,5
labels_5,49,mv,0.0020116666666666,1.0,1.0,5
labels_5,49,ds,0.0011221666666666,1.0,1.0,5
labels_5,49,pec,0.002162353546969,1.0,1.0,5
labels_5,50,mv,0.0019616666666666,1.0,1.0,5
labels_5,50,ds,0.0011845,1.0,1.0,5
labels_5,50,pec,0.002021984162605,1.0,1.0,5
labels_5,51,mv,0.0025878333333333,1.0,1.0,5
labels_5,51,ds,0.0015636666666666,1.0,1.0,5
labels_5,51,pec,0.0023194528592328,1.0,1.0,5
labels_5,52,mv,0.0021126666666666,1.0,1.0,5
labels_5,52,ds,0.0018854999999999,1.0,1.0,5
labels_5,52,pec,0.0025564864074361,1.0,1.0,5
labels_5,53,mv,0.0021193333333333,1.0,1.0,5
labels_5,53,ds,0.0013324999999999,1.0,1.0,5
labels_5,53,pec,0.0015094870072761,1.0,1.0,5
labels_5,54,mv,0.0022643333333333,1.0,1.0,5
labels_5,54,ds,0.0011336666666666,1.0,1.0,5
labels_5,54,pec,0.0021496171666444,1.0,1.0,5
labels_5,55,mv,0.0027208333333333,1.0,1.0,5
labels_5,55,ds,0.0014036666666666,1.0,1.0,5
labels_5,55,pec,0.002206207944925,1.0,1.0,5
labels_5,56,mv,0.002154,1.0,1.0,5
labels_5,56,ds,0.0010866666666666,1.0,1.0,5
labels_5,56,pec,0.0017516286245554,1.0,1.0,5
labels_5,57,mv,0.0025343333333333,1.0,1.0,5
labels_5,57,ds,0.0013781666666666,1.0,1.0,5
labels_5,57,pec,0.002126884602023,1.0,1.0,5
