config,repetition,method,mse,kendall_tau,ranking_accuracy,lenient_fraction
lenient_00,15,pec,0.0016874697319927932,0.9999999999999999,1.0,0.0
lenient_00,16,mv,0.0017399999999999991,0.9999999999999999,1.0,0.0
lenient_00,16,ds,0.001994333333333332,0.9999999999999999,1.0,0.0
lenient_00,16,pec,0.0026854478859056024,0.9999999999999999,1.0,0.0
lenient_00,17,mv,0.0020391666666666674,0.9999999999999999,1.0,0.0
lenient_00,17,ds,0.0010773333333333331,0.9999999999999999,1.0,0.0
lenient_00,17,pec,0.001559712477137195,0.9999999999999999,1.0,0.0
lenient_00,18,mv,0.0016165000000000005,0.9999999999999999,1.0,0.0
lenient_00,18,ds,0.0013253333333333335,0.9999999999999999,1.0,0.0
lenient_00,18,pec,0.0017091982181101813,0.9999999999999999,1.0,0.0
lenient_00,19,mv,0.0022951666666666632,0.9999999999999999,1.0,0.0
lenient_00,19,ds,0.001722166666666666,0.8666666666666666,0.9333333333333333,0.0
lenient_00,19,pec,0.0022118015003994465,0.9999999999999999,1.0,0.0
lenient_00,20,mv,0.0014781666666666665,0.9999999999999999,1.0,0.0
lenient_00,20,ds,0.0009896666666666663,0.9999999999999999,1.0,0.0
lenient_00,20,pec,0.0012026069269080529,0.9999999999999999,1.0,0.0
lenient_00,21,mv,0.0011513333333333339,0.9999999999999999,1.0,0.0
lenient_00,21,ds,0.0007475000000000011,0.9999999999999999,1.0,0.0
lenient_00,21,pec,0.0011510252034992886,0.9999999999999999,1.0,0.0
lenient_00,22,mv,0.0017331666666666656,0.9999999999999999,1.0,0.0
lenient_00,22,ds,0.0010478333333333336,0.9999999999999999,1.0,0.0
lenient_00,22,pec,0.0014328614560062995,0.9999999999999999,1.0,0.0
lenient_00,23,mv,0.0017671666666666678,0.9999999999999999,1.0,0.0
lenient_00,23,ds,0.0010060000000000004,0.9999999999999999,1.0,0.0
lenient_00,23,pec,0.0014739813775952538,0.9999999999999999,1.0,0.0
lenient_00,24,mv,0.0016853333333333332,0.9999999999999999,1.0,0.0
lenient_00,24,ds,0.0012634999999999996,0.9999999999999999,1.0,0.0
lenient_00,24,pec,0.0016706625329113948,0.9999999999999999,1.0,0.0
lenient_00,25,mv,0.0022143333333333316,0.9999999999999999,1.0,0.0
lenient_00,25,ds,0.0012185000000000013,0.9999999999999999,1.0,0.0
lenient_00,25,pec,0.0017254880155671655,0.9999999999999999,1.0,0.0
lenient_00,26,mv,0.0016071666666666673,0.9999999999999999,1.0,0.0
lenient_00,26,ds,0.0012305000000000003,0.9999999999999999,1.0,0.0
lenient_00,26,pec,0.0017025870005877306,0.9999999999999999,1.0,0.0
lenient_00,27,mv,0.0018985000000000026,0.9999999999999999,1.0,0.0
lenient_00,27,ds,0.0017325000000000025,0.9999999999999999,1.0,0.0
lenient_00,27,pec,0.0024192783562550393,0.9999999999999999,1.0,0.0
lenient_00,28,mv,0.0023411666666666646,0.9999999999999999,1.0,0.0
lenient_00,28,ds,0.0014860000000000006,0.9999999999999999,1.0,0.0
lenient_00,28,pec,0.0018189077229740353,0.9999999999999999,1.0,0.0
lenient_00,29,mv,0.0010993333333333348,0.9999999999999999,1.0,0.0
lenient_00,29,ds,0.0007575000000000004,0.9999999999999999,1.0,0.0
lenient_00,29,pec,0.001260832998420259,0.9999999999999999,1.0,0.0
lenient_00,30,mv,0.002115333333333337,0.8666666666666666,0.9333333333333333,0.0
lenient_00,30,ds,0.0014045000000000023,0.8666666666666666,0.9333333333333333,0.0
lenient_00,30,pec,0.002082562193377585,0.8666666666666666,0.9333333333333333,0.0
lenient_00,31,mv,0.0021591666666666673,0.9999999999999999,1.0,0.0
lenient_00,31,ds,0.0014853333333333333,0.9999999999999999,1.0,0.0
lenient_00,31,pec,0.0019433384593518347,0.9999999999999999,1.0,0.0
lenient_00,32,mv,0.0014593333333333327,0.9999999999999999,1.0,0.0
lenient_00,32,ds,0.0017174999999999992,0.9999999999999999,1.0,0.0
lenient_00,32,pec,0.002013720157017992,0.9999999999999999,1.0,0.0
lenient_00,33,mv,0.0022911666666666644,0.9999999999999999,1.0,0.0
lenient_00,33,ds,0.0017579999999999998,0.9999999999999999,1.0,0.0
lenient_00,33,pec,0.002298853393901854,0.9999999999999999,1.0,0.0
lenient_00,34,mv,0.002050833333333333,0.9999999999999999,1.0,0.0
lenient_00,34,ds,0.0013994999999999997,0.9999999999999999,1.0,0.0
lenient_00,34,pec,0.0022236414693535215,0.9999999999999999,1.0,0.0
lenient_00,35,mv,0.0018248333333333317,0.9999999999999999,1.0,0.0
lenient_00,35,ds,0.0010356666666666678,0.9999999999999999,1.0,0.0
lenient_00,35,pec,0.001413027812519431,0.9999999999999999,1.0,0.0
lenient_00,36,mv,0.0018911666666666666,0.9999999999999999,1.0,0.0
lenient_00,36,ds,0.0011133333333333344,0.9999999999999999,1.0,0.0
lenient_00,36,pec,0.0018905037804822413,0.9999999999999999,1.0,0.0
lenient_00,37,mv,0.0015571666666666679,0.9999999999999999,1.0,0.0
lenient_00,37,ds,0.0012385000000000015,0.9999999999999999,1.0,0.0
lenient_00,37,pec,0.0018070472900578569,0.9999999999999999,1.0,0.0
lenient_00,38,mv,0.0018775000000000005,0.9999999999999999,1.0,0.0
lenient_00,38,ds,0.001164499999999999,0.9999999999999999,1.0,0.0
lenient_00,38,pec,0.001504782395856165,0.9999999999999999,1.0,0.0
lenient_00,39,mv,0.0013079999999999995,0.9999999999999999,1.0,0.0
lenient_00,39,ds,0.0007538333333333324,0.9999999999999999,1.0,0.0
lenient_00,39,pec,0.0013001306246505108,0.9999999999999999,1.0,0.0
lenient_00,40,mv,0.0012266666666666682,0.9999999999999999,1.0,0.0
lenient_00,40,ds,0.0008715000000000007,0.9999999999999999,1.0,0.0
lenient_00,40,pec,0.0012306660019451258,0.9999999999999999,1.0,0.0
lenient_00,41,mv,0.0025318333333333326,0.9999999999999999,1.0,0.0
lenient_00,41,ds,0.002012833333333334,0.9999999999999999,1.0,0.0
lenient_00,41,pec,0.002969841375004201,0.9999999999999999,1.0,0.0
lenient_00,42,mv,0.0018490000000000008,0.9999999999999999,1.0,0.0
lenient_00,42,ds,0.0018238333333333336,0.9999999999999999,1.0,0.0
lenient_00,42,pec,0.0023765072748078955,0.9999999999999999,1.0,0.0
lenient_00,43,mv,0.001823333333333331,0.9999999999999999,1.0,0.0
lenient_00,43,ds,0.001223666666666666,0.9999999999999999,1.0,0.0
lenient_00,43,pec,0.0018745421986054265,0.9999999999999999,1.0,0.0
lenient_00,44,mv,0.0014268333333333353,0.9999999999999999,1.0,0.0
lenient_00,44,ds,0.0008366666666666675,0.9999999999999999,1.0,0.0
lenient_00,44,pec,0.0014482223997282636,0.9999999999999999,1.0,0.0
lenient_00,45,mv,0.0016405000000000022,0.9999999999999999,1.0,0.0
lenient_00,45,ds,0.0008456666666666673,0.9999999999999999,1.0,0.0
lenient_00,45,pec,0.0011697745906996536,0.9999999999999999,1.0,0.0
lenient_00,46,mv,0.0013338333333333334,0.9999999999999999,1.0,0.0
lenient_00,46,ds,0.0007586666666666671,0.9999999999999999,1.0,0.0
lenient_00,46,pec,0.0013862392132262587,0.9999999999999999,1.0,0.0
lenient_00,47,mv,0.0027404999999999977,0.9999999999999999,1.0,0.0
lenient_00,47,ds,0.001963666666666664,0.9999999999999999,1.0,0.0
lenient_00,47,pec,0.002636930819588676,0.9999999999999999,1.0,0.0
lenient_00,48,mv,0.0011303333333333332,0.9999999999999999,1.0,0.0
lenient_00,48,ds,0.0009286666666666674,0.9999999999999999,1.0,0.0
lenient_00,48,pec,0.0014066053219058833,0.9999999999999999,1.0,0.0
lenient_00,49,mv,0.001340666666666668,0.9999999999999999,1.0,0.0
lenient_00,49,ds,0.0007121666666666668,0.9999999999999999,1.0,0.0
lenient_00,49,pec,0.0012495777569455047,0.9999999999999999,1.0,0.0
lenient_00,50,mv,0.0010968333333333331,0.9999999999999999,1.0,0.0
lenient_00,50,ds,0.0009095000000000003,0.9999999999999999,1.0,0.0
lenient_00,50,pec,0.0015724525601341448,0.9999999999999999,1.0,0.0
lenient_00,51,mv,0.0014378333333333326,0.9999999999999999,1.0,0.0
lenient_00,51,ds,0.0008676666666666668,0.9999999999999999,1.0,0.0
lenient_00,51,pec,0.001485394230857383,0.9999999999999999,1.0,0.0
lenient_00,52,mv,0.001556000000000002,0.9999999999999999,1.0,0.0
lenient_00,52,ds,0.0010760000000000012,0.9999999999999999,1.0,0.0
lenient_00,52,pec,0.0016185445853375583,0.9999999999999999,1.0,0.0
lenient_00,53,mv,0.0019121666666666644,0.9999999999999999,1.0,0.0
lenient_00,53,ds,0.0011513333333333326,0.9999999999999999,1.0,0.0
lenient_00,53,pec,0.001369343140284112,0.9999999999999999,1.0,0.0
lenient_00,54,mv,0.0014518333333333338,0.9999999999999999,1.0,0.0
lenient_00,54,ds,0.0008383333333333336,0.9999999999999999,1.0,0.0
lenient_00,54,pec,0.0013876952581629144,0.9999999999999999,1.0,0.0
lenient_00,55,mv,0.0018291666666666667,0.9999999999999999,1.0,0.0
lenient_00,55,ds,0.0011214999999999995,0.9999999999999999,1.0,0.0
lenient_00,55,pec,0.001802352057548768,0.9999999999999999,1.0,0.0
lenient_00,56,mv,0.0016406666666666677,0.9999999999999999,1.0,0.0
lenient_00,56,ds,0.0008743333333333342,0.9999999999999999,1.0,0.0
lenient_00,56,pec,0.00140659194666677,0.9999999999999999,1.0,0.0
lenient_00,57,mv,0.0014978333333333347,0.9999999999999999,1.0,0.0
lenient_00,57,ds,0.001074333333333334,0.9999999999999999,1.0,0.0
lenient_00,57,pec,0.001444430932119451,0.9999999999999999,1.0,0.0
lenient_00,58,mv,0.0024918333333333324,0.9999999999999999,1.0,0.0
lenient_00,58,ds,0.0012716666666666681,0.9999999999999999,1.0,0.0
lenient_00,58,pec,0.0020438819849190304,0.9999999999999999,1.0,0.0
lenient_00,59,mv,0.0018064999999999984,0.9999999999999999,1.0,0.0
lenient_00,59,ds,0.0016171666666666676,0.9999999999999999,1.0,0.0
lenient_00,59,pec,0.0018655992548680326,0.9999999999999999,1.0,0.0
lenient_00,60,mv,0.0014583333333333308,0.9999999999999999,1.0,0.0
lenient_00,60,ds,0.0007938333333333338,0.9999999999999999,1.0,0.0
lenient_00,60,pec,0.0011610510347957181,0.9999999999999999,1.0,0.0
lenient_00,61,mv,0.0018521666666666662,0.9999999999999999,1.0,0.0
lenient_00,61,ds,0.0011966666666666673,0.9999999999999999,1.0,0.0
lenient_00,61,pec,0.0019259634090562589,0.9999999999999999,1.0,0.0
lenient_00,62,mv,0.0018430000000000028,0.9999999999999999,1.0,0.0
lenient_00,62,ds,0.0013225000000000025,0.9999999999999999,1.0,0.0
lenient_00,62,pec,0.0021307323270021708,0.9999999999999999,1.0,0.0
lenient_00,63,mv,0.0017576666666666654,0.9999999999999999,1.0,0.0
lenient_00,63,ds,0.000968833333333334,0.9999999999999999,1.0,0.0
lenient_00,63,pec,0.0013987360765240668,0.9999999999999999,1.0,0.0
lenient_00,64,mv,0.0019053333333333316,0.9999999999999999,1.0,0.0
lenient_00,64,ds,0.0012994999999999981,0.9999999999999999,1.0,0.0
lenient_00,64,pec,0.00205504398364098,0.9999999999999999,1.0,0.0
lenient_00,65,mv,0.0023056666666666646,0.9999999999999999,1.0,0.0
lenient_00,65,ds,0.0017401666666666648,0.9999999999999999,1.0,0.0
lenient_00,65,pec,0.0025624513613298045,0.9999999999999999,1.0,0.0
lenient_00,66,mv,0.000843666666666667,0.9999999999999999,1.0,0.0
lenient_00,66,ds,0.0005473333333333332,0.9999999999999999,1.0,0.0
lenient_00,66,pec,0.0008765723130212278,0.9999999999999999,1.0,0.0
lenient_00,67,mv,0.001886833333333335,0.9999999999999999,1.0,0.0
lenient_00,67,ds,0.0012025000000000007,0.9999999999999999,1.0,0.0
lenient_00,67,pec,0.0018776875934194152,0.9999999999999999,1.0,0.0
lenient_00,68,mv,0.0021278333333333323,0.9999999999999999,1.0,0.0
lenient_00,68,ds,0.0017975000000000007,0.9999999999999999,1.0,0.0
lenient_00,68,pec,0.002353143456278861,0.9999999999999999,1.0,0.0
lenient_00,69,mv,0.0016871666666666665,0.9999999999999999,1.0,0.0
lenient_00,69,ds,0.001212833333333333,0.9999999999999999,1.0,0.0
lenient_00,69,pec,0.0016284054561690553,0.9999999999999999,1.0,0.0
lenient_00,70,mv,0.0019569999999999982,0.9999999999999999,1.0,0.0
lenient_00,70,ds,0.0016068333333333332,0.9999999999999999,1.0,0.0
lenient_00,70,pec,0.0021287965651142927,0.9999999999999999,1.0,0.0
lenient_00,71,mv,0.001881,0.9999999999999999,1.0,0.0
lenient_00,71,ds,0.0016791666666666665,0.9999999999999999,1.0,0.0
lenient_00,71,pec,0.002448631281439714,0.9999999999999999,1.0,0.0
lenient_00,72,mv,0.001685666666666668,0.9999999999999999,1.0,0.0
lenient_00,72,ds,0.001100500000000001,0.9999999999999999,1.0,0.0
lenient_00,72,pec,0.0014743554984607407,0.9999999999999999,1.0,0.0
lenient_00,73,mv,0.0015176666666666672,0.9999999999999999,1.0,0.0
lenient_00,73,ds,0.000778333333333333,0.9999999999999999,1.0,0.0
lenient_00,73,pec,0.0014333239662461103,0.9999999999999999,1.0,0.0
lenient_00,74,mv,0.0017001666666666656,0.9999999999999999,1.0,0.0
lenient_00,74,ds,0.0010381666666666653,0.9999999999999999,1.0,0.0
lenient_00,74,pec,0.001568006205679993,0.9999999999999999,1.0,0.0
lenient_00,75,mv,0.002088333333333334,0.9999999999999999,1.0,0.0
lenient_00,75,ds,0.0016498333333333332,0.9999999999999999,1.0,0.0
lenient_00,75,pec,0.0020595094951190262,0.9999999999999999,1.0,0.0
lenient_00,76,mv,0.001743666666666667,0.9999999999999999,1.0,0.0
lenient_00,76,ds,0.0013461666666666663,0.9999999999999999,1.0,0.0
lenient_00,76,pec,0.001749461727276521,0.9999999999999999,1.0,0.0
lenient_00,77,mv,0.0018899999999999993,0.9999999999999999,1.0,0.0
lenient_00,77,ds,0.0013451666666666657,0.9999999999999999,1.0,0.0
lenient_00,77,pec,0.00203609411041146,0.9999999999999999,1.0,0.0
lenient_00,78,mv,0.0013458333333333332,0.9999999999999999,1.0,0.0
lenient_00,78,ds,0.0012578333333333328,0.9999999999999999,1.0,0.0
lenient_00,78,pec,0.0018233382651586447,0.9999999999999999,1.0,0.0
lenient_00,79,mv,0.0016954999999999997,0.9999999999999999,1.0,0.0
lenient_00,79,ds,0.0011768333333333327,0.9999999999999999,1.0,0.0
lenient_00,79,pec,0.0014657423221058298,0.9999999999999999,1.0,0.0
lenient_00,80,mv,0.0013558333333333339,0.9999999999999999,1.0,0.0
lenient_00,80,ds,0.0009570000000000004,0.9999999999999999,1.0,0.0
lenient_00,80,pec,0.0013581850228366898,0.9999999999999999,1.0,0.0
lenient_00,81,mv,0.0019985,0.9999999999999999,1.0,0.0
lenient_00,81,ds,0.001906166666666666,0.9999999999999999,1.0,0.0
lenient_00,81,pec,0.0021537531147646925,0.9999999999999999,1.0,0.0
lenient_00,82,mv,0.0017316666666666643,0.9999999999999999,1.0,0.0
lenient_00,82,ds,0.0009411666666666661,0.9999999999999999,1.0,0.0
lenient_00,82,pec,0.0015972414979155906,0.9999999999999999,1.0,0.0
lenient_00,83,mv,0.0013500000000000007,0.9999999999999999,1.0,0.0
lenient_00,83,ds,0.0006500000000000002,0.9999999999999999,1.0,0.0
lenient_00,83,pec,0.0011140372341426636,0.9999999999999999,1.0,0.0
lenient_00,84,mv,0.0019005,0.9999999999999999,1.0,0.0
lenient_00,84,ds,0.0015238333333333343,0.9999999999999999,1.0,0.0
lenient_00,84,pec,0.0022350102343813793,0.9999999999999999,1.0,0.0
lenient_00,85,mv,0.0016086666666666662,0.9999999999999999,1.0,0.0
lenient_00,85,ds,0.0011296666666666658,0.9999999999999999,1.0,0.0
lenient_00,85,pec,0.0016384561234754885,0.9999999999999999,1.0,0.0
lenient_00,86,mv,0.001432666666666666,0.8666666666666666,0.9333333333333333,0.0
lenient_00,86,ds,0.0011545000000000008,0.8666666666666666,0.9333333333333333,0.0
lenient_00,86,pec,0.001768475817011773,0.8666666666666666,0.9333333333333333,0.0
lenient_00,87,mv,0.0015716666666666657,0.9999999999999999,1.0,0.0
lenient_00,87,ds,0.000994999999999999,0.9999999999999999,1.0,0.0
lenient_00,87,pec,0.0016938181532066658,0.9999999999999999,1.0,0.0
lenient_00,88,mv,0.001125833333333333,0.9999999999999999,1.0,0.0
lenient_00,88,ds,0.0006648333333333327,0.9999999999999999,1.0,0.0
lenient_00,88,pec,0.0012604486818628248,0.9999999999999999,1.0,0.0
lenient_00,89,mv,0.0018931666666666645,0.9999999999999999,1.0,0.0
lenient_00,89,ds,0.0013204999999999994,0.9999999999999999,1.0,0.0
lenient_00,89,pec,0.0018200597758559513,0.9999999999999999,1.0,0.0
lenient_00,90,mv,0.002012666666666666,0.9999999999999999,1.0,0.0
lenient_00,90,ds,0.0013186666666666683,0.9999999999999999,1.0,0.0
lenient_00,90,pec,0.0016503332546845596,0.9999999999999999,1.0,0.0
lenient_00,91,mv,0.0014678333333333323,0.9999999999999999,1.0,0.0
lenient_00,91,ds,0.0012668333333333323,0.9999999999999999,1.0,0.0
lenient_00,91,pec,0.0019070822193011851,0.9999999999999999,1.0,0.0
lenient_00,92,mv,0.0014541666666666672,0.9999999999999999,1.0,0.0
lenient_00,92,ds,0.0011045000000000002,0.9999999999999999,1.0,0.0
lenient_00,92,pec,0.0017213260485579747,0.9999999999999999,1.0,0.0
lenient_00,93,mv,0.002005666666666667,0.9999999999999999,1.0,0.0
lenient_00,93,ds,0.0012426666666666673,0.9999999999999999,1.0,0.0
lenient_00,93,pec,0.0017637774436226649,0.9999999999999999,1.0,0.0
lenient_00,94,mv,0.0020745000000000004,0.9999999999999999,1.0,0.0
lenient_00,94,ds,0.0013318333333333333,0.9999999999999999,1.0,0.0
lenient_00,94,pec,0.0018900661647520897,0.9999999999999999,1.0,0.0
lenient_00,95,mv,0.0016958333333333337,0.9999999999999999,1.0,0.0
lenient_00,95,ds,0.0009720000000000006,0.9999999999999999,1.0,0.0
lenient_00,95,pec,0.0013747039789119106,0.9999999999999999,1.0,0.0
lenient_00,96,mv,0.0019258333333333315,0.9999999999999999,1.0,0.0
lenient_00,96,ds,0.001259500000000001,0.9999999999999999,1.0,0.0
lenient_00,96,pec,0.0019187252097610432,0.9999999999999999,1.0,0.0
lenient_00,97,mv,0.0021905000000000006,0.9999999999999999,1.0,0.0
lenient_00,97,ds,0.0019605,0.9999999999999999,1.0,0.0
lenient_00,97,pec,0.0026184841193098007,0.9999999999999999,1.0,0.0
lenient_00,98,mv,0.0021081666666666657,0.9999999999999999,1.0,0.0
lenient_00,98,ds,0.001584833333333334,0.9999999999999999,1.0,0.0
lenient_00,98,pec,0.0022381077175611976,0.9999999999999999,1.0,0.0
lenient_00,99,mv,0.0019260000000000021,0.9999999999999999,1.0,0.0
lenient_00,99,ds,0.0012725000000000008,0.9999999999999999,1.0,0.0
lenient_00,99,pec,0.001935363988164333,0.9999999999999999,1.0,0.0
lenient_10,0,mv,0.0023858333333333336,0.9999999999999999,1.0,0.1
lenient_10,0,ds,0.0015203333333333334,0.9999999999999999,1.0,0.1
lenient_10,0,pec,0.0021106558180451285,0.9999999999999999,1.0,0.1
lenient_10,1,mv,0.003178,0.9999999999999999,1.0,0.1
lenient_10,1,ds,0.0020913333333333335,0.9999999999999999,1.0,0.1
lenient_10,1,pec,0.0028541941584917384,0.9999999999999999,1.0,0.1
lenient_10,2,mv,0.002126833333333333,0.9999999999999999,1.0,0.1
lenient_10,2,ds,0.0012326666666666668,0.9999999999999999,1.0,0.1
lenient_10,2,pec,0.0018604536800421532,0.9999999999999999,1.0,0.1
lenient_10,3,mv,0.00203,0.9999999999999999,1.0,0.1
lenient_10,3,ds,0.0013949999999999993,0.9999999999999999,1.0,0.1
lenient_10,3,pec,0.0018872205061914588,0.9999999999999999,1.0,0.1
lenient_10,4,mv,0.0030068333333333357,0.9999999999999999,1.0,0.1
lenient_10,4,ds,0.001627333333333334,0.9999999999999999,1.0,0.1
lenient_10,4,pec,0.002848342612722049,0.9999999999999999,1.0,0.1
lenient_10,5,mv,0.001469500000000001,0.9999999999999999,1.0,0.1
lenient_10,5,ds,0.0013336666666666668,0.9999999999999999,1.0,0.1
lenient_10,5,pec,0.0018532578914522882,0.9999999999999999,1.0,0.1
lenient_10,6,mv,0.0018905,0.9999999999999999,1.0,0.1
lenient_10,6,ds,0.001259833333333334,0.9999999999999999,1.0,0.1
lenient_10,6,pec,0.0020195823348501778,0.9999999999999999,1.0,0.1
lenient_10,7,mv,0.001119333333333334,0.9999999999999999,1.0,0.1
lenient_10,7,ds,0.0005651666666666666,0.9999999999999999,1.0,0.1
lenient_10,7,pec,0.0009637478490429553,0.9999999999999999,1.0,0.1
lenient_10,8,mv,0.0015858333333333334,0.9999999999999999,1.0,0.1
lenient_10,8,ds,0.001649833333333334,0.9999999999999999,1.0,0.1
lenient_10,8,pec,0.0025005218617510498,0.9999999999999999,1.0,0.1
lenient_10,9,mv,0.0018916666666666667,0.9999999999999999,1.0,0.1
lenient_10,9,ds,0.0014275000000000006,0.9999999999999999,1.0,0.1
lenient_10,9,pec,0.0021690452600836474,0.9999999999999999,1.0,0.1
lenient_10,10,mv,0.0020824999999999997,0.9999999999999999,1.0,0.1
lenient_10,10,ds,0.0017990000000000003,0.9999999999999999,1.0,0.1
lenient_10,10,pec,0.002636753780941987,0.9999999999999999,1.0,0.1
lenient_10,11,mv,0.0020588333333333296,0.9999999999999999,1.0,0.1
lenient_10,11,ds,0.0013254999999999975,0.9999999999999999,1.0,0.1
lenient_10,11,pec,0.0019368651855608413,0.9999999999999999,1.0,0.1
lenient_10,12,mv,0.002260499999999998,0.9999999999999999,1.0,0.1
lenient_10,12,ds,0.0011161666666666679,0.9999999999999999,1.0,0.1
lenient_10,12,pec,0.0017479967013665023,0.9999999999999999,1.0,0.1
lenient_10,13,mv,0.002087666666666667,0.9999999999999999,1.0,0.1
lenient_10,13,ds,0.0013266666666666676,0.9999999999999999,1.0,0.1
lenient_10,13,pec,0.002082376169974217,0.9999999999999999,1.0,0.1
lenient_10,14,mv,0.0017131666666666643,0.9999999999999999,1.0,0.1
lenient_10,14,ds,0.001283,0.9999999999999999,1.0,0.1
lenient_10,14,pec,0.002018346156682029,0.9999999999999999,1.0,0.1
lenient_10,15,mv,0.0021920000000000012,0.9999999999999999,1.0,0.1
lenient_10,15,ds,0.0012291666666666681,0.9999999999999999,1.0,0.1
lenient_10,15,pec,0.0018637428753686587,0.9999999999999999,1.0,0.1
lenient_10,16,mv,0.0017431666666666672,0.9999999999999999,1.0,0.1
lenient_10,16,ds,0.0013453333333333318,0.9999999999999999,1.0,0.1
lenient_10,16,pec,0.002092497495962795,0.9999999999999999,1.0,0.1
lenient_10,17,mv,0.001996333333333334,0.9999999999999999,1.0,0.1
lenient_10,17,ds,0.0008113333333333339,0.9999999999999999,1.0,0.1
lenient_10,17,pec,0.001156481995992147,0.9999999999999999,1.0,0.1
lenient_10,18,mv,0.0018201666666666676,0.9999999999999999,1.0,0.1
lenient_10,18,ds,0.0012483333333333335,0.9999999999999999,1.0,0.1
lenient_10,18,pec,0.0017662174010036312,0.9999999999999999,1.0,0.1
lenient_10,19,mv,0.0021454999999999994,0.9999999999999999,1.0,0.1
lenient_10,19,ds,0.001619166666666668,0.9999999999999999,1.0,0.1
lenient_10,19,pec,0.0020797398085612754,0.9999999999999999,1.0,0.1
lenient_10,20,mv,0.0018643333333333333,0.9999999999999999,1.0,0.1
lenient_10,20,ds,0.0008088333333333324,0.9999999999999999,1.0,0.1
lenient_10,20,pec,0.001173903878132062,0.9999999999999999,1.0,0.1
lenient_10,21,mv,0.0012245000000000016,0.9999999999999999,1.0,0.1
lenient_10,21,ds,0.0007376666666666677,0.9999999999999999,1.0,0.1
lenient_10,21,pec,0.0012608108749358738,0.9999999999999999,1.0,0.1
lenient_10,22,mv,0.0016018333333333336,0.9999999999999999,1.0,0.1
lenient_10,22,ds,0.0007713333333333334,0.9999999999999999,1.0,0.1
