config,repetition,method,mse,kendall_tau,ranking_accuracy,strict_fraction
strict_00,42,ds,0.0017850000000000003,0.9999999999999999,1.0,0.0
strict_00,42,pec,0.0022745367347456135,0.9999999999999999,1.0,0.0
strict_00,43,mv,0.0014646666666666669,0.9999999999999999,1.0,0.0
strict_00,43,ds,0.001201333333333333,0.9999999999999999,1.0,0.0
strict_00,43,pec,0.001534022087473852,0.9999999999999999,1.0,0.0
strict_00,44,mv,0.0013635000000000001,0.9999999999999999,1.0,0.0
strict_00,44,ds,0.0008616666666666678,0.9999999999999999,1.0,0.0
strict_00,44,pec,0.0015172113211897762,0.9999999999999999,1.0,0.0
strict_00,45,mv,0.0013938333333333337,0.9999999999999999,1.0,0.0
strict_00,45,ds,0.000925333333333335,0.9999999999999999,1.0,0.0
strict_00,45,pec,0.0012673915651101883,0.9999999999999999,1.0,0.0
strict_00,46,mv,0.0022298333333333354,0.9999999999999999,1.0,0.0
strict_00,46,ds,0.0011291666666666672,0.9999999999999999,1.0,0.0
strict_00,46,pec,0.0016594272344489878,0.9999999999999999,1.0,0.0
strict_00,47,mv,0.0025630000000000015,0.9999999999999999,1.0,0.0
strict_00,47,ds,0.0019624999999999985,0.9999999999999999,1.0,0.0
strict_00,47,pec,0.0024930406491402695,0.9999999999999999,1.0,0.0
strict_00,48,mv,0.0018391666666666676,0.9999999999999999,1.0,0.0
strict_00,48,ds,0.000998333333333333,0.9999999999999999,1.0,0.0
strict_00,48,pec,0.001430335023423366,0.9999999999999999,1.0,0.0
strict_00,49,mv,0.0018431666666666674,0.9999999999999999,1.0,0.0
strict_00,49,ds,0.0008913333333333344,0.9999999999999999,1.0,0.0
strict_00,49,pec,0.0013301997688462666,0.9999999999999999,1.0,0.0
strict_00,50,mv,0.0013824999999999994,0.9999999999999999,1.0,0.0
strict_00,50,ds,0.0009221666666666671,0.9999999999999999,1.0,0.0
strict_00,50,pec,0.0015141521462385971,0.9999999999999999,1.0,0.0
strict_00,51,mv,0.0020131666666666666,0.9999999999999999,1.0,0.0
strict_00,51,ds,0.0015220000000000001,0.9999999999999999,1.0,0.0
strict_00,51,pec,0.0019683132355890966,0.9999999999999999,1.0,0.0
strict_00,52,mv,0.0017288333333333329,0.9999999999999999,1.0,0.0
strict_00,52,ds,0.0011225000000000015,0.9999999999999999,1.0,0.0
strict_00,52,pec,0.0015094939811636386,0.9999999999999999,1.0,0.0
strict_00,53,mv,0.0017844999999999996,0.9999999999999999,1.0,0.0
strict_00,53,ds,0.0008476666666666655,0.9999999999999999,1.0,0.0
strict_00,53,pec,0.001122784705210652,0.9999999999999999,1.0,0.0
strict_00,54,mv,0.0012665,0.9999999999999999,1.0,0.0
strict_00,54,ds,0.0011436666666666672,0.9999999999999999,1.0,0.0
strict_00,54,pec,0.0016455262998300026,0.9999999999999999,1.0,0.0
strict_00,55,mv,0.0022803333333333326,0.9999999999999999,1.0,0.0
strict_00,55,ds,0.0014159999999999997,0.9999999999999999,1.0,0.0
strict_00,55,pec,0.002003331485827686,0.9999999999999999,1.0,0.0
strict_00,56,mv,0.0013703333333333345,0.9999999999999999,1.0,0.0
strict_00,56,ds,0.0009036666666666682,0.9999999999999999,1.0,0.0
strict_00,56,pec,0.0015123680481100436,0.9999999999999999,1.0,0.0
strict_00,57,mv,0.001741166666666668,0.9999999999999999,1.0,0.0
strict_00,57,ds,0.0011488333333333342,0.9999999999999999,1.0,0.0
strict_00,57,pec,0.0015150977076900131,0.9999999999999999,1.0,0.0
strict_00,58,mv,0.0022466666666666676,0.9999999999999999,1.0,0.0
strict_00,58,ds,0.001110666666666668,0.9999999999999999,1.0,0.0
strict_00,58,pec,0.0019639500584577464,0.9999999999999999,1.0,0.0
strict_00,59,mv,0.0017926666666666657,0.9999999999999999,1.0,0.0
strict_00,59,ds,0.0019209999999999989,0.9999999999999999,1.0,0.0
strict_00,59,pec,0.002212239015459284,0.9999999999999999,1.0,0.0
strict_00,60,mv,0.0016539999999999994,0.9999999999999999,1.0,0.0
strict_00,60,ds,0.001166166666666665,0.9999999999999999,1.0,0.0
strict_00,60,pec,0.0014330609605957285,0.9999999999999999,1.0,0.0
strict_00,61,mv,0.002333333333333333,0.9999999999999999,1.0,0.0
strict_00,61,ds,0.0013771666666666678,0.9999999999999999,1.0,0.0
strict_00,61,pec,0.0018456350478666345,0.9999999999999999,1.0,0.0
strict_00,62,mv,0.0018670000000000021,0.9999999999999999,1.0,0.0
strict_00,62,ds,0.0013438333333333355,0.9999999999999999,1.0,0.0
strict_00,62,pec,0.0020972921884725693,0.9999999999999999,1.0,0.0
strict_00,63,mv,0.001410666666666667,0.9999999999999999,1.0,0.0
strict_00,63,ds,0.0012463333333333343,0.9999999999999999,1.0,0.0
strict_00,63,pec,0.0015666297280674596,0.9999999999999999,1.0,0.0
strict_00,64,mv,0.0014645000000000003,0.9999999999999999,1.0,0.0
strict_00,64,ds,0.0012454999999999981,0.9999999999999999,1.0,0.0
strict_00,64,pec,0.001982351399091873,0.9999999999999999,1.0,0.0
strict_00,65,mv,0.002255333333333334,0.9999999999999999,1.0,0.0
strict_00,65,ds,0.001895499999999998,0.9999999999999999,1.0,0.0
strict_00,65,pec,0.0024899477625423476,0.9999999999999999,1.0,0.0
strict_00,66,mv,0.0012471666666666666,0.9999999999999999,1.0,0.0
strict_00,66,ds,0.0005245000000000003,0.9999999999999999,1.0,0.0
strict_00,66,pec,0.0007937570824137429,0.9999999999999999,1.0,0.0
strict_00,67,mv,0.001567666666666668,0.9999999999999999,1.0,0.0
strict_00,67,ds,0.0013313333333333339,0.9999999999999999,1.0,0.0
strict_00,67,pec,0.001815757935347769,0.9999999999999999,1.0,0.0
strict_00,68,mv,0.0023218333333333346,0.9999999999999999,1.0,0.0
strict_00,68,ds,0.0016716666666666661,0.9999999999999999,1.0,0.0
strict_00,68,pec,0.002136851278142514,0.9999999999999999,1.0,0.0
strict_00,69,mv,0.0020183333333333325,0.9999999999999999,1.0,0.0
strict_00,69,ds,0.0012329999999999997,0.9999999999999999,1.0,0.0
strict_00,69,pec,0.0015329371782003651,0.9999999999999999,1.0,0.0
strict_00,70,mv,0.0022809999999999996,0.9999999999999999,1.0,0.0
strict_00,70,ds,0.0014468333333333332,0.9999999999999999,1.0,0.0
strict_00,70,pec,0.0019053019848092867,0.9999999999999999,1.0,0.0
strict_00,71,mv,0.002299666666666668,0.9999999999999999,1.0,0.0
strict_00,71,ds,0.002066500000000001,0.9999999999999999,1.0,0.0
strict_00,71,pec,0.0027042747676726164,0.9999999999999999,1.0,0.0
strict_00,72,mv,0.0016421666666666683,0.9999999999999999,1.0,0.0
strict_00,72,ds,0.0007375000000000011,0.9999999999999999,1.0,0.0
strict_00,72,pec,0.001169943738615531,0.9999999999999999,1.0,0.0
strict_00,73,mv,0.0012658333333333347,0.9999999999999999,1.0,0.0
strict_00,73,ds,0.0009949999999999998,0.9999999999999999,1.0,0.0
strict_00,73,pec,0.0015470315128219723,0.9999999999999999,1.0,0.0
strict_00,74,mv,0.0009198333333333329,0.9999999999999999,1.0,0.0
strict_00,74,ds,0.001434499999999999,0.9999999999999999,1.0,0.0
strict_00,74,pec,0.002008299221881084,0.9999999999999999,1.0,0.0
strict_00,75,mv,0.002110666666666666,0.9999999999999999,1.0,0.0
strict_00,75,ds,0.0016231666666666669,0.9999999999999999,1.0,0.0
strict_00,75,pec,0.002015220839743556,0.9999999999999999,1.0,0.0
strict_00,76,mv,0.0022300000000000024,0.9999999999999999,1.0,0.0
strict_00,76,ds,0.0013513333333333337,0.9999999999999999,1.0,0.0
strict_00,76,pec,0.0017045694665192197,0.9999999999999999,1.0,0.0
strict_00,77,mv,0.0026185000000000015,0.9999999999999999,1.0,0.0
strict_00,77,ds,0.0012821666666666667,0.9999999999999999,1.0,0.0
strict_00,77,pec,0.002136571204368764,0.9999999999999999,1.0,0.0
strict_00,78,mv,0.001630666666666666,0.9999999999999999,1.0,0.0
strict_00,78,ds,0.0011488333333333329,0.9999999999999999,1.0,0.0
strict_00,78,pec,0.0017427468655358807,0.9999999999999999,1.0,0.0
strict_00,79,mv,0.002243833333333334,0.9999999999999999,1.0,0.0
strict_00,79,ds,0.0010591666666666664,0.9999999999999999,1.0,0.0
strict_00,79,pec,0.0015327310704446476,0.9999999999999999,1.0,0.0
strict_00,80,mv,0.001803333333333334,0.9999999999999999,1.0,0.0
strict_00,80,ds,0.0011083333333333333,0.9999999999999999,1.0,0.0
strict_00,80,pec,0.001517701457704284,0.9999999999999999,1.0,0.0
strict_00,81,mv,0.0021658333333333334,0.9999999999999999,1.0,0.0
strict_00,81,ds,0.0012378333333333334,0.9999999999999999,1.0,0.0
strict_00,81,pec,0.0017594910932883328,0.9999999999999999,1.0,0.0
strict_00,82,mv,0.0017938333333333341,0.9999999999999999,1.0,0.0
strict_00,82,ds,0.001365,0.9999999999999999,1.0,0.0
strict_00,82,pec,0.001932098523250614,0.9999999999999999,1.0,0.0
strict_00,83,mv,0.0017766666666666677,0.9999999999999999,1.0,0.0
strict_00,83,ds,0.0007436666666666665,0.9999999999999999,1.0,0.0
strict_00,83,pec,0.0011554521912019871,0.9999999999999999,1.0,0.0
strict_00,84,mv,0.0023343333333333337,0.9999999999999999,1.0,0.0
strict_00,84,ds,0.0016931666666666675,0.9999999999999999,1.0,0.0
strict_00,84,pec,0.002112878577095081,0.9999999999999999,1.0,0.0
strict_00,85,mv,0.0019343333333333333,0.9999999999999999,1.0,0.0
strict_00,85,ds,0.0011831666666666666,0.9999999999999999,1.0,0.0
strict_00,85,pec,0.0017580491290530072,0.9999999999999999,1.0,0.0
strict_00,86,mv,0.0023364999999999996,0.8666666666666666,0.9333333333333333,0.0
strict_00,86,ds,0.0013533333333333325,0.8666666666666666,0.9333333333333333,0.0
strict_00,86,pec,0.0019099299000018856,0.8666666666666666,0.9333333333333333,0.0
strict_00,87,mv,0.0022556666666666684,0.9999999999999999,1.0,0.0
strict_00,87,ds,0.0011331666666666651,0.9999999999999999,1.0,0.0
strict_00,87,pec,0.0017274498647751187,0.9999999999999999,1.0,0.0
strict_00,88,mv,0.001936000000000001,0.9999999999999999,1.0,0.0
strict_00,88,ds,0.0006071666666666669,0.9999999999999999,1.0,0.0
strict_00,88,pec,0.001085442475006853,0.9999999999999999,1.0,0.0
strict_00,89,mv,0.002085166666666667,0.9999999999999999,1.0,0.0
strict_00,89,ds,0.001091999999999999,0.9999999999999999,1.0,0.0
strict_00,89,pec,0.0016163110351034154,0.9999999999999999,1.0,0.0
strict_00,90,mv,0.002168333333333334,0.9999999999999999,1.0,0.0
strict_00,90,ds,0.001603333333333336,0.9999999999999999,1.0,0.0
strict_00,90,pec,0.001692825660378805,0.9999999999999999,1.0,0.0
strict_00,91,mv,0.0015640000000000005,0.9999999999999999,1.0,0.0
strict_00,91,ds,0.0014619999999999987,0.9999999999999999,1.0,0.0
strict_00,91,pec,0.0018933102105952494,0.9999999999999999,1.0,0.0
strict_00,92,mv,0.001853500000000001,0.9999999999999999,1.0,0.0
strict_00,92,ds,0.0011558333333333336,0.9999999999999999,1.0,0.0
strict_00,92,pec,0.0017137303482139506,0.9999999999999999,1.0,0.0
strict_00,93,mv,0.0021505000000000014,0.9999999999999999,1.0,0.0
strict_00,93,ds,0.0015125000000000017,0.9999999999999999,1.0,0.0
strict_00,93,pec,0.0019955028686684828,0.9999999999999999,1.0,0.0
strict_00,94,mv,0.0021895000000000005,0.9999999999999999,1.0,0.0
strict_00,94,ds,0.0013268333333333333,0.9999999999999999,1.0,0.0
strict_00,94,pec,0.0018820907941008672,0.9999999999999999,1.0,0.0
strict_00,95,mv,0.0017498333333333344,0.9999999999999999,1.0,0.0
strict_00,95,ds,0.0009191666666666671,0.9999999999999999,1.0,0.0
strict_00,95,pec,0.0014338756211928223,0.9999999999999999,1.0,0.0
strict_00,96,mv,0.0026546666666666676,0.9999999999999999,1.0,0.0
strict_00,96,ds,0.0011770000000000012,0.9999999999999999,1.0,0.0
strict_00,96,pec,0.0018318541581507197,0.9999999999999999,1.0,0.0
strict_00,97,mv,0.002201833333333333,0.9999999999999999,1.0,0.0
strict_00,97,ds,0.001941333333333333,0.9999999999999999,1.0,0.0
strict_00,97,pec,0.002432916023034989,0.9999999999999999,1.0,0.0
strict_00,98,mv,0.0022775000000000013,0.9999999999999999,1.0,0.0
strict_00,98,ds,0.0014506666666666667,0.9999999999999999,1.0,0.0
strict_00,98,pec,0.0019298996071288154,0.9999999999999999,1.0,0.0
strict_00,99,mv,0.002238666666666666,0.9999999999999999,1.0,0.0
strict_00,99,ds,0.001486666666666668,0.9999999999999999,1.0,0.0
strict_00,99,pec,0.0018571169042355953,0.9999999999999999,1.0,0.0
strict_10,0,mv,0.001969166666666667,0.9999999999999999,1.0,0.1
strict_10,0,ds,0.0011933333333333334,0.9999999999999999,1.0,0.1
strict_10,0,pec,0.0018960780901341604,0.9999999999999999,1.0,0.1
strict_10,1,mv,0.003137166666666666,0.9999999999999999,1.0,0.1
strict_10,1,ds,0.002096999999999998,0.9999999999999999,1.0,0.1
strict_10,1,pec,0.002759783829195164,0.9999999999999999,1.0,0.1
strict_10,2,mv,0.002049833333333334,0.9999999999999999,1.0,0.1
strict_10,2,ds,0.0015785000000000003,0.9999999999999999,1.0,0.1
strict_10,2,pec,0.0022480914858564764,0.9999999999999999,1.0,0.1
strict_10,3,mv,0.002188333333333332,0.9999999999999999,1.0,0.1
strict_10,3,ds,0.0015461666666666668,0.9999999999999999,1.0,0.1
strict_10,3,pec,0.0018307636976445617,0.9999999999999999,1.0,0.1
strict_10,4,mv,0.0027553333333333336,0.9999999999999999,1.0,0.1
strict_10,4,ds,0.0017358333333333342,0.9999999999999999,1.0,0.1
strict_10,4,pec,0.0027594309097542253,0.9999999999999999,1.0,0.1
strict_10,5,mv,0.001372,0.9999999999999999,1.0,0.1
strict_10,5,ds,0.0014205000000000005,0.9999999999999999,1.0,0.1
strict_10,5,pec,0.001989628393624029,0.9999999999999999,1.0,0.1
strict_10,6,mv,0.001649833333333334,0.9999999999999999,1.0,0.1
strict_10,6,ds,0.0012701666666666668,0.9999999999999999,1.0,0.1
strict_10,6,pec,0.0019919818390845435,0.9999999999999999,1.0,0.1
strict_10,7,mv,0.0010625000000000012,0.9999999999999999,1.0,0.1
strict_10,7,ds,0.0006213333333333331,0.9999999999999999,1.0,0.1
strict_10,7,pec,0.0010532669508600274,0.9999999999999999,1.0,0.1
strict_10,8,mv,0.001703499999999999,0.9999999999999999,1.0,0.1
strict_10,8,ds,0.0016438333333333346,0.9999999999999999,1.0,0.1
strict_10,8,pec,0.0023302021028898333,0.9999999999999999,1.0,0.1
strict_10,9,mv,0.0018365000000000013,0.9999999999999999,1.0,0.1
strict_10,9,ds,0.0011673333333333351,0.9660917830792959,0.9666666666666667,0.1
strict_10,9,pec,0.001910537198779403,0.9999999999999999,1.0,0.1
strict_10,10,mv,0.002027333333333332,0.9999999999999999,1.0,0.1
strict_10,10,ds,0.0017939999999999998,0.9999999999999999,1.0,0.1
strict_10,10,pec,0.0023977980836344397,0.9999999999999999,1.0,0.1
strict_10,11,mv,0.0021926666666666652,0.9999999999999999,1.0,0.1
strict_10,11,ds,0.0014539999999999976,0.9999999999999999,1.0,0.1
strict_10,11,pec,0.0020444399482216435,0.9999999999999999,1.0,0.1
strict_10,12,mv,0.002312999999999999,0.9999999999999999,1.0,0.1
strict_10,12,ds,0.0007061666666666674,0.9999999999999999,1.0,0.1
strict_10,12,pec,0.0014223329459926166,0.9999999999999999,1.0,0.1
strict_10,13,mv,0.0019483333333333332,0.9999999999999999,1.0,0.1
strict_10,13,ds,0.0013305000000000003,0.9999999999999999,1.0,0.1
strict_10,13,pec,0.002025809555912523,0.9999999999999999,1.0,0.1
strict_10,14,mv,0.0014779999999999995,0.9999999999999999,1.0,0.1
strict_10,14,ds,0.0013873333333333335,0.9999999999999999,1.0,0.1
strict_10,14,pec,0.0020255384090780574,0.9999999999999999,1.0,0.1
strict_10,15,mv,0.0018585000000000008,0.9999999999999999,1.0,0.1
strict_10,15,ds,0.0011376666666666677,0.9999999999999999,1.0,0.1
strict_10,15,pec,0.0017287143335408914,0.9999999999999999,1.0,0.1
strict_10,16,mv,0.001452666666666667,0.9999999999999999,1.0,0.1
strict_10,16,ds,0.0015858333333333315,0.9999999999999999,1.0,0.1
strict_10,16,pec,0.002172322760425655,0.9999999999999999,1.0,0.1
strict_10,17,mv,0.0016090000000000004,0.9999999999999999,1.0,0.1
strict_10,17,ds,0.0007023333333333333,0.9999999999999999,1.0,0.1
strict_10,17,pec,0.0014627220973803276,0.9999999999999999,1.0,0.1
strict_10,18,mv,0.0019233333333333327,0.9999999999999999,1.0,0.1
strict_10,18,ds,0.0012763333333333333,0.9999999999999999,1.0,0.1
strict_10,18,pec,0.0016055701950477852,0.9999999999999999,1.0,0.1
strict_10,19,mv,0.0019149999999999994,0.9999999999999999,1.0,0.1
strict_10,19,ds,0.00186683333333333,0.8666666666666666,0.9333333333333333,0.1
strict_10,19,pec,0.002389595616476473,0.9999999999999999,1.0,0.1
strict_10,20,mv,0.0018945000000000004,0.9999999999999999,1.0,0.1
strict_10,20,ds,0.0007438333333333323,0.9999999999999999,1.0,0.1
strict_10,20,pec,0.0010080228499621568,0.9999999999999999,1.0,0.1
strict_10,21,mv,0.0013548333333333338,0.9999999999999999,1.0,0.1
strict_10,21,ds,0.0007893333333333347,0.9999999999999999,1.0,0.1
strict_10,21,pec,0.0012896841336629001,0.9999999999999999,1.0,0.1
strict_10,22,mv,0.0015025000000000006,0.9999999999999999,1.0,0.1
strict_10,22,ds,0.0008875000000000002,0.9999999999999999,1.0,0.1
strict_10,22,pec,0.0013921766373464213,0.9999999999999999,1.0,0.1
strict_10,23,mv,0.0014460000000000005,0.9999999999999999,1.0,0.1
strict_10,23,ds,0.0010053333333333338,0.9999999999999999,1.0,0.1
strict_10,23,pec,0.0016298819238798846,0.9999999999999999,1.0,0.1
strict_10,24,mv,0.0018991666666666664,0.9999999999999999,1.0,0.1
strict_10,24,ds,0.0011981666666666666,0.9999999999999999,1.0,0.1
strict_10,24,pec,0.0017072576502077462,0.9999999999999999,1.0,0.1
strict_10,25,mv,0.0021645000000000015,0.9999999999999999,1.0,0.1
strict_10,25,ds,0.0016043333333333346,0.9999999999999999,1.0,0.1
strict_10,25,pec,0.0020771003351337768,0.9999999999999999,1.0,0.1
strict_10,26,mv,0.001535833333333335,0.9999999999999999,1.0,0.1
